compound_id	BIOCHEMICAL	KEGG	PUBCHEM
CPD0871	PE(P-16:0/16:1)	NA	NA
CPD0872	PE(P-16:0/18:0)	NA	NA
CPD0873	PE(P-16:0/18:1)	NA	NA
CPD0874	PE(P-16:0/18:2)	NA	NA
CPD0875	PE(P-16:0/18:3)	NA	NA
CPD0876	PE(P-16:0/20:1)	NA	NA
CPD0877	PE(P-16:0/20:2)	NA	NA
CPD0878	PE(P-16:0/20:3)	NA	NA
CPD0879	PE(P-16:0/20:4)	NA	NA
CPD0880	PE(P-16:0/20:5)	NA	NA
CPD0881	PE(P-16:0/22:4)	NA	NA
CPD0882	PE(P-16:0/22:5)	NA	NA
CPD0883	PE(P-16:0/22:6)	NA	NA
CPD0884	PE(P-16:1/18:1)	NA	NA
CPD0885	PE(P-18:0/16:0)	NA	NA
CPD0886	PE(P-18:0/16:1)	NA	NA
CPD0887	PE(P-18:0/18:0)	NA	NA
CPD0888	PE(P-18:0/18:1)	NA	NA
CPD0889	PE(P-18:0/18:2)	NA	NA
CPD0890	PE(P-18:0/18:3)	NA	NA
CPD0891	PE(P-18:0/20:2)	NA	NA
CPD0892	PE(P-18:0/20:3)	NA	NA
CPD0893	PE(P-18:0/20:4)	NA	NA
CPD0894	PE(P-18:0/20:5)	NA	NA
CPD0895	PE(P-18:0/22:4)	NA	NA
CPD0896	PE(P-18:0/22:5)	NA	NA
CPD0897	PE(P-18:0/22:6)	NA	NA
CPD0898	PE(P-18:1/16:0)	NA	NA
CPD0899	PE(P-18:1/16:1)	NA	NA
CPD0900	PE(P-18:1/18:0)	NA	NA
CPD0901	PE(P-18:1/18:1)	NA	NA
CPD0902	PE(P-18:1/18:2)	NA	NA
CPD0903	PE(P-18:1/18:3)	NA	NA
CPD0904	PE(P-18:1/20:2)	NA	NA
CPD0905	PE(P-18:1/20:3)	NA	NA
CPD0906	PE(P-18:1/20:4)	NA	NA
CPD0907	PE(P-18:1/20:5)	NA	NA
CPD0908	PE(P-18:1/22:4)	NA	NA
CPD0909	PE(P-18:1/22:5)	NA	NA
CPD0910	PE(P-18:1/22:6)	NA	NA
CPD0911	PE(P-18:2/18:2)	NA	NA
CPD0912	PE(P-18:2/20:4)	NA	NA
CPD0913	PE(P-18:2/22:6)	NA	NA
CPD0930	PI(16:0/16:0)	NA	NA
CPD0931	PI(16:0/16:1)	NA	NA
CPD0932	PI(16:0/18:1)	NA	NA
CPD0933	PI(16:0/18:2)	NA	NA
CPD0934	PI(16:0/18:3)	NA	NA
CPD0935	PI(16:0/20:3)	NA	NA
CPD0936	PI(16:0/20:4)	NA	NA
CPD0937	PI(16:0/22:4)	NA	NA
CPD0938	PI(16:0/22:5)	NA	NA
CPD0939	PI(16:0/22:6)	NA	NA
CPD0940	PI(18:0/16:0)	C13888	NA
CPD0941	PI(18:0/16:1)	NA	NA
CPD0942	PI(18:0/18:1)	NA	NA
CPD0943	PI(18:0/18:2)	NA	NA
CPD0944	PI(18:0/18:3)	NA	NA
CPD0945	PI(18:0/20:2)	NA	NA
CPD0946	PI(18:0/20:3)	NA	NA
CPD0947	PI(18:0/20:4)	NA	NA
CPD0948	PI(18:0/20:5)	NA	NA
CPD0949	PI(18:0/22:4)	NA	NA
CPD0950	PI(18:0/22:5)	NA	NA
CPD0951	PI(18:0/22:6)	NA	NA
CPD0952	PI(18:1/16:1)	NA	NA
CPD0953	PI(18:1/18:1)	NA	NA
CPD0954	PI(18:1/18:2)	NA	NA
CPD0955	PI(18:1/20:3)	NA	NA
CPD0956	PI(18:1/20:4)	NA	NA
CPD0957	PI(18:2/18:2)	NA	NA
CPD0991	S-1-pyrroline-5-carboxylate	C04322	1196
CPD0992	S-adenosylhomocysteine (SAH)	C00021	439155
CPD0993	S-allylcysteine	NA	98280
CPD0994	S-methylcysteine	NA	24417
CPD0995	S-methylcysteine sulfoxide	NA	82142
CPD0996	S-methylmethionine	C05319	458
CPD1004	SM(14:0)	NA	NA
CPD1005	SM(16:0)	NA	NA
CPD1006	SM(18:0)	NA	NA
CPD1007	SM(18:1)	NA	NA
CPD1008	SM(20:0)	NA	NA
CPD1009	SM(20:1)	NA	NA
CPD1010	SM(22:0)	NA	NA
CPD1011	SM(22:1)	NA	NA
CPD1012	SM(24:0)	NA	NA
CPD1013	SM(24:1)	NA	NA
CPD1014	SM(26:0)	NA	NA
CPD1015	SM(26:1)	NA	NA
CPD1033	TAG36:0-FA12:0	C02679	NA
CPD1034	TAG38:0-FA12:0	C02679	NA
CPD1035	TAG40:0-FA12:0	C02679	NA
CPD1036	TAG40:0-FA14:0	C06424	NA
CPD1037	TAG40:0-FA16:0	C00249	NA
CPD1038	TAG42:0-FA12:0	C02679	NA
CPD1039	TAG42:0-FA14:0	C06424	NA
CPD1040	TAG42:0-FA16:0	C00249	NA
CPD1041	TAG42:1-FA12:0	C02679	NA
CPD1042	TAG42:1-FA14:0	C06424	NA
CPD1043	TAG42:1-FA16:0	C00249	NA
CPD1044	TAG42:1-FA16:1	C08362	NA
CPD1045	TAG42:1-FA18:1	C00712	NA
CPD1046	TAG42:2-FA12:0	C02679	NA
CPD1047	TAG42:2-FA18:2	C01595	NA
CPD1048	TAG44:0-FA12:0	C02679	NA
CPD1049	TAG44:0-FA14:0	C06424	NA
CPD1050	TAG44:0-FA16:0	C00249	NA
CPD1051	TAG44:0-FA18:0	C01530	NA
CPD1052	TAG44:1-FA12:0	C02679	NA
CPD1053	TAG44:1-FA14:0	C06424	NA
CPD1054	TAG44:1-FA14:1	C08322	NA
CPD1055	TAG44:1-FA16:0	C00249	NA
CPD1056	TAG44:1-FA16:1	C08362	NA
CPD1057	TAG44:1-FA18:1	C00712	NA
CPD1058	TAG44:2-FA12:0	C02679	NA
CPD1059	TAG44:2-FA14:0	C06424	NA
CPD1060	TAG44:2-FA16:0	C00249	NA
CPD1061	TAG44:2-FA16:1	C08362	NA
CPD1062	TAG44:2-FA18:1	C00712	NA
CPD1063	TAG44:2-FA18:2	C01595	NA
CPD1064	TAG44:3-FA18:2	C01595	NA
CPD1065	TAG45:0-FA14:0	C06424	NA
CPD1066	TAG45:0-FA15:0	C16537	NA
CPD1067	TAG45:0-FA16:0	C00249	NA
CPD1068	TAG45:1-FA15:0	C16537	NA
CPD1069	TAG45:1-FA16:0	C00249	NA
CPD1070	TAG45:1-FA18:1	C00712	NA
CPD1071	TAG46:0-FA12:0	C02679	NA
CPD1072	TAG46:0-FA14:0	C06424	NA
CPD1073	TAG46:0-FA16:0	C00249	NA
CPD1074	TAG46:0-FA18:0	C01530	NA
CPD1075	TAG46:1-FA12:0	C02679	NA
CPD1076	TAG46:1-FA14:0	C06424	NA
CPD1077	TAG46:1-FA14:1	C08322	NA
CPD1078	TAG46:1-FA16:0	C00249	NA
CPD1079	TAG46:1-FA16:1	C08362	NA
CPD1080	TAG46:1-FA18:0	C01530	NA
CPD1081	TAG46:1-FA18:1	C00712	NA
CPD1082	TAG46:2-FA12:0	C02679	NA
CPD1083	TAG46:2-FA14:0	C06424	NA
CPD1084	TAG46:2-FA14:1	C08322	NA
CPD1085	TAG46:2-FA16:0	C00249	NA
CPD1086	TAG46:2-FA16:1	C08362	NA
CPD1087	TAG46:2-FA18:1	C00712	NA
CPD1088	TAG46:2-FA18:2	C01595	NA
CPD1089	TAG46:3-FA12:0	C02679	NA
CPD1090	TAG46:3-FA14:0	C06424	NA
CPD1091	TAG46:3-FA14:1	C08322	NA
CPD1092	TAG46:3-FA16:0	C00249	NA
CPD1093	TAG46:3-FA16:1	C08362	NA
CPD1094	TAG46:3-FA18:1	C00712	NA
CPD1095	TAG46:3-FA18:2	C01595	NA
CPD1096	TAG46:3-FA18:3	C06427	NA
CPD1097	TAG46:4-FA18:2	C01595	NA
CPD1098	TAG47:0-FA14:0	C06424	NA
CPD1099	TAG47:0-FA15:0	C16537	NA
CPD1100	TAG47:0-FA16:0	C00249	NA
CPD1101	TAG47:0-FA17:0	C17714	NA
CPD1102	TAG47:1-FA14:0	C06424	NA
CPD1103	TAG47:1-FA15:0	C16537	NA
CPD1104	TAG47:1-FA16:0	C00249	NA
CPD1105	TAG47:1-FA16:1	C08362	NA
CPD1106	TAG47:1-FA17:0	C17714	NA
CPD1107	TAG47:1-FA18:1	C00712	NA
CPD1108	TAG47:2-FA14:0	C06424	NA
CPD1109	TAG47:2-FA15:0	C16537	NA
CPD1110	TAG47:2-FA16:1	C08362	NA
CPD1111	TAG47:2-FA18:1	C00712	NA
CPD1112	TAG47:2-FA18:2	C01595	NA
CPD1113	TAG48:0-FA14:0	C06424	NA
CPD1114	TAG48:0-FA16:0	C00249	NA
CPD1115	TAG48:0-FA18:0	C01530	NA
CPD1116	TAG48:1-FA12:0	C02679	NA
CPD1117	TAG48:1-FA14:0	C06424	NA
CPD1118	TAG48:1-FA14:1	C08322	NA
CPD1119	TAG48:1-FA16:0	C00249	NA
CPD1120	TAG48:1-FA16:1	C08362	NA
CPD1121	TAG48:1-FA18:0	C01530	NA
CPD1122	TAG48:1-FA18:1	C00712	NA
CPD1123	TAG48:2-FA12:0	C02679	NA
CPD1124	TAG48:2-FA14:0	C06424	NA
CPD1125	TAG48:2-FA14:1	C08322	NA
CPD1126	TAG48:2-FA16:0	C00249	NA
CPD1127	TAG48:2-FA16:1	C08362	NA
CPD1128	TAG48:2-FA18:0	C01530	NA
CPD1129	TAG48:2-FA18:1	C00712	NA
CPD1130	TAG48:2-FA18:2	C01595	NA
CPD1131	TAG48:3-FA12:0	C02679	NA
CPD1132	TAG48:3-FA14:0	C06424	NA
CPD1133	TAG48:3-FA14:1	C08322	NA
CPD1134	TAG48:3-FA16:0	C00249	NA
CPD1135	TAG48:3-FA16:1	C08362	NA
CPD1136	TAG48:3-FA18:1	C00712	NA
CPD1137	TAG48:3-FA18:2	C01595	NA
CPD1138	TAG48:3-FA18:3	C06427	NA
CPD1139	TAG48:4-FA12:0	C02679	NA
CPD1140	TAG48:4-FA14:0	C06424	NA
CPD1141	TAG48:4-FA14:1	C08322	NA
CPD1142	TAG48:4-FA16:0	C00249	NA
CPD1143	TAG48:4-FA16:1	C08362	NA
CPD1144	TAG48:4-FA18:1	C00712	NA
CPD1145	TAG48:4-FA18:2	C01595	NA
CPD1146	TAG48:4-FA18:3	C06427	NA
CPD1147	TAG48:4-FA20:4	C00219	NA
CPD1148	TAG48:5-FA18:2	C01595	NA
CPD1149	TAG48:5-FA18:3	C06427	NA
CPD1150	TAG49:0-FA15:0	C16537	NA
CPD1151	TAG49:0-FA16:0	C00249	NA
CPD1152	TAG49:0-FA17:0	C17714	NA
CPD1153	TAG49:0-FA18:0	C01530	NA
CPD1154	TAG49:1-FA14:0	C06424	NA
CPD1155	TAG49:1-FA15:0	C16537	NA
CPD1156	TAG49:1-FA16:0	C00249	NA
CPD1157	TAG49:1-FA16:1	C08362	NA
CPD1158	TAG49:1-FA17:0	C17714	NA
CPD1159	TAG49:1-FA18:1	C00712	NA
CPD1160	TAG49:2-FA14:0	C06424	NA
CPD1161	TAG49:2-FA15:0	C16537	NA
CPD1162	TAG49:2-FA16:0	C00249	NA
CPD1163	TAG49:2-FA16:1	C08362	NA
CPD1164	TAG49:2-FA17:0	C17714	NA
CPD1165	TAG49:2-FA18:1	C00712	NA
CPD1166	TAG49:2-FA18:2	C01595	NA
CPD1167	TAG49:3-FA15:0	C16537	NA
CPD1168	TAG49:3-FA16:0	C00249	NA
CPD1169	TAG49:3-FA16:1	C08362	NA
CPD1170	TAG49:3-FA18:2	C01595	NA
CPD1171	TAG49:3-FA18:3	C06427	NA
CPD1172	TAG50:0-FA14:0	C06424	NA
CPD1173	TAG50:0-FA16:0	C00249	NA
CPD1174	TAG50:0-FA18:0	C01530	NA
CPD1175	TAG50:1-FA14:0	C06424	NA
CPD1176	TAG50:1-FA16:0	C00249	NA
CPD1177	TAG50:1-FA16:1	C08362	NA
CPD1178	TAG50:1-FA18:0	C01530	NA
CPD1179	TAG50:1-FA18:1	C00712	NA
CPD1180	TAG50:1-FA20:1	C16526	NA
CPD1181	TAG50:2-FA14:0	C06424	NA
CPD1182	TAG50:2-FA14:1	C08322	NA
CPD1183	TAG50:2-FA16:0	C00249	NA
CPD1184	TAG50:2-FA16:1	C08362	NA
CPD1185	TAG50:2-FA18:0	C01530	NA
CPD1186	TAG50:2-FA18:1	C00712	NA
CPD1187	TAG50:2-FA18:2	C01595	NA
CPD1188	TAG50:2-FA20:2	C16525	NA
CPD1189	TAG50:3-FA14:0	C06424	NA
CPD1190	TAG50:3-FA14:1	C08322	NA
CPD1191	TAG50:3-FA16:0	C00249	NA
CPD1192	TAG50:3-FA16:1	C08362	NA
CPD1193	TAG50:3-FA18:0	C01530	NA
CPD1194	TAG50:3-FA18:1	C00712	NA
CPD1195	TAG50:3-FA18:2	C01595	NA
CPD1196	TAG50:3-FA18:3	C06427	NA
CPD1197	TAG50:3-FA20:3	C03242	NA
CPD1198	TAG50:4-FA14:0	C06424	NA
CPD1199	TAG50:4-FA14:1	C08322	NA
CPD1200	TAG50:4-FA16:0	C00249	NA
CPD1201	TAG50:4-FA16:1	C08362	NA
CPD1202	TAG50:4-FA18:1	C00712	NA
CPD1203	TAG50:4-FA18:2	C01595	NA
CPD1204	TAG50:4-FA18:3	C06427	NA
CPD1205	TAG50:4-FA20:3	C03242	NA
CPD1206	TAG50:4-FA20:4	C00219	NA
CPD1207	TAG50:5-FA14:0	C06424	NA
CPD1208	TAG50:5-FA14:1	NA	NA
CPD1209	TAG50:5-FA16:0	C00249	NA
CPD1210	TAG50:5-FA16:1	C08362	NA
CPD1211	TAG50:5-FA18:1	C00712	NA
CPD1212	TAG50:5-FA18:2	C01595	NA
CPD1213	TAG50:5-FA18:3	C06427	NA
CPD1214	TAG50:5-FA20:4	C00219	NA
CPD1215	TAG50:5-FA20:5	NA	NA
CPD1216	TAG50:6-FA20:4	C00219	NA
CPD1217	TAG51:0-FA16:0	C00249	NA
CPD1218	TAG51:0-FA17:0	C17714	NA
CPD1219	TAG51:0-FA18:0	C01530	NA
CPD1220	TAG51:1-FA15:0	C16537	NA
CPD1221	TAG51:1-FA16:0	C00249	NA
CPD1222	TAG51:1-FA17:0	C17714	NA
CPD1223	TAG51:1-FA18:0	C01530	NA
CPD1224	TAG51:1-FA18:1	C00712	NA
CPD1225	TAG51:2-FA15:0	C16537	NA
CPD1226	TAG51:2-FA16:0	C00249	NA
CPD1227	TAG51:2-FA16:1	C08362	NA
CPD1228	TAG51:2-FA17:0	C17714	NA
CPD1229	TAG51:2-FA18:0	NA	NA
CPD1230	TAG51:2-FA18:1	C00712	NA
CPD1231	TAG51:2-FA18:2	C01595	NA
CPD1232	TAG51:3-FA15:0	C16537	NA
CPD1233	TAG51:3-FA16:0	NA	NA
CPD1234	TAG51:3-FA16:1	C08362	NA
CPD1235	TAG51:3-FA17:0	C17714	NA
CPD1236	TAG51:3-FA18:1	NA	NA
CPD1237	TAG51:3-FA18:2	C01595	NA
CPD1238	TAG51:3-FA18:3	C06427	NA
CPD1239	TAG51:4-FA15:0	C16537	NA
CPD1240	TAG51:4-FA16:0	NA	NA
CPD1241	TAG51:4-FA16:1	C08362	NA
CPD1242	TAG51:4-FA18:1	NA	NA
CPD1243	TAG51:4-FA18:2	C01595	NA
CPD1244	TAG51:4-FA18:3	C06427	NA
CPD1245	TAG51:4-FA20:4	C00219	NA
CPD1246	TAG51:5-FA18:2	C01595	NA
CPD1247	TAG51:5-FA18:3	C06427	NA
CPD1248	TAG52:0-FA16:0	C00249	NA
CPD1249	TAG52:0-FA18:0	C01530	NA
CPD1250	TAG52:0-FA20:0	C06425	NA
CPD1251	TAG52:1-FA16:0	C00249	NA
CPD1252	TAG52:1-FA16:1	C08362	NA
CPD1253	TAG52:1-FA18:0	C01530	NA
CPD1254	TAG52:1-FA18:1	C00712	NA
CPD1255	TAG52:1-FA20:0	C06425	NA
CPD1256	TAG52:1-FA20:1	C16526	NA
CPD1257	TAG52:2-FA14:0	C06424	NA
CPD1258	TAG52:2-FA16:0	C00249	NA
CPD1259	TAG52:2-FA16:1	C08362	NA
CPD1260	TAG52:2-FA18:0	C01530	NA
CPD1261	TAG52:2-FA18:1	C00712	NA
CPD1262	TAG52:2-FA18:2	C01595	NA
CPD1263	TAG52:2-FA20:0	C06425	NA
CPD1264	TAG52:2-FA20:1	C16526	NA
CPD1265	TAG52:2-FA20:2	C16525	NA
CPD1266	TAG52:3-FA14:0	C06424	NA
CPD1267	TAG52:3-FA16:0	C00249	NA
CPD1268	TAG52:3-FA16:1	C08362	NA
CPD1269	TAG52:3-FA18:0	C01530	NA
CPD1270	TAG52:3-FA18:1	C00712	NA
CPD1271	TAG52:3-FA18:2	C01595	NA
CPD1272	TAG52:3-FA18:3	C06427	NA
CPD1273	TAG52:3-FA20:0	C06425	NA
CPD1274	TAG52:3-FA20:1	C16526	NA
CPD1275	TAG52:3-FA20:2	C16525	NA
CPD1276	TAG52:3-FA20:3	C03242	NA
CPD1277	TAG52:3-FA22:1	C08316	NA
CPD1278	TAG52:4-FA14:0	C06424	NA
CPD1279	TAG52:4-FA16:0	C00249	NA
CPD1280	TAG52:4-FA16:1	C08362	NA
CPD1281	TAG52:4-FA18:0	C01530	NA
CPD1282	TAG52:4-FA18:1	C00712	NA
CPD1283	TAG52:4-FA18:2	C01595	NA
CPD1284	TAG52:4-FA18:3	C06427	NA
CPD1285	TAG52:4-FA20:0	C06425	NA
CPD1286	TAG52:4-FA20:2	C16525	NA
CPD1287	TAG52:4-FA20:3	C03242	NA
CPD1288	TAG52:4-FA20:4	C00219	NA
CPD1289	TAG52:4-FA22:1	C08316	NA
CPD1290	TAG52:4-FA22:4	C16527	NA
CPD1291	TAG52:5-FA14:0	C06424	NA
CPD1292	TAG52:5-FA16:0	C00249	NA
CPD1293	TAG52:5-FA16:1	C08362	NA
CPD1294	TAG52:5-FA18:1	C00712	NA
CPD1295	TAG52:5-FA18:2	C01595	NA
CPD1296	TAG52:5-FA18:3	C06427	NA
CPD1297	TAG52:5-FA20:3	C03242	NA
CPD1298	TAG52:5-FA20:4	C00219	NA
CPD1299	TAG52:5-FA20:5	NA	NA
CPD1300	TAG52:5-FA22:5	C16513	NA
CPD1301	TAG52:6-FA14:0	C06424	NA
CPD1302	TAG52:6-FA16:0	C00249	NA
CPD1303	TAG52:6-FA16:1	C08362	NA
CPD1304	TAG52:6-FA18:1	C00712	NA
CPD1305	TAG52:6-FA18:2	C01595	NA
CPD1306	TAG52:6-FA18:3	C06427	NA
CPD1307	TAG52:6-FA20:4	C00219	NA
CPD1308	TAG52:6-FA20:5	NA	NA
CPD1309	TAG52:6-FA22:6	C06429	NA
CPD1310	TAG52:7-FA16:0	C00249	NA
CPD1311	TAG52:7-FA18:1	C00712	NA
CPD1312	TAG52:7-FA20:5	NA	NA
CPD1313	TAG52:7-FA22:6	C06429	NA
CPD1314	TAG52:8-FA16:1	C08362	NA
CPD1315	TAG52:8-FA18:2	C01595	NA
CPD1316	TAG53:0-FA16:0	C00249	NA
CPD1317	TAG53:1-FA16:0	C00249	NA
CPD1318	TAG53:1-FA17:0	C17714	NA
CPD1319	TAG53:1-FA18:0	C01530	NA
CPD1320	TAG53:1-FA18:1	C00712	NA
CPD1321	TAG53:2-FA16:0	C00249	NA
CPD1322	TAG53:2-FA17:0	C17714	NA
CPD1323	TAG53:2-FA18:0	NA	NA
CPD1324	TAG53:2-FA18:1	C00712	NA
CPD1325	TAG53:2-FA18:2	C01595	NA
CPD1326	TAG53:3-FA16:0	C00249	NA
CPD1327	TAG53:3-FA17:0	C17714	NA
CPD1328	TAG53:3-FA18:0	NA	NA
CPD1329	TAG53:3-FA18:1	NA	NA
CPD1330	TAG53:3-FA18:2	C01595	NA
CPD1331	TAG53:4-FA16:0	C00249	NA
CPD1332	TAG53:4-FA17:0	C17714	NA
CPD1333	TAG53:4-FA18:0	NA	NA
CPD1334	TAG53:4-FA18:1	NA	NA
CPD1335	TAG53:4-FA18:2	C01595	NA
CPD1336	TAG53:4-FA18:3	C06427	NA
CPD1337	TAG53:4-FA20:4	C00219	NA
CPD1338	TAG53:5-FA18:1	NA	NA
CPD1339	TAG53:5-FA18:2	NA	NA
CPD1340	TAG53:5-FA18:3	NA	NA
CPD1341	TAG53:5-FA20:4	C00219	NA
CPD1342	TAG53:6-FA18:1	NA	NA
CPD1343	TAG53:6-FA18:2	NA	NA
CPD1344	TAG53:6-FA18:3	NA	NA
CPD1345	TAG53:6-FA20:4	C00219	NA
CPD1346	TAG53:7-FA18:3	NA	NA
CPD1347	TAG54:0-FA16:0	C00249	NA
CPD1348	TAG54:0-FA18:0	C01530	NA
CPD1349	TAG54:1-FA16:0	C00249	NA
CPD1350	TAG54:1-FA18:0	C01530	NA
CPD1351	TAG54:1-FA18:1	C00712	NA
CPD1352	TAG54:1-FA20:0	C06425	NA
CPD1353	TAG54:1-FA20:1	C16526	NA
CPD1354	TAG54:2-FA16:0	C00249	NA
CPD1355	TAG54:2-FA18:0	C01530	NA
CPD1356	TAG54:2-FA18:1	C00712	NA
CPD1357	TAG54:2-FA18:2	C01595	NA
CPD1358	TAG54:2-FA20:0	C06425	NA
CPD1359	TAG54:2-FA20:1	C16526	NA
CPD1360	TAG54:2-FA20:2	C16525	NA
CPD1361	TAG54:3-FA16:0	C00249	NA
CPD1362	TAG54:3-FA16:1	C08362	NA
CPD1363	TAG54:3-FA18:0	C01530	NA
CPD1364	TAG54:3-FA18:1	C00712	NA
CPD1365	TAG54:3-FA18:2	C01595	NA
CPD1366	TAG54:3-FA18:3	C06427	NA
CPD1367	TAG54:3-FA20:1	C16526	NA
CPD1368	TAG54:3-FA20:2	C16525	NA
CPD1369	TAG54:3-FA20:3	C03242	NA
CPD1370	TAG54:4-FA16:0	C00249	NA
CPD1371	TAG54:4-FA16:1	C08362	NA
CPD1372	TAG54:4-FA18:0	C01530	NA
CPD1373	TAG54:4-FA18:1	C00712	NA
CPD1374	TAG54:4-FA18:2	C01595	NA
CPD1375	TAG54:4-FA18:3	C06427	NA
CPD1376	TAG54:4-FA20:1	C16526	NA
CPD1377	TAG54:4-FA20:2	C16525	NA
CPD1378	TAG54:4-FA20:3	C03242	NA
CPD1379	TAG54:4-FA20:4	C00219	NA
CPD1380	TAG54:4-FA22:1	C08316	NA
CPD1381	TAG54:4-FA22:4	C16527	NA
CPD1382	TAG54:5-FA16:0	C00249	NA
CPD1383	TAG54:5-FA16:1	C08362	NA
CPD1384	TAG54:5-FA18:0	C01530	NA
CPD1385	TAG54:5-FA18:1	C00712	NA
CPD1386	TAG54:5-FA18:2	C01595	NA
CPD1387	TAG54:5-FA18:3	C06427	NA
CPD1388	TAG54:5-FA20:2	C16525	NA
CPD1389	TAG54:5-FA20:3	C03242	NA
CPD1390	TAG54:5-FA20:4	C00219	NA
CPD1391	TAG54:5-FA20:5	NA	NA
CPD1392	TAG54:5-FA22:1	C08316	NA
CPD1393	TAG54:5-FA22:4	C16527	NA
CPD1394	TAG54:5-FA22:5	C16513	NA
CPD1395	TAG54:6-FA16:0	C00249	NA
CPD1396	TAG54:6-FA16:1	C08362	NA
CPD1397	TAG54:6-FA18:1	C00712	NA
CPD1398	TAG54:6-FA18:2	C01595	NA
CPD1399	TAG54:6-FA18:3	C06427	NA
CPD1400	TAG54:6-FA20:3	C03242	NA
CPD1401	TAG54:6-FA20:4	C00219	NA
CPD1402	TAG54:6-FA20:5	NA	NA
CPD1403	TAG54:6-FA22:5	C16513	NA
CPD1404	TAG54:6-FA22:6	C06429	NA
CPD1405	TAG54:7-FA16:1	C08362	NA
CPD1406	TAG54:7-FA18:1	C00712	NA
CPD1407	TAG54:7-FA18:2	C01595	NA
CPD1408	TAG54:7-FA18:3	C06427	NA
CPD1409	TAG54:7-FA20:4	C00219	NA
CPD1410	TAG54:7-FA20:5	NA	NA
CPD1411	TAG54:7-FA22:5	C16513	NA
CPD1412	TAG54:7-FA22:6	C06429	NA
CPD1413	TAG54:8-FA18:2	C01595	NA
CPD1414	TAG54:8-FA18:3	C06427	NA
CPD1415	TAG54:8-FA20:4	C00219	NA
CPD1416	TAG54:8-FA20:5	NA	NA
CPD1417	TAG54:8-FA22:6	C06429	NA
CPD1418	TAG55:1-FA16:0	C00249	NA
CPD1419	TAG55:1-FA18:1	C00712	NA
CPD1420	TAG55:2-FA18:1	C00712	NA
CPD1421	TAG55:2-FA18:2	C01595	NA
CPD1422	TAG55:3-FA18:1	C00712	NA
CPD1423	TAG55:3-FA18:2	C01595	NA
CPD1424	TAG55:4-FA18:1	C00712	NA
CPD1425	TAG55:4-FA18:2	C01595	NA
CPD1426	TAG55:5-FA18:1	C00712	NA
CPD1427	TAG55:5-FA18:2	C01595	NA
CPD1428	TAG55:5-FA20:4	C00219	NA
CPD1429	TAG55:6-FA18:1	NA	NA
CPD1430	TAG55:6-FA20:3	NA	NA
CPD1431	TAG55:6-FA20:4	NA	NA
CPD1432	TAG55:7-FA15:0	C16537	NA
CPD1433	TAG55:7-FA18:1	NA	NA
CPD1434	TAG55:7-FA20:3	NA	NA
CPD1435	TAG55:7-FA20:4	NA	NA
CPD1436	TAG55:7-FA22:6	C06429	NA
CPD1437	TAG55:8-FA20:4	NA	NA
CPD1438	TAG56:1-FA16:0	C00249	NA
CPD1439	TAG56:1-FA18:1	C00712	NA
CPD1440	TAG56:10-FA18:2	C01595	NA
CPD1441	TAG56:2-FA16:0	C00249	NA
CPD1442	TAG56:2-FA18:0	C01530	NA
CPD1443	TAG56:2-FA18:1	NA	NA
CPD1444	TAG56:2-FA20:0	C06425	NA
CPD1445	TAG56:2-FA20:1	C16526	NA
CPD1446	TAG56:3-FA16:0	C00249	NA
CPD1447	TAG56:3-FA18:0	C01530	NA
CPD1448	TAG56:3-FA18:1	C00712	NA
CPD1449	TAG56:3-FA18:2	C01595	NA
CPD1450	TAG56:3-FA20:0	C06425	NA
CPD1451	TAG56:3-FA20:1	C16526	NA
CPD1452	TAG56:3-FA20:2	C16525	NA
CPD1453	TAG56:4-FA16:0	C00249	NA
CPD1454	TAG56:4-FA18:0	C01530	NA
CPD1455	TAG56:4-FA18:1	C00712	NA
CPD1456	TAG56:4-FA18:2	C01595	NA
CPD1457	TAG56:4-FA20:1	C16526	NA
CPD1458	TAG56:4-FA20:2	C16525	NA
CPD1459	TAG56:4-FA20:3	C03242	NA
CPD1460	TAG56:4-FA20:4	C00219	NA
CPD1461	TAG56:4-FA22:4	C16527	NA
CPD1462	TAG56:5-FA16:0	C00249	NA
CPD1463	TAG56:5-FA18:0	C01530	NA
CPD1464	TAG56:5-FA18:1	C00712	NA
CPD1465	TAG56:5-FA18:2	C01595	NA
CPD1466	TAG56:5-FA20:1	C16526	NA
CPD1467	TAG56:5-FA20:2	C16525	NA
CPD1468	TAG56:5-FA20:3	C03242	NA
CPD1469	TAG56:5-FA20:4	C00219	NA
CPD1470	TAG56:5-FA22:4	C16527	NA
CPD1471	TAG56:5-FA22:5	C16513	NA
CPD1472	TAG56:6-FA16:0	C00249	NA
CPD1473	TAG56:6-FA18:0	C01530	NA
CPD1474	TAG56:6-FA18:1	C00712	NA
CPD1475	TAG56:6-FA18:2	C01595	NA
CPD1476	TAG56:6-FA18:3	C06427	NA
CPD1477	TAG56:6-FA20:2	C16525	NA
CPD1478	TAG56:6-FA20:3	C03242	NA
CPD1479	TAG56:6-FA20:4	C00219	NA
CPD1480	TAG56:6-FA20:5	NA	NA
CPD1481	TAG56:6-FA22:4	C16527	NA
CPD1482	TAG56:6-FA22:5	C16513	NA
CPD1483	TAG56:6-FA22:6	C06429	NA
CPD1484	TAG56:7-FA16:0	C00249	NA
CPD1485	TAG56:7-FA16:1	C08362	NA
CPD1486	TAG56:7-FA18:0	C01530	NA
