compound_id	chemical_name	analysismode	mz	rt
C000111	L-Leucine 13C6	RP_POS	138.1219	2.46
C000112	L-Leucine-D10	RP_POS	142.1645	2.43
C000113	L-LYSINE	RP_POS	147.1125	0.67
C000114	L-Phenylalanine 13C6	RP_POS	172.1062	6.25
C000115	L-PROLINE	RP_POS	116.0707	0.81
C000116	L-SERINE	RP_POS	106.0501	0.71
C000117	L-VALINE/5-AMINOPENTANOATE/L-NORVALINE	RP_POS	118.0863	1.26
C000118	LysoPC (16:0)_R1	RP_POS	496.3388	13.59
C000119	LysoPC (16:0)_R2	RP_POS	518.3206	13.59
C000120	LysoPC (16:0)_R3	RP_POS	496.3388	13.44
C000121	LysoPC (16:1)_R1	RP_POS	494.3231	12.82
C000122	LysoPC (16:1)_R2	RP_POS	494.3231	12.71
C000123	LysoPC (18:0)	RP_POS	524.37	14.72
C000124	LysoPC (20:4)	RP_POS	544.3364	13.77
C000125	LysoPE (18:0)	RP_POS	482.3231	14.47
C000126	LysoPE (18:1)	RP_POS	480.3077	13.61
C000127	LysoPE (20:4)_R1	RP_POS	502.2918	12.99
C000128	LysoPE (20:4)_R2	RP_POS	502.2918	12.87
C000129	LysoPE (22:4)_R1	RP_POS	530.3227	13.43
C000130	LysoPE (22:4)_R2	RP_POS	530.3226	13.52
C000131	LysoPE (22:4)_R3	RP_POS	530.3227	13.6
C000132	LysoPE (22:6)_R1	RP_POS	526.2916	12.99
C000133	LysoPE (22:6)_R2	RP_POS	526.2914	12.9
C000134	Methionine Sulfoxide	RP_POS	166.0529	0.76
C000135	METHYL BETA-D-GALACTOSIDE	RP_POS	217.0682	0.99
C000136	N(PAI)-METHYL-L-HISTIDINE	RP_POS	170.0919	0.71
C000137	N1-Methyl-4-pyridone-5-carboxamide	RP_POS	153.0652	4.78
C000138	N-Acetyl-Arginine	RP_POS	217.1291	1.48
C000139	N-ACETYL-D-TRYPTOPHAN	RP_POS	247.107	8.62
C000140	N-ACETYLGLYCINE	RP_POS	140.0317	1.16
C000141	N-ACETYL-HEXOSAMINE	RP_POS	244.0785	0.75
C000142	N-ACETYL-L-ASPARTIC ACID	RP_POS	176.055	1.71
C000143	N-ACETYLNEURAMINATE	RP_POS	310.1123	0.8
C000144	N-ACETYLPUTRESCINE	RP_POS	131.1176	1.07
C000145	N-ALPHA-ACETYL-L-LYSINE_R1	RP_POS	189.1229	1.18
C000146	N-ALPHA-ACETYL-L-LYSINE_R2	RP_POS	189.1228	1.12
C000147	N-BOC-L-Aspartic Acid	RP_POS	134.0446	8.52
C000148	N-BOC-L-tert-Leucine	RP_POS	132.1017	10.86
C000149	N-BOC-L-Tryptophan	RP_POS	205.0967	11.44
C000150	NEPSILON,NEPSILON,NEPSILON-TRIMETHYLLYSINE	RP_POS	189.1593	0.71
C000151	N-formyl-L-methionine	RP_POS	178.0532	6.96
C000152	NICOTINAMIDE	RP_POS	123.0554	1.49
C000153	N-METHYL-D-ASPARTIC ACID	RP_POS	148.0602	0.73
C000154	O-ACETYL-L-SERINE	RP_POS	148.0602	1.02
C000155	Octanoylcarnitine	RP_POS	288.2162	10.46
C000156	ORNITHINE	RP_POS	133.0969	0.61
C000157	Pantothenic Acid	RP_POS	220.1174	6.65
C000158	Phenylalanine	RP_POS	166.086	6.24
C000159	Phenylalanine-HCOOH	RP_POS	120.0808	6.24
C000160	PHOSPHOCHOLINE	RP_POS	184.0724	0.73
C000161	PIPECOLATE/L-PIPECOLIC ACID	RP_POS	130.0862	1.19
C000162	Proprionylcarnitine	RP_POS	218.1384	6.74
C000163	Pyroglutamic Acid	RP_POS	130.0498	1.73
C000164	QUINATE_R1	RP_POS	215.0525	0.9
C000165	QUINATE_R2	RP_POS	193.0701	0.77
C000166	RIBOFLAVIN	RP_POS	377.1444	7.99
C000167	S-CARBOXYMETHYL-L-CYSTEINE	RP_POS	180.0323	0.81
C000168	SEROTONIN	RP_POS	177.1019	6.9
C000169	SEROTONIN-NH3	RP_POS	160.0754	6.85
C000170	Source Fragment TRP	RP_POS	118.0651	7.66
C000171	SPERMIDINE	RP_POS	146.1649	0.56
C000172	SPERMINE	RP_POS	203.2226	0.55
C000173	Stachydrine_R1	RP_POS	144.1017	1
C000174	Stachydrine_R2	RP_POS	144.1017	1.07
C000175	TAURINE	RP_POS	126.0219	0.7
C000176	Taurocholic acid (TCA)_R1	RP_POS	533.3242	10.04
C000177	Taurocholic acid (TCA)_R2	RP_POS	516.2973	10.05
C000178	Taurodeoxycholic Acid (T-DCA)_R1	RP_POS	464.2817	10.76
C000179	Taurodeoxycholic Acid (T-DCA)_R2	RP_POS	517.3291	10.76
C000180	Taurodeoxycholic Acid (T-DCA)_R3	RP_POS	482.2921	10.76
C000181	Taurodeoxycholic Acid (T-DCA)_R4	RP_POS	522.2844	10.79
C000182	THIAMINE	RP_POS	265.1105	1.22
C000183	THREONINE/HOMOSERINE	RP_POS	120.0655	0.72
C000184	Triethanolamine	RP_POS	150.1122	0.76
C000185	Trigonelline	RP_POS	138.0544	0.87
C000186	Tryptophan	RP_POS	205.0968	7.65
C000187	Tryptophan-2,3,3-D3	RP_POS	208.1158	7.64
C000188	Tryptophan-2,3,3-D3-NH3	RP_POS	191.0892	7.67
C000189	Tryptophan-NH3	RP_POS	188.0702	7.66
C000190	Uracil	RP_POS	113.0347	1.27
C000191	Ursodeoxycholic Acid (UDCA)_R1	RP_POS	357.2778	11.44
C000192	Ursodeoxycholic Acid (UDCA)_R2	RP_POS	375.2883	11.42
C000193	Xanthurenic Acid	RP_POS	206.0444	7.49
C000194	2',4'-DIHYDROXYACETOPHENONE	RP_NEG	151.0402	9.4
C000195	2-deoxy-D-galactose (fructose/glucose)_R1	RP_NEG	163.0611	0.98
C000196	2-deoxy-D-galactose (fructose/glucose)_R2	RP_NEG	163.0612	1.11
C000197	2-hydroxyglutarate	RP_NEG	147.03	1.4
C000198	2-Hydroxyhippuric acid_R1	RP_NEG	194.0459	7.23
C000199	2-Hydroxyhippuric acid_R2	RP_NEG	194.0459	7.36
C000200	3-(2-HYDROXYPHENYL)PROPANOATE	RP_NEG	165.0557	8.77
C000201	3-HYDROXY-3-METHYLGLUTARATE	RP_NEG	161.0456	3.2
C000202	3-Hydroxydecanoic acid	RP_NEG	187.134	11.29
C000203	3-HYDROXYKYNURENINE	RP_NEG	223.0725	3.1
C000204	3-METHOXY-4-HYDROXYMANDELATE	RP_NEG	197.0455	5.16
C000205	3-methyladipic acid	RP_NEG	159.0663	7.85
C000206	3-SULFINO-L-ALANINE	RP_NEG	152.0023	0.81
C000207	3-UREIDOPROPIONATE	RP_NEG	131.0462	1.24
C000208	4-ACETAMIDOBUTANOATE	RP_NEG	144.0666	3.62
C000209	4-GUANIDINOBUTANOATE	RP_NEG	144.0779	1.54
C000210	4-Hydroxyphenylacetate	RP_NEG	151.0402	8.49
C000211	4-METHYL-2-OXO-PENTANOIC ACID	RP_NEG	129.0558	6.95
C000212	4-oxoproline;5-OXO-L-PROLINE	RP_NEG	128.0354	1.76
C000213	5-AMINOLEVULINIC ACID;4-HYDROXYPROLINE;trans-4-Hydroxy-L_Proline	RP_NEG	130.051	0.72
C000214	5-HYDROXY-L-TRYPTOPHAN	RP_NEG	219.0775	6.87
C000215	6-Hydroxycaproic acid_R1	RP_NEG	131.0714	7.93
C000216	6-Hydroxycaproic acid_R2	RP_NEG	131.0713	7.63
C000217	6-PHOSPHOGLUCONIC ACID_R1	RP_NEG	275.0215	0.93
C000218	6-PHOSPHOGLUCONIC ACID_R2	RP_NEG	275.022	0.81
C000219	ADP	RP_NEG	426.0215	1.04
C000220	ALDOPENTOSE	RP_NEG	149.0456	0.84
C000221	a-LINOLENIC ACID	RP_NEG	277.2172	15.42
C000222	ALLANTOIN	RP_NEG	157.0367	0.8
C000223	ALPHA-HYDROXYISOBUTYRIC ACID	RP_NEG	103.0399	2.25
C000224	ALPHA-KETOGLUTARIC ACID+2H	RP_NEG	147.03	0.77
C000225	Arachidonic Acid (20:4)	RP_NEG	303.233	15.88
C000226	ASCORBIC ACID	RP_NEG	175.0246	1.18
C000227	ASPARAGINE	RP_NEG	131.0462	0.71
C000228	ASPARTATE	RP_NEG	132.0303	0.8
C000229	AZELAIC ACID	RP_NEG	187.0975	8.61
C000230	Billirubin	RP_NEG	583.2561	11.74
C000231	BOC-L-Tyrosine_R1	RP_NEG	280.1189	10
C000232	BOC-L-Tyrosine_R2	RP_NEG	206.0459	10
C000233	C6H12O6-HEXOSE/KETOSE/INOSITOL	RP_NEG	179.0562	0.71
C000234	Catechol Sulfate	RP_NEG	188.9864	7.11
C000235	Chenodeoxycholic Acid (CDCA);Deoxycholic Acid (DCA)_R1	RP_NEG	391.2854	12.34
C000236	Chenodeoxycholic Acid (CDCA);Deoxycholic Acid (DCA)_R2	RP_NEG	437.291	12.32
C000237	CHOLATE_R1	RP_NEG	407.2803	10.45
C000238	CHOLATE_R2	RP_NEG	407.2803	10.34
C000239	Cholic Acid_R1	RP_NEG	453.2861	11.12
C000240	Cholic Acid_R2	RP_NEG	407.2803	11.13
C000241	Cholic Acid_R3	RP_NEG	443.2575	11.14
C000242	CITRAMALATE	RP_NEG	147.03	2.2
C000243	CITRATE	RP_NEG	191.0198	1.85
C000244	CITRULLINE	RP_NEG	174.0884	0.78
C000245	CREATINE	RP_NEG	130.0622	0.89
C000246	Creatine-D3	RP_NEG	133.0811	0.88
C000247	DECANOATE	RP_NEG	171.139	11.74
C000248	D-GLUCURONIC ACID/D-GLUCURONOLACTONE/D-(+)-GALACTURONIC ACID	RP_NEG	193.0351	0.74
C000249	Docosahexaenoic Acid (22:6);Docosahexanoic Acid	RP_NEG	327.233	15.67
C000250	D-SACCHARIC ACID_R1	RP_NEG	209.0303	0.75
C000251	D-SACCHARIC ACID_R2	RP_NEG	209.0304	0.87
C000252	EDTA	RP_NEG	291.0835	0.95
C000253	Eicosapentaenoic Acid	RP_NEG	301.2173	15.27
C000254	ERYTHRITOL	RP_NEG	157.0271	0.73
C000255	FERULATE	RP_NEG	193.0488	8.38
C000256	Ferulic acid sulfate	RP_NEG	273.0076	8.33
C000257	Fumaric Acid	RP_NEG	115.0036	1.97
C000258	GLUCONIC ACID/D-GULONIC ACID GAMA-LACTONE	RP_NEG	195.051	0.73
C000259	GLUCOSE/FRUCTOSE_R1	RP_NEG	215.0329	0.73
C000260	GLUCOSE/FRUCTOSE_R2	RP_NEG	217.0297	0.73
C000261	GLYCERIC ACID	RP_NEG	105.0187	0.81
C000262	GLYCEROL 2-PHOSPHATE/SN-GLYCEROL 3-PHOSPHATE	RP_NEG	171.006	0.73
C000263	GLYCOCHOLATE_R1	RP_NEG	464.3019	9.9
C000264	GLYCOCHOLATE_R2	RP_NEG	464.3018	9.76
C000265	Glycocholic Acid (GCA)_R1	RP_NEG	464.3018	10.45
C000266	Glycocholic Acid (GCA)_R2	RP_NEG	464.3018	10.3
C000267	Glycodeoxycholic acid (GDCA);Chenodeoxycholyglycine (GCDCA)	RP_NEG	448.307	11.3
C000268	GLYCOLATE	RP_NEG	75.0082	0.85
C000269	Glycoursodeoxycholic acid (G-UDCA)	RP_NEG	448.307	10.62
C000270	GUANIDINOACETATE	RP_NEG	116.0465	0.77
C000271	Guanosine	RP_NEG	282.0843	6.24
C000272	HEXANESULFONIC ACID-Sulfate	RP_NEG	79.9565	8.29
C000273	INDOLE-3-ACETATE	RP_NEG	174.056	9.12
C000274	INDOXYL SULFATE	RP_NEG	212.0023	7.85
C000275	ISOCITRIC ACID	RP_NEG	191.0198	1.14
C000276	Kynurenic Acid	RP_NEG	188.0353	7.72
C000277	LACTATE	RP_NEG	89.0239	1.19
C000278	LACTATE-dimer	RP_NEG	201.0381	1.19
C000279	L-ARGININE	RP_NEG	173.1046	0.72
C000280	L-CARNITINE	RP_NEG	196.0744	0.95
C000281	L-CYSTEINE	RP_NEG	120.0128	0.77
C000282	LEUCINE	RP_NEG	130.0873	2.44
C000283	L-GLUTAMIC ACID;N-METHYL-D-ASPARTIC ACID;O-ACETYL-L-SERINE;O-Acetyl-L-Serine	RP_NEG	146.0459	0.76
C000284	L-GLUTAMINE	RP_NEG	145.0619	0.72
C000285	L-HISTIDINE	RP_NEG	154.0623	0.69
C000286	Linoleic Acid (18:2)	RP_NEG	279.233	16.15
C000287	L-ISOLEUCINE	RP_NEG	130.0873	2.18
C000288	L-KYNURENINE	RP_NEG	207.0775	6.49
C000289	LL-2,6-DIAMINOHEPTANEDIOATE	RP_NEG	189.0881	0.82
C000290	L-METHIONINE	RP_NEG	148.0437	1.35
C000291	L-Phenylalanine-13C6	RP_NEG	170.0919	6.23
C000292	L-SERINE	RP_NEG	104.0352	0.69
C000293	L-TYROSINE	RP_NEG	180.0666	3.3
C000294	L-Tyrosine-13C6	RP_NEG	186.0866	3.29
C000295	L-VALINE	RP_NEG	116.0717	1.09
C000296	LysoPC (18:1)	RP_NEG	566.3465	13.72
C000297	LysoPE (16:0)_R1	RP_NEG	452.2786	13.43
C000298	LysoPE (16:0)_R2	RP_NEG	452.2785	13.25
C000299	LysoPE (18:0)	RP_NEG	480.3097	14.47
C000300	LysoPE (18:1)_R1	RP_NEG	478.2941	13.58
C000301	LysoPE (18:1)_R2	RP_NEG	478.2941	13.47
C000302	LysoPE (20:4)	RP_NEG	500.2787	12.84
C000303	LysoPE (22:6)	RP_NEG	524.2784	12.91
C000304	MALATE;OXALOACETATE+2H-H	RP_NEG	133.0143	1.05
C000305	Mannitol;HEXOSE ALCOHOL	RP_NEG	181.0718	0.73
C000306	Mono-(2-Ethylhexyl) Phthalate Dimer	RP_NEG	540.3308	13.59
C000307	Monoethyl phthalate (mEP)	RP_NEG	193.0506	9.9
C000308	N-ACETYL-DL-GLUTAMIC ACID	RP_NEG	188.0564	2.14
C000309	N-ACETYL-DL-SERINE;O-ACETYL-L-SERINE	RP_NEG	146.0459	1.06
C000310	N-ACETYL-D-MANNOSAMINE	RP_NEG	256.0595	0.81
C000311	N-ACETYLGLYCINE	RP_NEG	116.0353	1.16
C000312	N-ACETYLNEURAMINATE	RP_NEG	308.099	0.8
C000313	N-ACETYLSEROTONIN	RP_NEG	218.1014	8.12
C000314	NALPHA-ACETYL-L-LYSINE	RP_NEG	187.1087	1.21
C000315	N-BOC-L-Aspartic Acid_R1	RP_NEG	232.0826	8.51
C000316	N-BOC-L-Aspartic Acid_R2	RP_NEG	158.0096	8.51
C000317	N-BOC-L-tert-Leucine_R1	RP_NEG	156.0666	10.86
C000318	N-BOC-L-tert-Leucine_R2	RP_NEG	230.1396	10.86
C000319	N-BOC-L-Tryptophan_R1	RP_NEG	303.1351	11.44
C000320	N-BOC-L-Tryptophan_R2	RP_NEG	229.0618	11.43
C000321	N-FORMYLGLYCINE	RP_NEG	102.0195	0.96
C000322	N-formyl-L-methionine	RP_NEG	176.0386	6.94
C000323	N-METHYL-L-GLUTAMATE;ALPHA-AMINOADIPATE;L-2-Aminoadipic Acid_R1	RP_NEG	160.0616	0.82
C000324	N-METHYL-L-GLUTAMATE;ALPHA-AMINOADIPATE;L-2-Aminoadipic Acid_R2	RP_NEG	160.0615	0.95
C000325	Pantothenic Acid	RP_NEG	218.1034	6.63
C000326	PHOSPHOCHOLINE	RP_NEG	218.0324	0.73
C000327	Plasmenyl-LysoPE (P-18:1)	RP_NEG	462.2997	13.87
C000328	PYRIDOXAL	RP_NEG	166.051	1.89
C000329	PYRIDOXAMINE	RP_NEG	203.0562	1
C000330	Pyruvate	RP_NEG	87.0084	1.05
C000331	Salicylic Acid-D4	RP_NEG	141.0495	9.98
C000332	SARCOSINE/BETA-ALANINE	RP_NEG	88.0398	0.88
C000333	S-CARBOXYMETHYL-L-CYSTEINE	RP_NEG	178.0178	0.78
C000334	Sphingosine-1-phosphate	RP_NEG	378.2414	12.41
C000335	SUCCINATE	RP_NEG	117.0193	2.23
C000336	Succinic-2,2,3,3-D4 Acid	RP_NEG	121.0443	2.19
C000337	Sulfoacetaldehyde	RP_NEG	122.9758	0.72
C000338	TARTARIC ACID	RP_NEG	149.0092	0.83
C000339	TAURINE	RP_NEG	124.0073	0.7
C000340	Taurocholic acid (TCA)	RP_NEG	514.2844	10.01
C000341	Taurodeoxycholic Acid (T-DCA)	RP_NEG	498.2897	10.76
C000342	Tauroursodeoxycholic acid (T-UDCA)	RP_NEG	498.2895	10.11
C000343	THREONINE/HOMOSERINE	RP_NEG	118.051	0.71
C000344	Tryptophan	RP_NEG	203.0827	7.65
C000345	Tryptophan-2,3,3-D3	RP_NEG	206.1014	7.64
C000346	Uracil	RP_NEG	111.02	1.25
C000347	URATE_R1	RP_NEG	167.0211	1.73
C000348	URATE_R2	RP_NEG	167.0207	1.95
C000349	UROCANATE	RP_NEG	137.0357	1.89
C000350	Ursodeoxycholic Acid (UDCA)_R1	RP_NEG	437.291	11.71
C000351	Ursodeoxycholic Acid (UDCA)_R2	RP_NEG	437.291	11.53
C000352	Vanilloylglycine_R1	RP_NEG	224.0553	7.63
C000353	Vanilloylglycine_R2	RP_NEG	224.0558	7.82
C000354	Xanthurenic Acid	RP_NEG	204.0299	7.48
C000355	100.0236	RP_POS	100.0236	1.74
C000356	100.0246	RP_POS	100.0246	0.6
C000357	100.0294	RP_POS	100.0294	0.6
C000358	100.0331	RP_POS	100.0331	0.59
C000359	100.0759	RP_POS	100.0759	4.96
C000360	100.5102	RP_POS	100.5102	1.19
C000361	100.5153	RP_POS	100.5153	1.02
C000362	100.5155	RP_POS	100.5155	1.95
C000363	100.9172	RP_POS	100.9172	0.68
C000364	101.0236	RP_POS	101.0236	2.22
C000365	101.0252	RP_POS	101.0252	0.6
C000366	101.0313	RP_POS	101.0313	1.17
C000367	101.0793	RP_POS	101.0793	4.96
C000368	101.5233_R1	RP_POS	101.5233	2.26
C000369	101.5233_R2	RP_POS	101.5233	2.04
C000370	102.0220	RP_POS	102.022	0.59
C000371	102.0551	RP_POS	102.0551	1.32
C000372	102.0552	RP_POS	102.0552	1.39
C000373	102.5185	RP_POS	102.5185	0.58
C000374	102.9705	RP_POS	102.9705	1
C000375	103.0214	RP_POS	103.0214	2.03
C000376	103.0393_R1	RP_POS	103.0393	1.95
C000377	103.0393_R2	RP_POS	103.0393	0.83
C000378	103.0393_R3	RP_POS	103.0393	3.15
C000379	103.0756	RP_POS	103.0756	3.9
C000380	103.0867	RP_POS	103.0867	0.74
C000381	103.5207	RP_POS	103.5207	1.17
C000382	104.0619	RP_POS	104.0619	6.24
C000383	104.5236	RP_POS	104.5236	0.59
C000384	104.9665	RP_POS	104.9665	0.61
C000385	104.9748	RP_POS	104.9748	0.61
C000386	105.0035	RP_POS	105.0035	0.6
C000387	105.0337	RP_POS	105.0337	7.95
C000388	105.0486	RP_POS	105.0486	2.17
C000389	105.0549_R1	RP_POS	105.0549	2.22
C000390	105.0549_R2	RP_POS	105.0549	2.04
C000391	105.0549_R3	RP_POS	105.0549	0.74
C000392	105.0549_R4	RP_POS	105.0549	1.66
C000393	105.0555	RP_POS	105.0555	1.23
C000394	105.0671	RP_POS	105.0671	0.82
C000395	105.1043	RP_POS	105.1043	0.81
C000396	105.5093	RP_POS	105.5093	1.23
C000397	105.5172	RP_POS	105.5172	1.18
C000398	106.0043	RP_POS	106.0043	0.6
C000399	106.0234	RP_POS	106.0234	1.17
C000400	106.0413	RP_POS	106.0413	10.87
C000401	106.0502	RP_POS	106.0502	1.05
C000402	106.1112	RP_POS	106.1112	0.81
C000403	106.9507	RP_POS	106.9507	0.64
C000404	106.9777	RP_POS	106.9777	0.65
C000405	107.0010	RP_POS	107.001	0.6
C000406	107.0398	RP_POS	107.0398	1.19
C000407	107.0489	RP_POS	107.0489	10
C000408	107.0490	RP_POS	107.049	3.28
C000409	107.0492_R1	RP_POS	107.0492	6.27
C000410	107.0492_R2	RP_POS	107.0492	11.42
C000411	107.0493_R1	RP_POS	107.0493	8.01
C000412	107.0493_R2	RP_POS	107.0493	8.15
C000413	107.5231	RP_POS	107.5231	3.57
C000414	108.5127	RP_POS	108.5127	2.21
C000415	108.5309	RP_POS	108.5309	5.83
C000416	108.5310	RP_POS	108.531	5.7
