compound_id	chemical_name	analysismode	mz	rt
C000001	81.518_0.67	RP_POS	81.5179849604359	0.67
C000002	82.019_0.67	RP_POS	82.0191760858652	0.67
C000003	83.058_0.51	RP_POS	83.0576473574949	0.51
C000004	83.058_0.42	RP_POS	83.0576492187378	0.42
C000005	91.022_0.66	RP_POS	91.0219167335147	0.66
C000006	94.043_0.66	RP_POS	94.0429886347041	0.66
C000007	94.544_0.66	RP_POS	94.5444244486798	0.66
C000008	95.042_0.66	RP_POS	95.0423117613075	0.66
C000009	100.074_2.12	RP_POS	100.074392965554	2.12
C000010	102.033_0.66	RP_POS	102.032572747331	0.66
C000011	102.533_0.66	RP_POS	102.533098879328	0.66
C000012	103.547_0.65	RP_POS	103.546527920434	0.65
C000013	104.105_0.78	RP_POS	104.105360970295	0.78
C000014	105.032_7.51	RP_POS	105.03217356251	7.51
C000015	105.041_0.73	RP_POS	105.040591939202	0.73
C000016	110.008_0.67	RP_POS	110.008023984773	0.67
C000017	110.018_0.03	RP_POS	110.017890203856	0.03
C000018	110.018_0.46	RP_POS	110.017890609979	0.46
C000019	111.535_0.65	RP_POS	111.53505725799	0.65
C000020	114.065_0.81	RP_POS	114.06495368033	0.81
C000021	115.068_0.8	RP_POS	115.067766555075	0.8
C000022	116.106_0.85	RP_POS	116.105855852907	0.85
C000023	118.085_0.82	RP_POS	118.084702814779	0.82
C000024	120.065_0.88	RP_POS	120.065011576347	0.88
C000025	120.079_2.19	RP_POS	120.07918247977	2.19
C000026	121.029_3.19	RP_POS	121.029162900568	3.19
C000027	121.028_4.15	RP_POS	121.028463516518	4.15
C000028	121.071_0.88	RP_POS	121.070554826897	0.88
C000029	121.071_1.31	RP_POS	121.070522229512	1.31
C000030	121.071_1.76	RP_POS	121.070691718454	1.76
C000031	121.071_0.98	RP_POS	121.071007286355	0.98
C000032	121.063_16.85	RP_POS	121.063187046906	16.85
C000033	121.071_1.61	RP_POS	121.070631599901	1.61
C000034	121.071_2.33	RP_POS	121.070668525859	2.33
C000035	121.071_3.36	RP_POS	121.070718463847	3.36
C000036	121.063_16.47	RP_POS	121.063162518084	16.47
C000037	121.071_1.88	RP_POS	121.070714944662	1.88
C000038	121.071_1.94	RP_POS	121.070759230425	1.94
C000039	121.071_2.12	RP_POS	121.070721601164	2.12
C000040	122.545_0.65	RP_POS	122.545478988868	0.65
C000041	123.043_0.65	RP_POS	123.043374766355	0.65
C000042	125.985_0.67	RP_POS	125.985197696051	0.67
C000043	126.09_3.5	RP_POS	126.090427057418	3.5
C000044	130.048_1.12	RP_POS	130.048188380852	1.12
C000045	130.048_8.49	RP_POS	130.048242831943	8.49
C000046	130.064_15.35	RP_POS	130.064239986024	15.35
C000047	130.108_0.83	RP_POS	130.107801050616	0.83
C000048	131.048_12.93	RP_POS	131.047915070976	12.93
C000049	132.043_4.31	RP_POS	132.043497154123	4.31
C000050	132.1_1.4	RP_POS	132.10044364407	1.4
C000051	136.047_0.8	RP_POS	136.046639783945	0.8
C000052	137.044_1.05	RP_POS	137.044290529425	1.05
C000053	137.069_0.77	RP_POS	137.069476937039	0.77
C000054	138.054_0.85	RP_POS	138.054013111344	0.85
C000055	139.049_0.95	RP_POS	139.048861070664	0.95
C000056	140.142_33.64	RP_POS	140.141720609831	33.64
C000057	140.142_34.42	RP_POS	140.141577618097	34.42
C000058	140.142_32.97	RP_POS	140.141527298946	32.97
C000059	141.139_33.63	RP_POS	141.139362086489	33.63
C000060	141.139_34.42	RP_POS	141.139048051894	34.42
C000061	142.085_1.03	RP_POS	142.085252500669	1.03
C000062	142.158_33.5	RP_POS	142.157693475427	33.5
C000063	142.157_32.83	RP_POS	142.157168378136	32.83
C000064	142.157_34.82	RP_POS	142.157214196967	34.82
C000065	142.157_33.18	RP_POS	142.157111072337	33.18
C000066	142.158_31.59	RP_POS	142.157946532521	31.59
C000067	143.116_0.91	RP_POS	143.116073524005	0.91
C000068	144.1_0.86	RP_POS	144.100464830391	0.86
