chemical_name	analysismode	mz	rt	compound_id
509.2390_8.91	RP_NEG	509.239	8.91	C007428
477.2445_8.91	RP_NEG	477.2445	8.91	C007429
446.2908_8.91	RP_NEG	446.2908	8.91	C007430
528.2932_8.91	RP_NEG	528.2932	8.91	C007431
411.1848_8.92	RP_NEG	411.1848	8.92	C007432
304.1601_8.92	RP_NEG	304.1601	8.92	C007433
445.2570_8.92	RP_NEG	445.257	8.92	C007434
243.1961_8.92	RP_NEG	243.1961	8.92	C007435
241.1806_8.93	RP_NEG	241.1806	8.93	C007436
253.0827_8.93	RP_NEG	253.0827	8.93	C007437
361.2380_8.94	RP_NEG	361.238	8.94	C007438
425.1634_8.95	RP_NEG	425.1634	8.95	C007439
583.3123_8.95	RP_NEG	583.3123	8.95	C007440
625.3610_8.96	RP_NEG	625.361	8.96	C007441
279.0883_8.96	RP_NEG	279.0883	8.96	C007442
374.2908_8.97	RP_NEG	374.2908	8.97	C007443
213.0859_8.97	RP_NEG	213.0859	8.97	C007444
839.3101_8.97	RP_NEG	839.3101	8.97	C007445
397.1685_8.97	RP_NEG	397.1685	8.97	C007446
593.2944_8.98	RP_NEG	593.2944	8.98	C007447
381.1739_8.98	RP_NEG	381.1739	8.98	C007448
312.1755_8.98	RP_NEG	312.1755	8.98	C007449
757.3056_8.98	RP_NEG	757.3056	8.98	C007450
627.3752_8.98	RP_NEG	627.3752	8.98	C007451
487.3423_8.99	RP_NEG	487.3423	8.99	C007452
300.6466_8.99	RP_NEG	300.6466	8.99	C007453
361.2004_8.99	RP_NEG	361.2004	8.99	C007454
319.1911_8.99	RP_NEG	319.1911	8.99	C007455
319.6640_9.00	RP_NEG	319.664	9	C007456
320.2312_9.00	RP_NEG	320.2312	9	C007457
325.2014_9.02	RP_NEG	325.2014	9.02	C007458
467.1714_9.02	RP_NEG	467.1714	9.02	C007459
254.0871_9.02	RP_NEG	254.0871	9.02	C007460
477.2443_9.02	RP_NEG	477.2443	9.02	C007461
283.1911_9.03	RP_NEG	283.1911	9.03	C007462
389.1938_9.04	RP_NEG	389.1938	9.04	C007463
385.2386_9.04	RP_NEG	385.2386	9.04	C007464
413.2001_9.04	RP_NEG	413.2001	9.04	C007465
353.1425_9.05	RP_NEG	353.1425	9.05	C007466
315.1574_9.05	RP_NEG	315.1574	9.05	C007467
471.3110_9.07	RP_NEG	471.311	9.07	C007468
611.3801_9.07	RP_NEG	611.3801	9.07	C007469
281.1031_9.08	RP_NEG	281.1031	9.08	C007470
587.2837_9.08	RP_NEG	587.2837	9.08	C007471
197.1545_9.08	RP_NEG	197.1545	9.08	C007472
279.1575_9.08	RP_NEG	279.1575	9.08	C007473
491.2650_9.09	RP_NEG	491.265	9.09	C007474
411.6832_9.09	RP_NEG	411.6832	9.09	C007475
764.3572_9.09	RP_NEG	764.3572	9.09	C007476
653.2908_9.10	RP_NEG	653.2908	9.1	C007477
735.2947_9.10	RP_NEG	735.2947	9.1	C007478
347.1991_9.10	RP_NEG	347.1991	9.1	C007479
392.1172_9.10	RP_NEG	392.1172	9.1	C007480
375.1807_9.11	RP_NEG	375.1807	9.11	C007481
284.2225_9.11	RP_NEG	284.2225	9.11	C007482
268.1038_9.11	RP_NEG	268.1038	9.11	C007483
461.2177_9.12	RP_NEG	461.2177	9.12	C007484
821.2961_9.13	RP_NEG	821.2961	9.13	C007485
493.2799_9.13	RP_NEG	493.2799	9.13	C007486
657.2879_9.13	RP_NEG	657.2879	9.13	C007487
271.6248_9.13	RP_NEG	271.6248	9.13	C007488
674.3579_9.14	RP_NEG	674.3579	9.14	C007489
672.3397_9.14	RP_NEG	672.3397	9.14	C007490
451.1769_9.15	RP_NEG	451.1769	9.15	C007491
271.1908_9.15	RP_NEG	271.1908	9.15	C007492
393.2913_9.15	RP_NEG	393.2913	9.15	C007493
397.2229_9.16	RP_NEG	397.2229	9.16	C007494
479.2260_9.16	RP_NEG	479.226	9.16	C007495
461.2904_9.17	RP_NEG	461.2904	9.17	C007496
377.2695_9.17	RP_NEG	377.2695	9.17	C007497
561.2302_9.17	RP_NEG	561.2302	9.17	C007498
250.1444_9.17	RP_NEG	250.1444	9.17	C007499
295.1914_9.18	RP_NEG	295.1914	9.18	C007500
455.2797_9.19	RP_NEG	455.2797	9.19	C007501
349.1968_9.19	RP_NEG	349.1968	9.19	C007502
361.2381_9.22	RP_NEG	361.2381	9.22	C007503
471.2592_9.22	RP_NEG	471.2592	9.22	C007504
530.2778_9.22	RP_NEG	530.2778	9.22	C007505
433.2803_9.23	RP_NEG	433.2803	9.23	C007506
459.2747_9.24	RP_NEG	459.2747	9.24	C007507
469.2569_9.24	RP_NEG	469.2569	9.24	C007508
286.1144_9.25	RP_NEG	286.1144	9.25	C007509
577.2997_9.26	RP_NEG	577.2997	9.26	C007510
823.3115_9.26	RP_NEG	823.3115	9.26	C007511
777.3964_9.26	RP_NEG	777.3964	9.26	C007512
491.3218_9.26	RP_NEG	491.3218	9.26	C007513
987.3213_9.26	RP_NEG	987.3213	9.26	C007514
302.1094_9.26	RP_NEG	302.1094	9.26	C007515
495.2660_9.27	RP_NEG	495.266	9.27	C007516
740.3397_9.28	RP_NEG	740.3397	9.28	C007517
405.2856_9.28	RP_NEG	405.2856	9.28	C007518
367.1583_9.29	RP_NEG	367.1583	9.29	C007519
757.3103_9.29	RP_NEG	757.3103	9.29	C007520
385.2049_9.29	RP_NEG	385.2049	9.29	C007521
243.1960_9.30	RP_NEG	243.196	9.3	C007522
566.3335_9.30	RP_NEG	566.3335	9.3	C007523
223.1700_9.30	RP_NEG	223.17	9.3	C007524
317.2118_9.30	RP_NEG	317.2118	9.3	C007525
255.1960_9.30	RP_NEG	255.196	9.3	C007526
299.2226_9.30	RP_NEG	299.2226	9.3	C007527
291.1959_9.31	RP_NEG	291.1959	9.31	C007528
529.3219_9.31	RP_NEG	529.3219	9.31	C007529
739.2574_9.33	RP_NEG	739.2574	9.33	C007530
471.3109_9.34	RP_NEG	471.3109	9.34	C007531
474.2619_9.35	RP_NEG	474.2619	9.35	C007532
555.2926_9.36	RP_NEG	555.2926	9.36	C007533
498.2617_9.36	RP_NEG	498.2617	9.36	C007534
341.2500_9.36	RP_NEG	341.25	9.36	C007535
355.2655_9.37	RP_NEG	355.2655	9.37	C007536
391.2851_9.38	RP_NEG	391.2851	9.38	C007537
460.2442_9.38	RP_NEG	460.2442	9.38	C007538
315.1634_9.38	RP_NEG	315.1634	9.38	C007539
466.2204_9.38	RP_NEG	466.2204	9.38	C007540
532.2647_9.39	RP_NEG	532.2647	9.39	C007541
262.6196_9.39	RP_NEG	262.6196	9.39	C007542
448.3065_9.40	RP_NEG	448.3065	9.4	C007543
439.2490_9.40	RP_NEG	439.249	9.4	C007544
377.2697_9.40	RP_NEG	377.2697	9.4	C007545
570.3416_9.40	RP_NEG	570.3416	9.4	C007546
691.1927_9.41	RP_NEG	691.1927	9.41	C007547
609.1858_9.42	RP_NEG	609.1858	9.42	C007548
457.3318_9.42	RP_NEG	457.3318	9.42	C007549
521.1644_9.42	RP_NEG	521.1644	9.42	C007550
199.1702_9.42	RP_NEG	199.1702	9.42	C007551
291.1959_9.43	RP_NEG	291.1959	9.43	C007552
657.2882_9.43	RP_NEG	657.2882	9.43	C007553
517.3008_9.43	RP_NEG	517.3008	9.43	C007554
191.1802_9.44	RP_NEG	191.1802	9.44	C007555
429.1948_9.45	RP_NEG	429.1948	9.45	C007556
550.2437_9.45	RP_NEG	550.2437	9.45	C007557
770.3056_9.45	RP_NEG	770.3056	9.45	C007558
495.2028_9.45	RP_NEG	495.2028	9.45	C007559
598.3728_9.45	RP_NEG	598.3728	9.45	C007560
615.1733_9.45	RP_NEG	615.1733	9.45	C007561
576.3308_9.46	RP_NEG	576.3308	9.46	C007562
821.2969_9.47	RP_NEG	821.2969	9.47	C007563
493.1870_9.48	RP_NEG	493.187	9.48	C007564
602.3005_9.48	RP_NEG	602.3005	9.48	C007565
611.3454_9.49	RP_NEG	611.3454	9.49	C007566
654.3298_9.50	RP_NEG	654.3298	9.5	C007567
345.2434_9.50	RP_NEG	345.2434	9.5	C007568
646.3220_9.51	RP_NEG	646.322	9.51	C007569
471.2725_9.51	RP_NEG	471.2725	9.51	C007570
634.3354_9.51	RP_NEG	634.3354	9.51	C007571
637.3245_9.52	RP_NEG	637.3245	9.52	C007572
347.2591_9.52	RP_NEG	347.2591	9.52	C007573
295.2276_9.53	RP_NEG	295.2276	9.53	C007574
645.3402_9.53	RP_NEG	645.3402	9.53	C007575
353.2309_9.54	RP_NEG	353.2309	9.54	C007576
485.7426_9.54	RP_NEG	485.7426	9.54	C007577
663.2312_9.54	RP_NEG	663.2312	9.54	C007578
357.2065_9.55	RP_NEG	357.2065	9.55	C007579
457.3319_9.56	RP_NEG	457.3319	9.56	C007580
315.2345_9.56	RP_NEG	315.2345	9.56	C007581
451.1765_9.57	RP_NEG	451.1765	9.57	C007582
125.0226_9.58	RP_NEG	125.0226	9.58	C007583
980.5881_9.59	RP_NEG	980.5881	9.59	C007584
253.1343_9.59	RP_NEG	253.1343	9.59	C007585
465.3208_9.59	RP_NEG	465.3208	9.59	C007586
271.6248_9.59	RP_NEG	271.6248	9.59	C007587
470.2154_9.59	RP_NEG	470.2154	9.59	C007588
535.2343_9.59	RP_NEG	535.2343	9.59	C007589
395.1528_9.60	RP_NEG	395.1528	9.6	C007590
375.1568_9.60	RP_NEG	375.1568	9.6	C007591
255.1132_9.61	RP_NEG	255.1132	9.61	C007592
401.2305_9.62	RP_NEG	401.2305	9.62	C007593
321.2338_9.62	RP_NEG	321.2338	9.62	C007594
656.3453_9.64	RP_NEG	656.3453	9.64	C007595
704.3402_9.64	RP_NEG	704.3402	9.64	C007596
491.3370_9.64	RP_NEG	491.337	9.64	C007597
640.2861_9.66	RP_NEG	640.2861	9.66	C007598
722.2905_9.66	RP_NEG	722.2905	9.66	C007599
977.5693_9.66	RP_NEG	977.5693	9.66	C007600
886.2992_9.66	RP_NEG	886.2992	9.66	C007601
582.2815_9.67	RP_NEG	582.2815	9.67	C007602
746.2900_9.67	RP_NEG	746.29	9.67	C007603
225.1857_9.68	RP_NEG	225.1857	9.68	C007604
483.3096_9.68	RP_NEG	483.3096	9.68	C007605
471.1948_9.68	RP_NEG	471.1948	9.68	C007606
828.2945_9.68	RP_NEG	828.2945	9.68	C007607
485.3270_9.69	RP_NEG	485.327	9.69	C007608
521.2200_9.70	RP_NEG	521.22	9.7	C007609
301.1081_9.70	RP_NEG	301.1081	9.7	C007610
637.2956_9.70	RP_NEG	637.2956	9.7	C007611
524.2772_9.71	RP_NEG	524.2772	9.71	C007612
393.2912_9.71	RP_NEG	393.2912	9.71	C007613
315.2344_9.71	RP_NEG	315.2344	9.71	C007614
627.3735_9.71	RP_NEG	627.3735	9.71	C007615
709.3803_9.72	RP_NEG	709.3803	9.72	C007616
470.2153_9.74	RP_NEG	470.2153	9.74	C007617
650.2786_9.75	RP_NEG	650.2786	9.75	C007618
934.5502_9.75	RP_NEG	934.5502	9.75	C007619
588.3306_9.75	RP_NEG	588.3306	9.75	C007620
483.7276_9.75	RP_NEG	483.7276	9.75	C007621
824.3589_9.76	RP_NEG	824.3589	9.76	C007622
412.9658_9.76	RP_NEG	412.9658	9.76	C007623
528.3083_9.76	RP_NEG	528.3083	9.76	C007624
368.9762_9.76	RP_NEG	368.9762	9.76	C007625
930.3624_9.76	RP_NEG	930.3624	9.76	C007626
273.1854_9.78	RP_NEG	273.1854	9.78	C007627
567.3177_9.78	RP_NEG	567.3177	9.78	C007628
295.2275_9.80	RP_NEG	295.2275	9.8	C007629
626.3480_9.80	RP_NEG	626.348	9.8	C007630
872.3613_9.81	RP_NEG	872.3613	9.81	C007631
589.2994_9.81	RP_NEG	589.2994	9.81	C007632
383.1895_9.81	RP_NEG	383.1895	9.81	C007633
251.1647_9.82	RP_NEG	251.1647	9.82	C007634
295.1890_9.82	RP_NEG	295.189	9.82	C007635
285.2429_9.83	RP_NEG	285.2429	9.83	C007636
597.3642_9.84	RP_NEG	597.3642	9.84	C007637
483.3103_9.85	RP_NEG	483.3103	9.85	C007638
485.3269_9.86	RP_NEG	485.3269	9.86	C007639
415.1956_9.86	RP_NEG	415.1956	9.86	C007640
971.6150_9.87	RP_NEG	971.615	9.87	C007641
325.2381_9.87	RP_NEG	325.2381	9.87	C007642
237.1858_9.88	RP_NEG	237.1858	9.88	C007643
429.2257_9.88	RP_NEG	429.2257	9.88	C007644
341.2501_9.89	RP_NEG	341.2501	9.89	C007645
299.2504_9.89	RP_NEG	299.2504	9.89	C007646
425.1799_9.89	RP_NEG	425.1799	9.89	C007647
610.2689_9.89	RP_NEG	610.2689	9.89	C007648
477.3579_9.90	RP_NEG	477.3579	9.9	C007649
616.2864_9.90	RP_NEG	616.2864	9.9	C007650
497.2187_9.91	RP_NEG	497.2187	9.91	C007651
698.2906_9.91	RP_NEG	698.2906	9.91	C007652
451.1767_9.92	RP_NEG	451.1767	9.92	C007653
262.6196_9.92	RP_NEG	262.6196	9.92	C007654
429.2638_9.92	RP_NEG	429.2638	9.92	C007655
349.2382_9.92	RP_NEG	349.2382	9.92	C007656
615.1852_9.92	RP_NEG	615.1852	9.92	C007657
435.3114_9.92	RP_NEG	435.3114	9.92	C007658
608.2975_9.92	RP_NEG	608.2975	9.92	C007659
428.2680_9.92	RP_NEG	428.268	9.92	C007660
369.1739_9.93	RP_NEG	369.1739	9.93	C007661
255.0950_9.93	RP_NEG	255.095	9.93	C007662
487.3416_9.93	RP_NEG	487.3416	9.93	C007663
371.1882_9.94	RP_NEG	371.1882	9.94	C007664
269.1303_9.94	RP_NEG	269.1303	9.94	C007665
557.3316_9.94	RP_NEG	557.3316	9.94	C007666
639.3370_9.94	RP_NEG	639.337	9.94	C007667
405.2646_9.94	RP_NEG	405.2646	9.94	C007668
433.3306_9.95	RP_NEG	433.3306	9.95	C007669
399.1845_9.96	RP_NEG	399.1845	9.96	C007670
257.2116_9.97	RP_NEG	257.2116	9.97	C007671
864.5122_9.97	RP_NEG	864.5122	9.97	C007672
471.7279_9.98	RP_NEG	471.7279	9.98	C007673
368.9765_9.98	RP_NEG	368.9765	9.98	C007674
453.3007_9.98	RP_NEG	453.3007	9.98	C007675
734.4197_9.99	RP_NEG	734.4197	9.99	C007676
417.3006_10.00	RP_NEG	417.3006	10	C007677
528.1769_10.02	RP_NEG	528.1769	10.02	C007678
604.3619_10.03	RP_NEG	604.3619	10.03	C007679
530.3229_10.03	RP_NEG	530.3229	10.03	C007680
487.3412_10.04	RP_NEG	487.3412	10.04	C007681
339.2327_10.05	RP_NEG	339.2327	10.05	C007682
642.3023_10.05	RP_NEG	642.3023	10.05	C007683
425.1998_10.08	RP_NEG	425.1998	10.08	C007684
345.2432_10.08	RP_NEG	345.2432	10.08	C007685
321.2432_10.08	RP_NEG	321.2432	10.08	C007686
361.2361_10.08	RP_NEG	361.2361	10.08	C007687
310.2390_10.09	RP_NEG	310.239	10.09	C007688
514.3149_10.10	RP_NEG	514.3149	10.1	C007689
436.2828_10.11	RP_NEG	436.2828	10.11	C007690
323.2588_10.11	RP_NEG	323.2588	10.11	C007691
311.2588_10.12	RP_NEG	311.2588	10.12	C007692
382.2962_10.13	RP_NEG	382.2962	10.13	C007693
467.1930_10.13	RP_NEG	467.193	10.13	C007694
503.3214_10.13	RP_NEG	503.3214	10.13	C007695
662.3663_10.14	RP_NEG	662.3663	10.14	C007696
381.2621_10.14	RP_NEG	381.2621	10.14	C007697
499.7583_10.14	RP_NEG	499.7583	10.14	C007698
433.3305_10.14	RP_NEG	433.3305	10.14	C007699
528.3081_10.15	RP_NEG	528.3081	10.15	C007700
327.1264_10.15	RP_NEG	327.1264	10.15	C007701
427.2158_10.15	RP_NEG	427.2158	10.15	C007702
738.3524_10.15	RP_NEG	738.3524	10.15	C007703
183.1388_10.16	RP_NEG	183.1388	10.16	C007704
309.2044_10.16	RP_NEG	309.2044	10.16	C007705
371.1879_10.16	RP_NEG	371.1879	10.16	C007706
341.2500_10.16	RP_NEG	341.25	10.16	C007707
431.3163_10.17	RP_NEG	431.3163	10.17	C007708
391.2076_10.17	RP_NEG	391.2076	10.17	C007709
496.2729_10.17	RP_NEG	496.2729	10.17	C007710
637.2191_10.17	RP_NEG	637.2191	10.17	C007711
283.2275_10.18	RP_NEG	283.2275	10.18	C007712
514.2833_10.18	RP_NEG	514.2833	10.18	C007713
471.3475_10.19	RP_NEG	471.3475	10.19	C007714
611.3820_10.20	RP_NEG	611.382	10.2	C007715
528.1765_10.21	RP_NEG	528.1765	10.21	C007716
262.6199_10.22	RP_NEG	262.6199	10.22	C007717
419.2621_10.22	RP_NEG	419.2621	10.22	C007718
445.2959_10.22	RP_NEG	445.2959	10.22	C007719
313.2380_10.23	RP_NEG	313.238	10.23	C007720
383.2913_10.23	RP_NEG	383.2913	10.23	C007721
383.2202_10.23	RP_NEG	383.2202	10.23	C007722
465.2231_10.23	RP_NEG	465.2231	10.23	C007723
487.3267_10.24	RP_NEG	487.3267	10.24	C007724
395.2410_10.24	RP_NEG	395.241	10.24	C007725
277.2169_10.24	RP_NEG	277.2169	10.24	C007726
630.3790_10.24	RP_NEG	630.379	10.24	C007727
577.4243_10.24	RP_NEG	577.4243	10.24	C007728
441.2232_10.25	RP_NEG	441.2232	10.25	C007729
265.2167_10.25	RP_NEG	265.2167	10.25	C007730
687.2364_10.25	RP_NEG	687.2364	10.25	C007731
319.2639_10.25	RP_NEG	319.2639	10.25	C007732
429.3006_10.25	RP_NEG	429.3006	10.25	C007733
413.2905_10.25	RP_NEG	413.2905	10.25	C007734
732.3714_10.25	RP_NEG	732.3714	10.25	C007735
382.2452_10.25	RP_NEG	382.2452	10.25	C007736
271.2273_10.27	RP_NEG	271.2273	10.27	C007737
678.2944_10.27	RP_NEG	678.2944	10.27	C007738
593.3075_10.28	RP_NEG	593.3075	10.28	C007739
568.3623_10.28	RP_NEG	568.3623	10.28	C007740
273.2335_10.28	RP_NEG	273.2335	10.28	C007741
622.3724_10.29	RP_NEG	622.3724	10.29	C007742
417.2229_10.29	RP_NEG	417.2229	10.29	C007743
255.2235_10.30	RP_NEG	255.2235	10.3	C007744
429.1792_10.30	RP_NEG	429.1792	10.3	C007745
609.2742_10.30	RP_NEG	609.2742	10.3	C007746
688.3845_10.31	RP_NEG	688.3845	10.31	C007747
537.3188_10.32	RP_NEG	537.3188	10.32	C007748
187.0973_10.33	RP_NEG	187.0973	10.33	C007749
455.3161_10.33	RP_NEG	455.3161	10.33	C007750
347.2589_10.33	RP_NEG	347.2589	10.33	C007751
125.0969_10.33	RP_NEG	125.0969	10.33	C007752
342.2648_10.34	RP_NEG	342.2648	10.34	C007753
425.1111_10.35	RP_NEG	425.1111	10.35	C007754
389.2698_10.35	RP_NEG	389.2698	10.35	C007755
259.1910_10.36	RP_NEG	259.191	10.36	C007756
463.3295_10.37	RP_NEG	463.3295	10.37	C007757
323.2588_10.37	RP_NEG	323.2588	10.37	C007758
313.2744_10.37	RP_NEG	313.2744	10.37	C007759
498.9291_10.37	RP_NEG	498.9291	10.37	C007760
477.1919_10.38	RP_NEG	477.1919	10.38	C007761
353.2693_10.38	RP_NEG	353.2693	10.38	C007762
329.2481_10.38	RP_NEG	329.2481	10.38	C007763
209.0820_10.40	RP_NEG	209.082	10.4	C007764
453.3006_10.40	RP_NEG	453.3006	10.4	C007765
379.2852_10.40	RP_NEG	379.2852	10.4	C007766
636.3888_10.41	RP_NEG	636.3888	10.41	C007767
384.3117_10.41	RP_NEG	384.3117	10.41	C007768
411.3113_10.41	RP_NEG	411.3113	10.41	C007769
563.2276_10.41	RP_NEG	563.2276	10.41	C007770
461.3268_10.42	RP_NEG	461.3268	10.42	C007771
409.2956_10.42	RP_NEG	409.2956	10.42	C007772
726.3216_10.42	RP_NEG	726.3216	10.42	C007773
369.3119_10.42	RP_NEG	369.3119	10.42	C007774
531.2951_10.42	RP_NEG	531.2951	10.42	C007775
644.3173_10.43	RP_NEG	644.3173	10.43	C007776
488.2897_10.43	RP_NEG	488.2897	10.43	C007777
401.2710_10.44	RP_NEG	401.271	10.44	C007778
566.3830_10.44	RP_NEG	566.383	10.44	C007779
315.2327_10.45	RP_NEG	315.2327	10.45	C007780
312.2540_10.45	RP_NEG	312.254	10.45	C007781
831.5429_10.45	RP_NEG	831.5429	10.45	C007782
413.2703_10.45	RP_NEG	413.2703	10.45	C007783
365.2464_10.46	RP_NEG	365.2464	10.46	C007784
441.2869_10.46	RP_NEG	441.2869	10.46	C007785
368.2801_10.48	RP_NEG	368.2801	10.48	C007786
605.4553_10.48	RP_NEG	605.4553	10.48	C007787
409.2357_10.49	RP_NEG	409.2357	10.49	C007788
455.1925_10.50	RP_NEG	455.1925	10.5	C007789
629.4569_10.50	RP_NEG	629.4569	10.5	C007790
531.3525_10.50	RP_NEG	531.3525	10.5	C007791
375.2206_10.51	RP_NEG	375.2206	10.51	C007792
432.2606_10.51	RP_NEG	432.2606	10.51	C007793
385.2566_10.51	RP_NEG	385.2566	10.51	C007794
884.6053_10.51	RP_NEG	884.6053	10.51	C007795
341.2395_10.52	RP_NEG	341.2395	10.52	C007796
326.2696_10.54	RP_NEG	326.2696	10.54	C007797
425.3269_10.55	RP_NEG	425.3269	10.55	C007798
417.3370_10.55	RP_NEG	417.337	10.55	C007799
349.2359_10.57	RP_NEG	349.2359	10.57	C007800
828.3901_10.57	RP_NEG	828.3901	10.57	C007801
415.3061_10.57	RP_NEG	415.3061	10.57	C007802
299.2587_10.58	RP_NEG	299.2587	10.58	C007803
338.2697_10.58	RP_NEG	338.2697	10.58	C007804
435.3111_10.59	RP_NEG	435.3111	10.59	C007805
505.3514_10.59	RP_NEG	505.3514	10.59	C007806
920.5717_10.61	RP_NEG	920.5717	10.61	C007807
413.2904_10.61	RP_NEG	413.2904	10.61	C007808
464.3141_10.63	RP_NEG	464.3141	10.63	C007809
483.3683_10.64	RP_NEG	483.3683	10.64	C007810
487.3278_10.65	RP_NEG	487.3278	10.65	C007811
459.3331_10.65	RP_NEG	459.3331	10.65	C007812
563.2283_10.65	RP_NEG	563.2283	10.65	C007813
352.2855_10.65	RP_NEG	352.2855	10.65	C007814
391.3217_10.65	RP_NEG	391.3217	10.65	C007815
636.3891_10.66	RP_NEG	636.3891	10.66	C007816
535.2163_10.66	RP_NEG	535.2163	10.66	C007817
331.2549_10.67	RP_NEG	331.2549	10.67	C007818
493.2544_10.67	RP_NEG	493.2544	10.67	C007819
425.3629_10.67	RP_NEG	425.3629	10.67	C007820
371.1894_10.67	RP_NEG	371.1894	10.67	C007821
435.2725_10.67	RP_NEG	435.2725	10.67	C007822
485.3840_10.69	RP_NEG	485.384	10.69	C007823
778.5891_10.69	RP_NEG	778.5891	10.69	C007824
584.2489_10.70	RP_NEG	584.2489	10.7	C007825
413.3267_10.72	RP_NEG	413.3267	10.72	C007826
609.4763_10.72	RP_NEG	609.4763	10.72	C007827
746.4240_10.73	RP_NEG	746.424	10.73	C007828
449.3265_10.75	RP_NEG	449.3265	10.75	C007829
633.2353_10.75	RP_NEG	633.2353	10.75	C007830
319.1064_10.76	RP_NEG	319.1064	10.76	C007831
487.3411_10.76	RP_NEG	487.3411	10.76	C007832
281.0930_10.76	RP_NEG	281.093	10.76	C007833
671.2732_10.77	RP_NEG	671.2732	10.77	C007834
492.2132_10.77	RP_NEG	492.2132	10.77	C007835
705.3167_10.77	RP_NEG	705.3167	10.77	C007836
222.0768_10.77	RP_NEG	222.0768	10.77	C007837
508.2085_10.77	RP_NEG	508.2085	10.77	C007838
208.0612_10.77	RP_NEG	208.0612	10.77	C007839
509.3838_10.78	RP_NEG	509.3838	10.78	C007840
465.3580_10.79	RP_NEG	465.358	10.79	C007841
439.2372_10.80	RP_NEG	439.2372	10.8	C007842
533.3687_10.82	RP_NEG	533.3687	10.82	C007843
387.2726_10.82	RP_NEG	387.2726	10.82	C007844
401.2883_10.83	RP_NEG	401.2883	10.83	C007845
471.2414_10.84	RP_NEG	471.2414	10.84	C007846
439.3217_10.84	RP_NEG	439.3217	10.84	C007847
639.5586_10.85	RP_NEG	639.5586	10.85	C007848
513.3572_10.88	RP_NEG	513.3572	10.88	C007849
399.2210_10.88	RP_NEG	399.221	10.88	C007850
469.3526_10.88	RP_NEG	469.3526	10.88	C007851
568.3986_10.89	RP_NEG	568.3986	10.89	C007852
413.2673_10.89	RP_NEG	413.2673	10.89	C007853
412.2856_10.90	RP_NEG	412.2856	10.9	C007854
511.3399_10.90	RP_NEG	511.3399	10.9	C007855
443.3160_10.90	RP_NEG	443.316	10.9	C007856
519.3298_10.90	RP_NEG	519.3298	10.9	C007857
489.3580_10.92	RP_NEG	489.358	10.92	C007858
527.1925_10.92	RP_NEG	527.1925	10.92	C007859
517.3887_10.93	RP_NEG	517.3887	10.93	C007860
355.2850_10.93	RP_NEG	355.285	10.93	C007861
561.2125_10.94	RP_NEG	561.2125	10.94	C007862
453.2311_10.95	RP_NEG	453.2311	10.95	C007863
811.6142_10.96	RP_NEG	811.6142	10.96	C007864
269.2481_10.96	RP_NEG	269.2481	10.96	C007865
441.3373_10.97	RP_NEG	441.3373	10.97	C007866
558.3297_10.98	RP_NEG	558.3297	10.98	C007867
327.2901_10.98	RP_NEG	327.2901	10.98	C007868
484.3298_11.00	RP_NEG	484.3298	11	C007869
441.3581_11.01	RP_NEG	441.3581	11.01	C007870
526.2113_11.01	RP_NEG	526.2113	11.01	C007871
566.4426_11.03	RP_NEG	566.4426	11.03	C007872
583.3276_11.04	RP_NEG	583.3276	11.04	C007873
407.3163_11.05	RP_NEG	407.3163	11.05	C007874
355.3214_11.05	RP_NEG	355.3214	11.05	C007875
465.3581_11.06	RP_NEG	465.3581	11.06	C007876
427.3791_11.06	RP_NEG	427.3791	11.06	C007877
295.2640_11.07	RP_NEG	295.264	11.07	C007878
345.1642_11.07	RP_NEG	345.1642	11.07	C007879
453.3579_11.08	RP_NEG	453.3579	11.08	C007880
609.4757_11.10	RP_NEG	609.4757	11.1	C007881
399.3266_11.10	RP_NEG	399.3266	11.1	C007882
297.2796_11.11	RP_NEG	297.2796	11.11	C007883
550.9714_11.13	RP_NEG	550.9714	11.13	C007884
409.3320_11.13	RP_NEG	409.332	11.13	C007885
531.3664_11.13	RP_NEG	531.3664	11.13	C007886
357.2797_11.14	RP_NEG	357.2797	11.14	C007887
439.2827_11.14	RP_NEG	439.2827	11.14	C007888
359.2860_11.15	RP_NEG	359.286	11.15	C007889
549.3163_11.15	RP_NEG	549.3163	11.15	C007890
509.3838_11.15	RP_NEG	509.3838	11.15	C007891
513.4151_11.15	RP_NEG	513.4151	11.15	C007892
523.3972_11.16	RP_NEG	523.3972	11.16	C007893
493.3517_11.20	RP_NEG	493.3517	11.2	C007894
453.3371_11.21	RP_NEG	453.3371	11.21	C007895
333.2796_11.22	RP_NEG	333.2796	11.22	C007896
495.4047_11.22	RP_NEG	495.4047	11.22	C007897
411.2900_11.23	RP_NEG	411.29	11.23	C007898
563.4325_11.23	RP_NEG	563.4325	11.23	C007899
413.3633_11.24	RP_NEG	413.3633	11.24	C007900
407.3162_11.25	RP_NEG	407.3162	11.25	C007901
641.4031_11.26	RP_NEG	641.4031	11.26	C007902
447.3477_11.27	RP_NEG	447.3477	11.27	C007903
435.3468_11.27	RP_NEG	435.3468	11.27	C007904
497.3242_11.28	RP_NEG	497.3242	11.28	C007905
477.3387_11.28	RP_NEG	477.3387	11.28	C007906
283.2515_11.28	RP_NEG	283.2515	11.28	C007907
523.3974_11.29	RP_NEG	523.3974	11.29	C007908
415.3214_11.30	RP_NEG	415.3214	11.3	C007909
539.3558_11.30	RP_NEG	539.3558	11.3	C007910
465.2855_11.30	RP_NEG	465.2855	11.3	C007911
