chemical_name	analysismode	mz	rt	compound_id
571.3302_8.03	RP_POS	571.3302	8.03	C002678
191.0849_8.04	RP_POS	191.0849	8.04	C002679
402.7471_8.06	RP_POS	402.7471	8.06	C002680
618.3839_8.06	RP_POS	618.3839	8.06	C002681
273.1095_8.07	RP_POS	273.1095	8.07	C002682
319.1514_8.07	RP_POS	319.1514	8.07	C002683
315.2315_8.08	RP_POS	315.2315	8.08	C002684
324.0994_8.10	RP_POS	324.0994	8.1	C002685
410.5528_8.10	RP_POS	410.5528	8.1	C002686
487.2017_8.11	RP_POS	487.2017	8.11	C002687
267.1565_8.13	RP_POS	267.1565	8.13	C002688
351.1776_8.13	RP_POS	351.1776	8.13	C002689
311.1835_8.15	RP_POS	311.1835	8.15	C002690
361.1985_8.15	RP_POS	361.1985	8.15	C002691
498.3185_8.16	RP_POS	498.3185	8.16	C002692
335.1827_8.17	RP_POS	335.1827	8.17	C002693
392.7481_8.17	RP_POS	392.7481	8.17	C002694
331.2015_8.17	RP_POS	331.2015	8.17	C002695
464.2260_8.18	RP_POS	464.226	8.18	C002696
349.1899_8.22	RP_POS	349.1899	8.22	C002697
623.8696_8.24	RP_POS	623.8696	8.24	C002698
335.2572_8.24	RP_POS	335.2572	8.24	C002699
425.2282_8.24	RP_POS	425.2282	8.24	C002700
335.1150_8.24	RP_POS	335.115	8.24	C002701
453.1881_8.25	RP_POS	453.1881	8.25	C002702
291.1564_8.26	RP_POS	291.1564	8.26	C002703
396.3104_8.26	RP_POS	396.3104	8.26	C002704
268.1904_8.27	RP_POS	268.1904	8.27	C002705
415.6522_8.27	RP_POS	415.6522	8.27	C002706
787.4279_8.28	RP_POS	787.4279	8.28	C002707
329.3158_8.29	RP_POS	329.3158	8.29	C002708
470.2874_8.29	RP_POS	470.2874	8.29	C002709
239.6154_8.29	RP_POS	239.6154	8.29	C002710
292.1912_8.29	RP_POS	292.1912	8.29	C002711
445.2372_8.29	RP_POS	445.2372	8.29	C002712
255.6284_8.30	RP_POS	255.6284	8.3	C002713
339.1479_8.30	RP_POS	339.1479	8.3	C002714
437.2273_8.31	RP_POS	437.2273	8.31	C002715
439.9036_8.31	RP_POS	439.9036	8.31	C002716
528.2334_8.31	RP_POS	528.2334	8.31	C002717
177.1640_8.31	RP_POS	177.164	8.31	C002718
215.1278_8.32	RP_POS	215.1278	8.32	C002719
416.1377_8.33	RP_POS	416.1377	8.33	C002720
286.1305_8.33	RP_POS	286.1305	8.33	C002721
483.1901_8.34	RP_POS	483.1901	8.34	C002722
344.3156_8.34	RP_POS	344.3156	8.34	C002723
471.3073_8.36	RP_POS	471.3073	8.36	C002724
257.1513_8.36	RP_POS	257.1513	8.36	C002725
123.0440_8.37	RP_POS	123.044	8.37	C002726
247.1147_8.38	RP_POS	247.1147	8.38	C002727
381.2019_8.39	RP_POS	381.2019	8.39	C002728
383.2073_8.39	RP_POS	383.2073	8.39	C002729
468.3061_8.39	RP_POS	468.3061	8.39	C002730
467.7810_8.40	RP_POS	467.781	8.4	C002731
483.1898_8.40	RP_POS	483.1898	8.4	C002732
228.1012_8.40	RP_POS	228.1012	8.4	C002733
611.2732_8.41	RP_POS	611.2732	8.41	C002734
302.2555_8.42	RP_POS	302.2555	8.42	C002735
333.2421_8.42	RP_POS	333.2421	8.42	C002736
372.3104_8.45	RP_POS	372.3104	8.45	C002737
139.0582_8.45	RP_POS	139.0582	8.45	C002738
295.1217_8.46	RP_POS	295.1217	8.46	C002739
415.2114_8.46	RP_POS	415.2114	8.46	C002740
332.3157_8.46	RP_POS	332.3157	8.46	C002741
303.1946_8.47	RP_POS	303.1946	8.47	C002742
369.2058_8.47	RP_POS	369.2058	8.47	C002743
163.0752_8.47	RP_POS	163.0752	8.47	C002744
689.9079_8.48	RP_POS	689.9079	8.48	C002745
199.1329_8.48	RP_POS	199.1329	8.48	C002746
296.1929_8.49	RP_POS	296.1929	8.49	C002747
487.3161_8.49	RP_POS	487.3161	8.49	C002748
258.2789_8.50	RP_POS	258.2789	8.5	C002749
317.1722_8.50	RP_POS	317.1722	8.5	C002750
429.2612_8.54	RP_POS	429.2612	8.54	C002751
373.1618_8.54	RP_POS	373.1618	8.54	C002752
494.2842_8.54	RP_POS	494.2842	8.54	C002753
375.1841_8.55	RP_POS	375.1841	8.55	C002754
342.2145_8.55	RP_POS	342.2145	8.55	C002755
367.2013_8.56	RP_POS	367.2013	8.56	C002756
189.1272_8.56	RP_POS	189.1272	8.56	C002757
276.1934_8.57	RP_POS	276.1934	8.57	C002758
475.3409_8.57	RP_POS	475.3409	8.57	C002759
291.1566_8.57	RP_POS	291.1566	8.57	C002760
306.1097_8.57	RP_POS	306.1097	8.57	C002761
563.2939_8.57	RP_POS	563.2939	8.57	C002762
393.1878_8.58	RP_POS	393.1878	8.58	C002763
511.8073_8.59	RP_POS	511.8073	8.59	C002764
281.1380_8.59	RP_POS	281.138	8.59	C002765
345.1670_8.60	RP_POS	345.167	8.6	C002766
570.3090_8.60	RP_POS	570.309	8.6	C002767
335.1614_8.61	RP_POS	335.1614	8.61	C002768
431.2404_8.61	RP_POS	431.2404	8.61	C002769
361.1889_8.61	RP_POS	361.1889	8.61	C002770
329.1638_8.61	RP_POS	329.1638	8.61	C002771
349.1984_8.63	RP_POS	349.1984	8.63	C002772
329.1502_8.64	RP_POS	329.1502	8.64	C002773
519.2564_8.64	RP_POS	519.2564	8.64	C002774
365.1635_8.64	RP_POS	365.1635	8.64	C002775
458.3472_8.64	RP_POS	458.3472	8.64	C002776
341.1104_8.64	RP_POS	341.1104	8.64	C002777
287.6444_8.65	RP_POS	287.6444	8.65	C002778
363.2138_8.65	RP_POS	363.2138	8.65	C002779
446.3262_8.66	RP_POS	446.3262	8.66	C002780
411.2052_8.66	RP_POS	411.2052	8.66	C002781
533.8204_8.67	RP_POS	533.8204	8.67	C002782
525.1727_8.69	RP_POS	525.1727	8.69	C002783
262.2526_8.69	RP_POS	262.2526	8.69	C002784
285.1841_8.70	RP_POS	285.1841	8.7	C002785
378.2401_8.71	RP_POS	378.2401	8.71	C002786
358.3676_8.72	RP_POS	358.3676	8.72	C002787
167.0337_8.72	RP_POS	167.0337	8.72	C002788
522.7641_8.72	RP_POS	522.7641	8.72	C002789
437.3479_8.72	RP_POS	437.3479	8.72	C002790
367.2591_8.73	RP_POS	367.2591	8.73	C002791
564.2849_8.73	RP_POS	564.2849	8.73	C002792
267.1220_8.74	RP_POS	267.122	8.74	C002793
558.3086_8.75	RP_POS	558.3086	8.75	C002794
516.3158_8.76	RP_POS	516.3158	8.76	C002795
163.1481_8.77	RP_POS	163.1481	8.77	C002796
414.2993_8.77	RP_POS	414.2993	8.77	C002797
307.1415_8.78	RP_POS	307.1415	8.78	C002798
284.1569_8.78	RP_POS	284.1569	8.78	C002799
399.1322_8.78	RP_POS	399.1322	8.78	C002800
399.0941_8.79	RP_POS	399.0941	8.79	C002801
443.2639_8.80	RP_POS	443.2639	8.8	C002802
371.2405_8.80	RP_POS	371.2405	8.8	C002803
502.3125_8.81	RP_POS	502.3125	8.81	C002804
253.1147_8.82	RP_POS	253.1147	8.82	C002805
286.6365_8.82	RP_POS	286.6365	8.82	C002806
486.2520_8.83	RP_POS	486.252	8.83	C002807
542.6316_8.84	RP_POS	542.6316	8.84	C002808
609.2576_8.85	RP_POS	609.2576	8.85	C002809
350.1727_8.86	RP_POS	350.1727	8.86	C002810
401.1789_8.87	RP_POS	401.1789	8.87	C002811
521.2925_8.87	RP_POS	521.2925	8.87	C002812
538.3501_8.88	RP_POS	538.3501	8.88	C002813
495.2590_8.89	RP_POS	495.259	8.89	C002814
473.2594_8.89	RP_POS	473.2594	8.89	C002815
615.3047_8.91	RP_POS	615.3047	8.91	C002816
349.1985_8.91	RP_POS	349.1985	8.91	C002817
433.3299_8.91	RP_POS	433.3299	8.91	C002818
413.2205_8.92	RP_POS	413.2205	8.92	C002819
602.3371_8.92	RP_POS	602.3371	8.92	C002820
383.1739_8.92	RP_POS	383.1739	8.92	C002821
252.1967_8.93	RP_POS	252.1967	8.93	C002822
328.2023_8.94	RP_POS	328.2023	8.94	C002823
285.1229_8.94	RP_POS	285.1229	8.94	C002824
367.1791_8.94	RP_POS	367.1791	8.94	C002825
305.1722_8.95	RP_POS	305.1722	8.95	C002826
205.1585_8.95	RP_POS	205.1585	8.95	C002827
375.2798_8.97	RP_POS	375.2798	8.97	C002828
513.2805_8.97	RP_POS	513.2805	8.97	C002829
163.0752_8.98	RP_POS	163.0752	8.98	C002830
549.2407_8.99	RP_POS	549.2407	8.99	C002831
288.6524_8.99	RP_POS	288.6524	8.99	C002832
269.1056_8.99	RP_POS	269.1056	8.99	C002833
343.2454_9.01	RP_POS	343.2454	9.01	C002834
433.2105_9.02	RP_POS	433.2105	9.02	C002835
253.6311_9.03	RP_POS	253.6311	9.03	C002836
411.2487_9.03	RP_POS	411.2487	9.03	C002837
535.8681_9.03	RP_POS	535.8681	9.03	C002838
290.1748_9.06	RP_POS	290.1748	9.06	C002839
248.6208_9.06	RP_POS	248.6208	9.06	C002840
431.8034_9.06	RP_POS	431.8034	9.06	C002841
526.2646_9.07	RP_POS	526.2646	9.07	C002842
286.1926_9.07	RP_POS	286.1926	9.07	C002843
611.2513_9.07	RP_POS	611.2513	9.07	C002844
293.2086_9.08	RP_POS	293.2086	9.08	C002845
561.2301_9.08	RP_POS	561.2301	9.08	C002846
358.2936_9.08	RP_POS	358.2936	9.08	C002847
497.2055_9.09	RP_POS	497.2055	9.09	C002848
500.3367_9.10	RP_POS	500.3367	9.1	C002849
446.3050_9.11	RP_POS	446.305	9.11	C002850
590.3052_9.12	RP_POS	590.3052	9.12	C002851
416.2632_9.12	RP_POS	416.2632	9.12	C002852
514.3043_9.13	RP_POS	514.3043	9.13	C002853
242.5921_9.13	RP_POS	242.5921	9.13	C002854
498.2875_9.15	RP_POS	498.2875	9.15	C002855
378.2609_9.16	RP_POS	378.2609	9.16	C002856
507.7466_9.16	RP_POS	507.7466	9.16	C002857
295.1819_9.17	RP_POS	295.1819	9.17	C002858
277.6684_9.18	RP_POS	277.6684	9.18	C002859
445.2465_9.18	RP_POS	445.2465	9.18	C002860
295.6412_9.18	RP_POS	295.6412	9.18	C002861
574.2771_9.18	RP_POS	574.2771	9.18	C002862
261.6553_9.18	RP_POS	261.6553	9.18	C002863
353.2108_9.18	RP_POS	353.2108	9.18	C002864
392.3152_9.18	RP_POS	392.3152	9.18	C002865
269.6442_9.18	RP_POS	269.6442	9.18	C002866
283.6417_9.18	RP_POS	283.6417	9.18	C002867
270.6604_9.18	RP_POS	270.6604	9.18	C002868
438.1328_9.18	RP_POS	438.1328	9.18	C002869
271.6406_9.18	RP_POS	271.6406	9.18	C002870
255.1224_9.18	RP_POS	255.1224	9.18	C002871
749.9337_9.19	RP_POS	749.9337	9.19	C002872
501.7829_9.19	RP_POS	501.7829	9.19	C002873
755.4291_9.19	RP_POS	755.4291	9.19	C002874
203.1794_9.20	RP_POS	203.1794	9.2	C002875
175.1480_9.20	RP_POS	175.148	9.2	C002876
568.2878_9.20	RP_POS	568.2878	9.2	C002877
259.2417_9.20	RP_POS	259.2417	9.2	C002878
149.1324_9.20	RP_POS	149.1324	9.2	C002879
135.1168_9.20	RP_POS	135.1168	9.2	C002880
646.9128_9.20	RP_POS	646.9128	9.2	C002881
123.1168_9.20	RP_POS	123.1168	9.2	C002882
217.1948_9.21	RP_POS	217.1948	9.21	C002883
201.1637_9.21	RP_POS	201.1637	9.21	C002884
323.2193_9.21	RP_POS	323.2193	9.21	C002885
124.9999_9.22	RP_POS	124.9999	9.22	C002886
339.2144_9.22	RP_POS	339.2144	9.22	C002887
445.2937_9.22	RP_POS	445.2937	9.22	C002888
356.2942_9.23	RP_POS	356.2942	9.23	C002889
424.2194_9.23	RP_POS	424.2194	9.23	C002890
362.2448_9.24	RP_POS	362.2448	9.24	C002891
517.7673_9.24	RP_POS	517.7673	9.24	C002892
467.1403_9.24	RP_POS	467.1403	9.24	C002893
461.1943_9.25	RP_POS	461.1943	9.25	C002894
510.8623_9.26	RP_POS	510.8623	9.26	C002895
503.1984_9.27	RP_POS	503.1984	9.27	C002896
524.2960_9.27	RP_POS	524.296	9.27	C002897
165.0548_9.27	RP_POS	165.0548	9.27	C002898
355.1857_9.28	RP_POS	355.1857	9.28	C002899
396.2419_9.28	RP_POS	396.2419	9.28	C002900
291.6572_9.28	RP_POS	291.6572	9.28	C002901
234.5869_9.28	RP_POS	234.5869	9.28	C002902
369.2403_9.30	RP_POS	369.2403	9.3	C002903
445.2933_9.30	RP_POS	445.2933	9.3	C002904
506.2406_9.31	RP_POS	506.2406	9.31	C002905
280.6355_9.34	RP_POS	280.6355	9.34	C002906
503.7975_9.34	RP_POS	503.7975	9.34	C002907
526.7901_9.35	RP_POS	526.7901	9.35	C002908
387.2505_9.35	RP_POS	387.2505	9.35	C002909
129.1273_9.35	RP_POS	129.1273	9.35	C002910
515.2961_9.36	RP_POS	515.2961	9.36	C002911
921.6154_9.36	RP_POS	921.6154	9.36	C002912
439.2678_9.37	RP_POS	439.2678	9.37	C002913
335.1894_9.38	RP_POS	335.1894	9.38	C002914
369.1353_9.38	RP_POS	369.1353	9.38	C002915
261.2210_9.38	RP_POS	261.221	9.38	C002916
555.3273_9.38	RP_POS	555.3273	9.38	C002917
521.8132_9.38	RP_POS	521.8132	9.38	C002918
965.6175_9.38	RP_POS	965.6175	9.38	C002919
387.2501_9.38	RP_POS	387.2501	9.38	C002920
312.2532_9.39	RP_POS	312.2532	9.39	C002921
275.6442_9.39	RP_POS	275.6442	9.39	C002922
331.1791_9.39	RP_POS	331.1791	9.39	C002923
268.6354_9.40	RP_POS	268.6354	9.4	C002924
258.6501_9.40	RP_POS	258.6501	9.4	C002925
296.6552_9.40	RP_POS	296.6552	9.4	C002926
274.1263_9.40	RP_POS	274.1263	9.4	C002927
288.2531_9.40	RP_POS	288.2531	9.4	C002928
414.7564_9.41	RP_POS	414.7564	9.41	C002929
315.6231_9.41	RP_POS	315.6231	9.41	C002930
462.2814_9.42	RP_POS	462.2814	9.42	C002931
581.2609_9.43	RP_POS	581.2609	9.43	C002932
555.3764_9.44	RP_POS	555.3764	9.44	C002933
255.2106_9.44	RP_POS	255.2106	9.44	C002934
414.3577_9.44	RP_POS	414.3577	9.44	C002935
399.3254_9.44	RP_POS	399.3254	9.44	C002936
540.8470_9.44	RP_POS	540.847	9.44	C002937
270.6233_9.45	RP_POS	270.6233	9.45	C002938
361.2733_9.45	RP_POS	361.2733	9.45	C002939
323.1980_9.45	RP_POS	323.198	9.45	C002940
588.3058_9.46	RP_POS	588.3058	9.46	C002941
517.2180_9.46	RP_POS	517.218	9.46	C002942
165.1274_9.46	RP_POS	165.1274	9.46	C002943
670.3173_9.47	RP_POS	670.3173	9.47	C002944
225.5817_9.49	RP_POS	225.5817	9.49	C002945
469.2699_9.50	RP_POS	469.2699	9.5	C002946
621.4181_9.50	RP_POS	621.4181	9.5	C002947
206.0787_9.50	RP_POS	206.0787	9.5	C002948
307.1054_9.51	RP_POS	307.1054	9.51	C002949
492.2128_9.52	RP_POS	492.2128	9.52	C002950
580.3125_9.52	RP_POS	580.3125	9.52	C002951
309.6631_9.52	RP_POS	309.6631	9.52	C002952
523.2808_9.52	RP_POS	523.2808	9.52	C002953
630.9299_9.52	RP_POS	630.9299	9.52	C002954
473.3243_9.53	RP_POS	473.3243	9.53	C002955
439.7646_9.53	RP_POS	439.7646	9.53	C002956
526.8071_9.53	RP_POS	526.8071	9.53	C002957
497.2663_9.54	RP_POS	497.2663	9.54	C002958
499.2819_9.54	RP_POS	499.2819	9.54	C002959
637.4039_9.54	RP_POS	637.4039	9.54	C002960
520.8066_9.54	RP_POS	520.8066	9.54	C002961
587.3495_9.54	RP_POS	587.3495	9.54	C002962
478.2645_9.54	RP_POS	478.2645	9.54	C002963
598.2411_9.54	RP_POS	598.2411	9.54	C002964
530.7908_9.55	RP_POS	530.7908	9.55	C002965
532.3052_9.55	RP_POS	532.3052	9.55	C002966
663.9210_9.55	RP_POS	663.921	9.55	C002967
272.6197_9.56	RP_POS	272.6197	9.56	C002968
361.2730_9.56	RP_POS	361.273	9.56	C002969
572.3717_9.56	RP_POS	572.3717	9.56	C002970
466.7697_9.58	RP_POS	466.7697	9.58	C002971
461.1945_9.58	RP_POS	461.1945	9.58	C002972
351.1928_9.58	RP_POS	351.1928	9.58	C002973
317.1494_9.58	RP_POS	317.1494	9.58	C002974
392.3135_9.58	RP_POS	392.3135	9.58	C002975
527.2692_9.58	RP_POS	527.2692	9.58	C002976
431.3150_9.58	RP_POS	431.315	9.58	C002977
478.7698_9.59	RP_POS	478.7698	9.59	C002978
523.2932_9.59	RP_POS	523.2932	9.59	C002979
633.9066_9.59	RP_POS	633.9066	9.59	C002980
669.2160_9.59	RP_POS	669.216	9.59	C002981
620.9227_9.59	RP_POS	620.9227	9.59	C002982
597.2341_9.59	RP_POS	597.2341	9.59	C002983
589.2998_9.60	RP_POS	589.2998	9.6	C002984
445.2933_9.61	RP_POS	445.2933	9.61	C002985
554.8767_9.61	RP_POS	554.8767	9.61	C002986
658.3578_9.62	RP_POS	658.3578	9.62	C002987
330.2637_9.62	RP_POS	330.2637	9.62	C002988
246.6234_9.62	RP_POS	246.6234	9.62	C002989
445.3126_9.63	RP_POS	445.3126	9.63	C002990
487.7932_9.63	RP_POS	487.7932	9.63	C002991
132.7888_9.63	RP_POS	132.7888	9.63	C002992
447.7622_9.63	RP_POS	447.7622	9.63	C002993
435.7613_9.64	RP_POS	435.7613	9.64	C002994
615.2443_9.64	RP_POS	615.2443	9.64	C002995
633.9378_9.65	RP_POS	633.9378	9.65	C002996
851.9792_9.65	RP_POS	851.9792	9.65	C002997
300.6329_9.66	RP_POS	300.6329	9.66	C002998
810.9778_9.66	RP_POS	810.9778	9.66	C002999
562.3032_9.66	RP_POS	562.3032	9.66	C003000
813.9858_9.66	RP_POS	813.9858	9.66	C003001
520.7258_9.66	RP_POS	520.7258	9.66	C003002
296.6762_9.66	RP_POS	296.6762	9.66	C003003
933.1010_9.66	RP_POS	933.101	9.66	C003004
839.9789_9.66	RP_POS	839.9789	9.66	C003005
519.9538_9.66	RP_POS	519.9538	9.66	C003006
104.1070_9.66	RP_POS	104.107	9.66	C003007
288.6517_9.66	RP_POS	288.6517	9.66	C003008
300.6519_9.66	RP_POS	300.6519	9.66	C003009
623.4387_9.66	RP_POS	623.4387	9.66	C003010
580.3142_9.66	RP_POS	580.3142	9.66	C003011
822.9776_9.67	RP_POS	822.9776	9.67	C003012
427.7646_9.67	RP_POS	427.7646	9.67	C003013
439.7640_9.67	RP_POS	439.764	9.67	C003014
281.6430_9.68	RP_POS	281.643	9.68	C003015
564.8165_9.68	RP_POS	564.8165	9.68	C003016
667.4135_9.68	RP_POS	667.4135	9.68	C003017
462.2843_9.68	RP_POS	462.2843	9.68	C003018
699.4493_9.68	RP_POS	699.4493	9.68	C003019
574.3033_9.69	RP_POS	574.3033	9.69	C003020
846.9775_9.69	RP_POS	846.9775	9.69	C003021
550.3313_9.69	RP_POS	550.3313	9.69	C003022
699.4285_9.69	RP_POS	699.4285	9.69	C003023
672.3236_9.70	RP_POS	672.3236	9.7	C003024
682.4273_9.70	RP_POS	682.4273	9.7	C003025
305.6432_9.70	RP_POS	305.6432	9.7	C003026
654.9297_9.70	RP_POS	654.9297	9.7	C003027
504.7775_9.71	RP_POS	504.7775	9.71	C003028
395.2106_9.72	RP_POS	395.2106	9.72	C003029
508.3395_9.73	RP_POS	508.3395	9.73	C003030
385.2922_9.73	RP_POS	385.2922	9.73	C003031
257.2261_9.73	RP_POS	257.2261	9.73	C003032
538.3033_9.74	RP_POS	538.3033	9.74	C003033
369.2311_9.74	RP_POS	369.2311	9.74	C003034
536.2995_9.74	RP_POS	536.2995	9.74	C003035
672.9751_9.74	RP_POS	672.9751	9.74	C003036
240.0994_9.75	RP_POS	240.0994	9.75	C003037
907.0985_9.75	RP_POS	907.0985	9.75	C003038
287.1402_9.75	RP_POS	287.1402	9.75	C003039
127.0305_9.75	RP_POS	127.0305	9.75	C003040
556.3143_9.75	RP_POS	556.3143	9.75	C003041
753.9532_9.76	RP_POS	753.9532	9.76	C003042
536.3515_9.76	RP_POS	536.3515	9.76	C003043
505.7816_9.76	RP_POS	505.7816	9.76	C003044
255.6286_9.76	RP_POS	255.6286	9.76	C003045
971.6051_9.76	RP_POS	971.6051	9.76	C003046
480.3447_9.76	RP_POS	480.3447	9.76	C003047
418.7693_9.77	RP_POS	418.7693	9.77	C003048
397.7460_9.77	RP_POS	397.746	9.77	C003049
325.1985_9.77	RP_POS	325.1985	9.77	C003050
461.1944_9.77	RP_POS	461.1944	9.77	C003051
389.7576_9.77	RP_POS	389.7576	9.77	C003052
596.6228_9.78	RP_POS	596.6228	9.78	C003053
531.2977_9.78	RP_POS	531.2977	9.78	C003054
639.4492_9.78	RP_POS	639.4492	9.78	C003055
383.2572_9.79	RP_POS	383.2572	9.79	C003056
558.8701_9.79	RP_POS	558.8701	9.79	C003057
324.2229_9.79	RP_POS	324.2229	9.79	C003058
285.1232_9.79	RP_POS	285.1232	9.79	C003059
358.2548_9.79	RP_POS	358.2548	9.79	C003060
443.7770_9.79	RP_POS	443.777	9.79	C003061
673.5080_9.79	RP_POS	673.508	9.79	C003062
423.2878_9.80	RP_POS	423.2878	9.8	C003063
599.2500_9.80	RP_POS	599.25	9.8	C003064
658.4066_9.80	RP_POS	658.4066	9.8	C003065
466.3298_9.81	RP_POS	466.3298	9.81	C003066
427.7558_9.83	RP_POS	427.7558	9.83	C003067
417.3355_9.84	RP_POS	417.3355	9.84	C003068
682.3261_9.85	RP_POS	682.3261	9.85	C003069
479.2835_9.85	RP_POS	479.2835	9.85	C003070
894.0925_9.86	RP_POS	894.0925	9.86	C003071
292.6467_9.86	RP_POS	292.6467	9.86	C003072
495.9803_9.87	RP_POS	495.9803	9.87	C003073
124.2074_9.87	RP_POS	124.2074	9.87	C003074
269.6431_9.87	RP_POS	269.6431	9.87	C003075
523.2981_9.87	RP_POS	523.2981	9.87	C003076
496.6992_9.87	RP_POS	496.6992	9.87	C003077
301.6510_9.88	RP_POS	301.651	9.88	C003078
609.2706_9.88	RP_POS	609.2706	9.88	C003079
285.6380_9.88	RP_POS	285.638	9.88	C003080
284.6759_9.89	RP_POS	284.6759	9.89	C003081
292.6645_9.90	RP_POS	292.6645	9.9	C003082
632.4127_9.90	RP_POS	632.4127	9.9	C003083
468.3453_9.91	RP_POS	468.3453	9.91	C003084
454.3130_9.91	RP_POS	454.313	9.91	C003085
292.6545_9.91	RP_POS	292.6545	9.91	C003086
787.9857_9.91	RP_POS	787.9857	9.91	C003087
754.9641_9.91	RP_POS	754.9641	9.91	C003088
437.3252_9.91	RP_POS	437.3252	9.91	C003089
275.6440_9.92	RP_POS	275.644	9.92	C003090
566.3806_9.92	RP_POS	566.3806	9.92	C003091
590.2949_9.92	RP_POS	590.2949	9.92	C003092
576.2792_9.92	RP_POS	576.2792	9.92	C003093
268.6367_9.92	RP_POS	268.6367	9.92	C003094
646.4274_9.93	RP_POS	646.4274	9.93	C003095
454.3882_9.93	RP_POS	454.3882	9.93	C003096
353.7018_9.94	RP_POS	353.7018	9.94	C003097
431.7780_9.94	RP_POS	431.778	9.94	C003098
655.4129_9.94	RP_POS	655.4129	9.94	C003099
638.4366_9.95	RP_POS	638.4366	9.95	C003100
437.7680_9.96	RP_POS	437.768	9.96	C003101
799.9855_9.96	RP_POS	799.9855	9.96	C003102
304.6555_9.97	RP_POS	304.6555	9.97	C003103
687.4291_9.97	RP_POS	687.4291	9.97	C003104
543.3437_9.97	RP_POS	543.3437	9.97	C003105
522.8890_9.98	RP_POS	522.889	9.98	C003106
449.1485_9.98	RP_POS	449.1485	9.98	C003107
438.2975_9.99	RP_POS	438.2975	9.99	C003108
254.6391_9.99	RP_POS	254.6391	9.99	C003109
775.9860_10.00	RP_POS	775.986	10	C003110
362.2974_10.01	RP_POS	362.2974	10.01	C003111
910.1071_10.01	RP_POS	910.1071	10.01	C003112
499.2999_10.01	RP_POS	499.2999	10.01	C003113
127.2733_10.01	RP_POS	127.2733	10.01	C003114
528.3208_10.02	RP_POS	528.3208	10.02	C003115
788.9935_10.02	RP_POS	788.9935	10.02	C003116
288.6787_10.03	RP_POS	288.6787	10.03	C003117
923.1150_10.03	RP_POS	923.115	10.03	C003118
548.8100_10.03	RP_POS	548.81	10.03	C003119
697.4500_10.03	RP_POS	697.45	10.03	C003120
533.8414_10.03	RP_POS	533.8414	10.03	C003121
289.6410_10.03	RP_POS	289.641	10.03	C003122
297.6839_10.03	RP_POS	297.6839	10.03	C003123
676.9595_10.03	RP_POS	676.9595	10.03	C003124
522.7437_10.03	RP_POS	522.7437	10.03	C003125
688.4569_10.03	RP_POS	688.4569	10.03	C003126
521.9671_10.03	RP_POS	521.9671	10.03	C003127
296.6676_10.04	RP_POS	296.6676	10.04	C003128
329.6387_10.04	RP_POS	329.6387	10.04	C003129
563.3135_10.04	RP_POS	563.3135	10.04	C003130
530.3234_10.04	RP_POS	530.3234	10.04	C003131
284.6390_10.04	RP_POS	284.639	10.04	C003132
465.3456_10.04	RP_POS	465.3456	10.04	C003133
394.7229_10.05	RP_POS	394.7229	10.05	C003134
366.7097_10.06	RP_POS	366.7097	10.06	C003135
251.1252_10.06	RP_POS	251.1252	10.06	C003136
659.3063_10.06	RP_POS	659.3063	10.06	C003137
188.1281_10.07	RP_POS	188.1281	10.07	C003138
435.3450_10.07	RP_POS	435.345	10.07	C003139
259.2054_10.07	RP_POS	259.2054	10.07	C003140
415.1523_10.08	RP_POS	415.1523	10.08	C003141
343.2842_10.08	RP_POS	343.2842	10.08	C003142
652.3818_10.08	RP_POS	652.3818	10.08	C003143
341.2563_10.09	RP_POS	341.2563	10.09	C003144
378.2320_10.09	RP_POS	378.232	10.09	C003145
529.3947_10.09	RP_POS	529.3947	10.09	C003146
255.2104_10.09	RP_POS	255.2104	10.09	C003147
427.2817_10.10	RP_POS	427.2817	10.1	C003148
556.8916_10.10	RP_POS	556.8916	10.1	C003149
405.2403_10.10	RP_POS	405.2403	10.1	C003150
469.2930_10.11	RP_POS	469.293	10.11	C003151
268.6546_10.11	RP_POS	268.6546	10.11	C003152
253.1949_10.11	RP_POS	253.1949	10.11	C003153
490.3521_10.12	RP_POS	490.3521	10.12	C003154
473.3244_10.12	RP_POS	473.3244	10.12	C003155
645.3228_10.12	RP_POS	645.3228	10.12	C003156
419.7668_10.13	RP_POS	419.7668	10.13	C003157
660.3771_10.13	RP_POS	660.3771	10.13	C003158
597.2341_10.13	RP_POS	597.2341	10.13	C003159
550.8813_10.14	RP_POS	550.8813	10.14	C003160
551.8895_10.14	RP_POS	551.8895	10.14	C003161
656.4435_10.14	RP_POS	656.4435	10.14	C003162
335.1512_10.14	RP_POS	335.1512	10.14	C003163
385.3041_10.15	RP_POS	385.3041	10.15	C003164
399.1817_10.15	RP_POS	399.1817	10.15	C003165
323.1954_10.15	RP_POS	323.1954	10.15	C003166
529.2840_10.15	RP_POS	529.284	10.15	C003167
429.3178_10.17	RP_POS	429.3178	10.17	C003168
688.3791_10.17	RP_POS	688.3791	10.17	C003169
554.2457_10.18	RP_POS	554.2457	10.18	C003170
431.2774_10.18	RP_POS	431.2774	10.18	C003171
458.8120_10.18	RP_POS	458.812	10.18	C003172
308.2197_10.18	RP_POS	308.2197	10.18	C003173
283.2417_10.19	RP_POS	283.2417	10.19	C003174
533.2458_10.19	RP_POS	533.2458	10.19	C003175
511.3250_10.20	RP_POS	511.325	10.2	C003176
498.3764_10.20	RP_POS	498.3764	10.2	C003177
281.2084_10.20	RP_POS	281.2084	10.2	C003178
