compound_id	BIOCHEMICAL	KEGG	PUBCHEM
CPD000790	PE(O-18:0/22:5)	NA	.
CPD000791	PE(O-18:0/22:6)	NA	.
CPD000792	PE(P-14:0/18:1)	NA	.
CPD000793	PE(P-16:0/16:0)	NA	.
CPD000794	PE(P-16:0/16:1)	NA	.
CPD000795	PE(P-16:0/18:0)	NA	.
CPD000796	PE(P-16:0/18:1)	NA	.
CPD000797	PE(P-16:0/18:2)	NA	.
CPD000798	PE(P-16:0/18:3)	NA	.
CPD000799	PE(P-16:0/20:1)	NA	.
CPD000800	PE(P-16:0/20:2)	NA	.
CPD000801	PE(P-16:0/20:3)	NA	.
CPD000802	PE(P-16:0/20:4)	NA	.
CPD000803	PE(P-16:0/20:5)	NA	.
CPD000804	PE(P-16:0/22:4)	NA	.
CPD000805	PE(P-16:0/22:5)	NA	.
CPD000806	PE(P-16:0/22:6)	NA	.
CPD000807	PE(P-16:1/18:1)	NA	.
CPD000808	PE(P-18:0/16:0)	NA	.
CPD000809	PE(P-18:0/16:1)	NA	.
CPD000810	PE(P-18:0/18:0)	NA	.
CPD000811	PE(P-18:0/18:1)	NA	.
CPD000812	PE(P-18:0/18:2)	NA	.
CPD000813	PE(P-18:0/18:3)	NA	.
CPD000814	PE(P-18:0/20:1)	NA	.
CPD000815	PE(P-18:0/20:2)	NA	.
CPD000816	PE(P-18:0/20:3)	NA	.
CPD000817	PE(P-18:0/20:4)	NA	.
CPD000818	PE(P-18:0/20:5)	NA	.
CPD000819	PE(P-18:0/22:4)	NA	.
CPD000820	PE(P-18:0/22:5)	NA	.
CPD000821	PE(P-18:0/22:6)	NA	.
CPD000822	PE(P-18:1/16:0)	NA	.
CPD000823	PE(P-18:1/16:1)	NA	.
CPD000824	PE(P-18:1/18:0)	NA	.
CPD000825	PE(P-18:1/18:1)	NA	.
CPD000826	PE(P-18:1/18:2)	NA	.
CPD000827	PE(P-18:1/18:3)	NA	.
CPD000828	PE(P-18:1/20:1)	NA	.
CPD000829	PE(P-18:1/20:2)	NA	.
CPD000830	PE(P-18:1/20:3)	NA	.
CPD000831	PE(P-18:1/20:4)	NA	.
CPD000832	PE(P-18:1/20:5)	NA	.
CPD000833	PE(P-18:1/22:4)	NA	.
CPD000834	PE(P-18:1/22:5)	NA	.
CPD000835	PE(P-18:1/22:6)	NA	.
CPD000836	PE(P-18:2/18:2)	NA	.
CPD000837	PE(P-18:2/20:4)	NA	.
CPD000838	PE(P-18:2/22:6)	NA	.
CPD000860	PI(16:0/16:0)	NA	.
CPD000861	PI(16:0/16:1)	NA	.
CPD000862	PI(16:0/18:1)	NA	.
CPD000863	PI(16:0/18:2)	NA	.
CPD000864	PI(16:0/18:3)	NA	.
CPD000865	PI(16:0/20:3)	NA	.
CPD000866	PI(16:0/20:4)	NA	.
CPD000867	PI(16:0/22:4)	NA	.
CPD000868	PI(16:0/22:5)	NA	.
CPD000869	PI(16:0/22:6)	NA	.
CPD000870	PI(18:0/16:0)	NA	.
CPD000871	PI(18:0/16:1)	NA	.
CPD000872	PI(18:0/18:1)	NA	.
CPD000873	PI(18:0/18:2)	NA	.
CPD000874	PI(18:0/18:3)	NA	.
CPD000875	PI(18:0/20:2)	NA	.
CPD000876	PI(18:0/20:3)	NA	.
CPD000877	PI(18:0/20:4)	NA	.
CPD000878	PI(18:0/20:5)	NA	.
CPD000879	PI(18:0/22:4)	NA	.
CPD000880	PI(18:0/22:5)	NA	.
CPD000881	PI(18:0/22:6)	NA	.
CPD000882	PI(18:1/16:1)	NA	.
CPD000883	PI(18:1/18:1)	NA	.
CPD000884	PI(18:1/18:2)	NA	.
CPD000885	PI(18:1/20:3)	NA	.
CPD000886	PI(18:1/20:4)	NA	.
CPD000887	PI(18:2/18:2)	NA	.
CPD000405	S-1-pyrroline-5-carboxylate	C04322	1196
CPD000572	S-adenosylhomocysteine (SAH)	C00021	439155
CPD000367	S-allylcysteine	NA	98280
CPD000573	S-methylcysteine	NA	24417
CPD000574	S-methylcysteine sulfoxide	NA	82142
CPD000575	S-methylmethionine	C05319	458
CPD000987	SM(14:0)	NA	.
CPD000988	SM(16:0)	NA	.
CPD000989	SM(18:0)	NA	.
CPD000990	SM(18:1)	NA	.
CPD000991	SM(20:0)	NA	.
CPD000992	SM(20:1)	NA	.
CPD000993	SM(22:0)	NA	.
CPD000994	SM(22:1)	NA	.
CPD000995	SM(24:0)	NA	.
CPD000996	SM(24:1)	NA	.
CPD000997	SM(26:0)	NA	.
CPD000998	SM(26:1)	NA	.
CPD001005	TAG36:0-FA12:0	NA	.
CPD001006	TAG38:0-FA12:0	NA	.
CPD001007	TAG40:0-FA12:0	NA	.
CPD001008	TAG40:0-FA14:0	NA	.
CPD001009	TAG40:0-FA16:0	NA	.
CPD001010	TAG42:0-FA12:0	NA	.
CPD001011	TAG42:0-FA14:0	NA	.
CPD001012	TAG42:0-FA16:0	NA	.
CPD001013	TAG42:1-FA12:0	NA	.
CPD001014	TAG42:1-FA14:0	NA	.
CPD001015	TAG42:1-FA16:0	NA	.
CPD001016	TAG42:1-FA16:1	NA	.
CPD001017	TAG42:1-FA18:1	NA	.
CPD001018	TAG42:2-FA12:0	NA	.
CPD001019	TAG42:2-FA18:2	NA	.
CPD001020	TAG44:0-FA12:0	NA	.
CPD001021	TAG44:0-FA14:0	NA	.
CPD001022	TAG44:0-FA16:0	NA	.
CPD001023	TAG44:0-FA18:0	NA	.
CPD001024	TAG44:1-FA12:0	NA	.
CPD001025	TAG44:1-FA14:0	NA	.
CPD001026	TAG44:1-FA14:1	NA	.
CPD001027	TAG44:1-FA16:0	NA	.
CPD001028	TAG44:1-FA16:1	NA	.
CPD001029	TAG44:1-FA18:1	NA	.
CPD001030	TAG44:2-FA12:0	NA	.
CPD001031	TAG44:2-FA14:0	NA	.
CPD001032	TAG44:2-FA16:0	NA	.
CPD001033	TAG44:2-FA16:1	NA	.
CPD001034	TAG44:2-FA18:1	NA	.
CPD001035	TAG44:2-FA18:2	NA	.
CPD001036	TAG44:3-FA18:2	NA	.
CPD001037	TAG45:0-FA14:0	NA	.
CPD001038	TAG45:0-FA15:0	NA	.
CPD001039	TAG45:0-FA16:0	NA	.
CPD001040	TAG45:1-FA15:0	NA	.
CPD001041	TAG45:1-FA16:0	NA	.
CPD001042	TAG45:1-FA18:1	NA	.
CPD001043	TAG46:0-FA12:0	NA	.
CPD001044	TAG46:0-FA14:0	NA	.
CPD001045	TAG46:0-FA16:0	NA	.
CPD001046	TAG46:0-FA18:0	NA	.
CPD001047	TAG46:1-FA12:0	NA	.
CPD001048	TAG46:1-FA14:0	NA	.
CPD001049	TAG46:1-FA14:1	NA	.
CPD001050	TAG46:1-FA16:0	NA	.
CPD001051	TAG46:1-FA16:1	NA	.
CPD001052	TAG46:1-FA18:0	NA	.
CPD001053	TAG46:1-FA18:1	NA	.
CPD001054	TAG46:2-FA12:0	NA	.
CPD001055	TAG46:2-FA14:0	NA	.
CPD001056	TAG46:2-FA14:1	NA	.
CPD001057	TAG46:2-FA16:0	NA	.
CPD001058	TAG46:2-FA16:1	NA	.
CPD001059	TAG46:2-FA18:1	NA	.
CPD001060	TAG46:2-FA18:2	NA	.
CPD001061	TAG46:3-FA12:0	NA	.
CPD001062	TAG46:3-FA14:0	NA	.
CPD001063	TAG46:3-FA14:1	NA	.
CPD001064	TAG46:3-FA16:0	NA	.
CPD001065	TAG46:3-FA16:1	NA	.
CPD001066	TAG46:3-FA18:1	NA	.
CPD001067	TAG46:3-FA18:2	NA	.
CPD001068	TAG46:3-FA18:3	NA	.
CPD001069	TAG46:4-FA18:2	NA	.
CPD001070	TAG47:0-FA14:0	NA	.
CPD001071	TAG47:0-FA15:0	NA	.
CPD001072	TAG47:0-FA16:0	NA	.
CPD001073	TAG47:0-FA17:0	NA	.
CPD001074	TAG47:1-FA14:0	NA	.
CPD001075	TAG47:1-FA15:0	NA	.
CPD001076	TAG47:1-FA16:0	NA	.
CPD001077	TAG47:1-FA16:1	NA	.
CPD001078	TAG47:1-FA17:0	NA	.
CPD001079	TAG47:1-FA18:1	NA	.
CPD001080	TAG47:2-FA14:0	NA	.
CPD001081	TAG47:2-FA15:0	NA	.
CPD001082	TAG47:2-FA16:1	NA	.
CPD001083	TAG47:2-FA18:1	NA	.
CPD001084	TAG47:2-FA18:2	NA	.
CPD001085	TAG48:0-FA14:0	NA	.
CPD001086	TAG48:0-FA16:0	NA	.
CPD001087	TAG48:0-FA18:0	NA	.
CPD001088	TAG48:1-FA12:0	NA	.
CPD001089	TAG48:1-FA14:0	NA	.
CPD001090	TAG48:1-FA14:1	NA	.
CPD001091	TAG48:1-FA16:0	NA	.
CPD001092	TAG48:1-FA16:1	NA	.
CPD001093	TAG48:1-FA18:0	NA	.
CPD001094	TAG48:1-FA18:1	NA	.
CPD001095	TAG48:2-FA12:0	NA	.
CPD001096	TAG48:2-FA14:0	NA	.
CPD001097	TAG48:2-FA14:1	NA	.
CPD001098	TAG48:2-FA16:0	NA	.
CPD001099	TAG48:2-FA16:1	NA	.
CPD001100	TAG48:2-FA18:0	NA	.
CPD001101	TAG48:2-FA18:1	NA	.
CPD001102	TAG48:2-FA18:2	NA	.
CPD001103	TAG48:3-FA12:0	NA	.
CPD001104	TAG48:3-FA14:0	NA	.
CPD001105	TAG48:3-FA14:1	NA	.
CPD001106	TAG48:3-FA16:0	NA	.
CPD001107	TAG48:3-FA16:1	NA	.
CPD001108	TAG48:3-FA18:1	NA	.
CPD001109	TAG48:3-FA18:2	NA	.
CPD001110	TAG48:3-FA18:3	NA	.
CPD001111	TAG48:4-FA12:0	NA	.
CPD001112	TAG48:4-FA14:0	NA	.
CPD001113	TAG48:4-FA14:1	NA	.
CPD001114	TAG48:4-FA16:0	NA	.
CPD001115	TAG48:4-FA16:1	NA	.
CPD001116	TAG48:4-FA18:1	NA	.
CPD001117	TAG48:4-FA18:2	NA	.
CPD001118	TAG48:4-FA18:3	NA	.
CPD001119	TAG48:4-FA20:4	NA	.
CPD001120	TAG48:5-FA18:2	NA	.
CPD001121	TAG48:5-FA18:3	NA	.
CPD001122	TAG49:0-FA15:0	NA	.
CPD001123	TAG49:0-FA16:0	NA	.
CPD001124	TAG49:0-FA17:0	NA	.
CPD001125	TAG49:0-FA18:0	NA	.
CPD001126	TAG49:1-FA14:0	NA	.
CPD001127	TAG49:1-FA15:0	NA	.
CPD001128	TAG49:1-FA16:0	NA	.
CPD001129	TAG49:1-FA16:1	NA	.
CPD001130	TAG49:1-FA17:0	NA	.
CPD001131	TAG49:1-FA18:1	NA	.
CPD001132	TAG49:2-FA14:0	NA	.
CPD001133	TAG49:2-FA15:0	NA	.
CPD001134	TAG49:2-FA16:0	NA	.
CPD001135	TAG49:2-FA16:1	NA	.
CPD001136	TAG49:2-FA17:0	NA	.
CPD001137	TAG49:2-FA18:1	NA	.
CPD001138	TAG49:2-FA18:2	NA	.
CPD001139	TAG49:3-FA15:0	NA	.
CPD001140	TAG49:3-FA16:0	NA	.
CPD001141	TAG49:3-FA16:1	NA	.
CPD001142	TAG49:3-FA18:2	NA	.
CPD001143	TAG49:3-FA18:3	NA	.
CPD001144	TAG50:0-FA14:0	NA	.
CPD001145	TAG50:0-FA16:0	NA	.
CPD001146	TAG50:0-FA18:0	NA	.
CPD001147	TAG50:1-FA14:0	NA	.
CPD001148	TAG50:1-FA16:0	NA	.
CPD001149	TAG50:1-FA16:1	NA	.
CPD001150	TAG50:1-FA18:0	NA	.
CPD001151	TAG50:1-FA18:1	NA	.
CPD001152	TAG50:1-FA20:1	NA	.
CPD001153	TAG50:2-FA14:0	NA	.
CPD001154	TAG50:2-FA14:1	NA	.
CPD001155	TAG50:2-FA16:0	NA	.
CPD001156	TAG50:2-FA16:1	NA	.
CPD001157	TAG50:2-FA18:0	NA	.
CPD001158	TAG50:2-FA18:1	NA	.
CPD001159	TAG50:2-FA18:2	NA	.
CPD001160	TAG50:2-FA20:2	NA	.
CPD001161	TAG50:3-FA14:0	NA	.
CPD001162	TAG50:3-FA14:1	NA	.
CPD001163	TAG50:3-FA16:0	NA	.
CPD001164	TAG50:3-FA16:1	NA	.
CPD001165	TAG50:3-FA18:0	NA	.
CPD001166	TAG50:3-FA18:1	NA	.
CPD001167	TAG50:3-FA18:2	NA	.
CPD001168	TAG50:3-FA18:3	NA	.
CPD001169	TAG50:3-FA20:3	NA	.
CPD001170	TAG50:4-FA14:0	NA	.
CPD001171	TAG50:4-FA14:1	NA	.
CPD001172	TAG50:4-FA16:0	NA	.
CPD001173	TAG50:4-FA16:1	NA	.
CPD001174	TAG50:4-FA18:1	NA	.
CPD001175	TAG50:4-FA18:2	NA	.
CPD001176	TAG50:4-FA18:3	NA	.
CPD001177	TAG50:4-FA20:3	NA	.
CPD001178	TAG50:4-FA20:4	NA	.
CPD001179	TAG50:5-FA14:0	NA	.
CPD001180	TAG50:5-FA14:1	NA	.
CPD001181	TAG50:5-FA16:0	NA	.
CPD001182	TAG50:5-FA16:1	NA	.
CPD001183	TAG50:5-FA18:1	NA	.
CPD001184	TAG50:5-FA18:2	NA	.
CPD001185	TAG50:5-FA18:3	NA	.
CPD001186	TAG50:5-FA20:4	NA	.
CPD001187	TAG50:5-FA20:5	NA	.
CPD001188	TAG50:6-FA20:4	NA	.
CPD001189	TAG51:0-FA16:0	NA	.
CPD001190	TAG51:0-FA17:0	NA	.
CPD001191	TAG51:0-FA18:0	NA	.
CPD001192	TAG51:1-FA15:0	NA	.
CPD001193	TAG51:1-FA16:0	NA	.
CPD001194	TAG51:1-FA17:0	NA	.
CPD001195	TAG51:1-FA18:0	NA	.
CPD001196	TAG51:1-FA18:1	NA	.
CPD001197	TAG51:2-FA15:0	NA	.
CPD001198	TAG51:2-FA16:0	NA	.
CPD001199	TAG51:2-FA16:1	NA	.
CPD001200	TAG51:2-FA17:0	NA	.
CPD001201	TAG51:2-FA18:0	NA	.
CPD001202	TAG51:2-FA18:1	NA	.
CPD001203	TAG51:2-FA18:2	NA	.
CPD001204	TAG51:3-FA15:0	NA	.
CPD001205	TAG51:3-FA16:0	NA	.
CPD001206	TAG51:3-FA16:1	NA	.
CPD001207	TAG51:3-FA17:0	NA	.
CPD001208	TAG51:3-FA18:1	NA	.
CPD001209	TAG51:3-FA18:2	NA	.
CPD001210	TAG51:3-FA18:3	NA	.
CPD001211	TAG51:4-FA15:0	NA	.
CPD001212	TAG51:4-FA16:0	NA	.
CPD001213	TAG51:4-FA16:1	NA	.
CPD001214	TAG51:4-FA18:1	NA	.
CPD001215	TAG51:4-FA18:2	NA	.
CPD001216	TAG51:4-FA18:3	NA	.
CPD001217	TAG51:4-FA20:4	NA	.
CPD001218	TAG51:5-FA18:2	NA	.
CPD001219	TAG51:5-FA18:3	NA	.
CPD001220	TAG52:0-FA16:0	NA	.
CPD001221	TAG52:0-FA18:0	NA	.
CPD001222	TAG52:0-FA20:0	NA	.
CPD001223	TAG52:1-FA16:0	NA	.
CPD001224	TAG52:1-FA16:1	NA	.
CPD001225	TAG52:1-FA18:0	NA	.
CPD001226	TAG52:1-FA18:1	NA	.
CPD001227	TAG52:1-FA20:0	NA	.
CPD001228	TAG52:1-FA20:1	NA	.
CPD001229	TAG52:2-FA14:0	NA	.
CPD001230	TAG52:2-FA16:0	NA	.
CPD001231	TAG52:2-FA16:1	NA	.
CPD001232	TAG52:2-FA18:0	NA	.
CPD001233	TAG52:2-FA18:1	NA	.
CPD001234	TAG52:2-FA18:2	NA	.
CPD001235	TAG52:2-FA20:0	NA	.
CPD001236	TAG52:2-FA20:1	NA	.
CPD001237	TAG52:2-FA20:2	NA	.
CPD001238	TAG52:3-FA14:0	NA	.
CPD001239	TAG52:3-FA16:0	NA	.
CPD001240	TAG52:3-FA16:1	NA	.
CPD001241	TAG52:3-FA18:0	NA	.
CPD001242	TAG52:3-FA18:1	NA	.
CPD001243	TAG52:3-FA18:2	NA	.
CPD001244	TAG52:3-FA18:3	NA	.
CPD001245	TAG52:3-FA20:0	NA	.
CPD001246	TAG52:3-FA20:1	NA	.
CPD001247	TAG52:3-FA20:2	NA	.
CPD001248	TAG52:3-FA20:3	NA	.
CPD001249	TAG52:3-FA22:1	NA	.
CPD001250	TAG52:4-FA14:0	NA	.
CPD001251	TAG52:4-FA16:0	NA	.
CPD001252	TAG52:4-FA16:1	NA	.
CPD001253	TAG52:4-FA18:0	NA	.
CPD001254	TAG52:4-FA18:1	NA	.
CPD001255	TAG52:4-FA18:2	NA	.
CPD001256	TAG52:4-FA18:3	NA	.
CPD001257	TAG52:4-FA20:0	NA	.
CPD001258	TAG52:4-FA20:2	NA	.
CPD001259	TAG52:4-FA20:3	NA	.
CPD001260	TAG52:4-FA20:4	NA	.
CPD001261	TAG52:4-FA22:1	NA	.
CPD001262	TAG52:4-FA22:4	NA	.
CPD001263	TAG52:5-FA14:0	NA	.
CPD001264	TAG52:5-FA16:0	NA	.
CPD001265	TAG52:5-FA16:1	NA	.
CPD001266	TAG52:5-FA18:1	NA	.
CPD001267	TAG52:5-FA18:2	NA	.
CPD001268	TAG52:5-FA18:3	NA	.
CPD001269	TAG52:5-FA20:3	NA	.
CPD001270	TAG52:5-FA20:4	NA	.
CPD001271	TAG52:5-FA20:5	NA	.
CPD001272	TAG52:5-FA22:5	NA	.
CPD001273	TAG52:6-FA14:0	NA	.
CPD001274	TAG52:6-FA16:0	NA	.
CPD001275	TAG52:6-FA16:1	NA	.
CPD001276	TAG52:6-FA18:1	NA	.
CPD001277	TAG52:6-FA18:2	NA	.
CPD001278	TAG52:6-FA18:3	NA	.
CPD001279	TAG52:6-FA20:4	NA	.
CPD001280	TAG52:6-FA20:5	NA	.
CPD001281	TAG52:6-FA22:6	NA	.
CPD001282	TAG52:7-FA16:0	NA	.
CPD001283	TAG52:7-FA18:1	NA	.
CPD001284	TAG52:7-FA20:5	NA	.
CPD001285	TAG52:7-FA22:6	NA	.
CPD001286	TAG52:8-FA16:1	NA	.
CPD001287	TAG52:8-FA18:2	NA	.
CPD001288	TAG53:0-FA16:0	NA	.
CPD001289	TAG53:1-FA16:0	NA	.
CPD001290	TAG53:1-FA17:0	NA	.
CPD001291	TAG53:1-FA18:0	NA	.
CPD001292	TAG53:1-FA18:1	NA	.
CPD001293	TAG53:2-FA16:0	NA	.
CPD001294	TAG53:2-FA17:0	NA	.
CPD001295	TAG53:2-FA18:0	NA	.
CPD001296	TAG53:2-FA18:1	NA	.
CPD001297	TAG53:2-FA18:2	NA	.
CPD001298	TAG53:3-FA16:0	NA	.
CPD001299	TAG53:3-FA17:0	NA	.
CPD001300	TAG53:3-FA18:0	NA	.
CPD001301	TAG53:3-FA18:1	NA	.
CPD001302	TAG53:3-FA18:2	NA	.
CPD001303	TAG53:4-FA16:0	NA	.
CPD001304	TAG53:4-FA17:0	NA	.
CPD001305	TAG53:4-FA18:0	NA	.
CPD001306	TAG53:4-FA18:1	NA	.
CPD001307	TAG53:4-FA18:2	NA	.
CPD001308	TAG53:4-FA18:3	NA	.
CPD001309	TAG53:4-FA20:4	NA	.
CPD001310	TAG53:5-FA18:1	NA	.
CPD001311	TAG53:5-FA18:2	NA	.
CPD001312	TAG53:5-FA18:3	NA	.
CPD001313	TAG53:5-FA20:4	NA	.
CPD001314	TAG53:6-FA18:1	NA	.
CPD001315	TAG53:6-FA18:2	NA	.
CPD001316	TAG53:6-FA18:3	NA	.
CPD001317	TAG53:6-FA20:4	NA	.
CPD001318	TAG53:7-FA18:3	NA	.
CPD001319	TAG54:0-FA16:0	NA	.
CPD001320	TAG54:0-FA18:0	NA	.
CPD001321	TAG54:1-FA16:0	NA	.
CPD001322	TAG54:1-FA18:0	NA	.
CPD001323	TAG54:1-FA18:1	NA	.
CPD001324	TAG54:1-FA20:0	NA	.
CPD001325	TAG54:1-FA20:1	NA	.
CPD001326	TAG54:2-FA16:0	NA	.
CPD001327	TAG54:2-FA18:0	NA	.
CPD001328	TAG54:2-FA18:1	NA	.
CPD001329	TAG54:2-FA18:2	NA	.
CPD001330	TAG54:2-FA20:0	NA	.
CPD001331	TAG54:2-FA20:1	NA	.
CPD001332	TAG54:2-FA20:2	NA	.
CPD001333	TAG54:3-FA16:0	NA	.
CPD001334	TAG54:3-FA16:1	NA	.
CPD001335	TAG54:3-FA18:0	NA	.
CPD001336	TAG54:3-FA18:1	NA	.
CPD001337	TAG54:3-FA18:2	NA	.
CPD001338	TAG54:3-FA18:3	NA	.
CPD001339	TAG54:3-FA20:1	NA	.
CPD001340	TAG54:3-FA20:2	NA	.
CPD001341	TAG54:3-FA20:3	NA	.
CPD001342	TAG54:4-FA16:0	NA	.
CPD001343	TAG54:4-FA16:1	NA	.
CPD001344	TAG54:4-FA18:0	NA	.
CPD001345	TAG54:4-FA18:1	NA	.
CPD001346	TAG54:4-FA18:2	NA	.
CPD001347	TAG54:4-FA18:3	NA	.
CPD001348	TAG54:4-FA20:1	NA	.
CPD001349	TAG54:4-FA20:2	NA	.
CPD001350	TAG54:4-FA20:3	NA	.
CPD001351	TAG54:4-FA20:4	NA	.
CPD001352	TAG54:4-FA22:1	NA	.
CPD001353	TAG54:4-FA22:4	NA	.
CPD001354	TAG54:5-FA16:0	NA	.
CPD001355	TAG54:5-FA16:1	NA	.
CPD001356	TAG54:5-FA18:0	NA	.
CPD001357	TAG54:5-FA18:1	NA	.
CPD001358	TAG54:5-FA18:2	NA	.
CPD001359	TAG54:5-FA18:3	NA	.
CPD001360	TAG54:5-FA20:2	NA	.
CPD001361	TAG54:5-FA20:3	NA	.
CPD001362	TAG54:5-FA20:4	NA	.
CPD001363	TAG54:5-FA20:5	NA	.
CPD001364	TAG54:5-FA22:1	NA	.
CPD001365	TAG54:5-FA22:4	NA	.
CPD001366	TAG54:5-FA22:5	NA	.
CPD001367	TAG54:6-FA16:0	NA	.
CPD001368	TAG54:6-FA16:1	NA	.
CPD001369	TAG54:6-FA18:1	NA	.
CPD001370	TAG54:6-FA18:2	NA	.
CPD001371	TAG54:6-FA18:3	NA	.
CPD001372	TAG54:6-FA20:3	NA	.
CPD001373	TAG54:6-FA20:4	NA	.
CPD001374	TAG54:6-FA20:5	NA	.
CPD001375	TAG54:6-FA22:5	NA	.
CPD001376	TAG54:6-FA22:6	NA	.
CPD001377	TAG54:7-FA16:1	NA	.
CPD001378	TAG54:7-FA18:1	NA	.
CPD001379	TAG54:7-FA18:2	NA	.
CPD001380	TAG54:7-FA18:3	NA	.
CPD001381	TAG54:7-FA20:4	NA	.
CPD001382	TAG54:7-FA20:5	NA	.
CPD001383	TAG54:7-FA22:5	NA	.
CPD001384	TAG54:7-FA22:6	NA	.
CPD001385	TAG54:8-FA18:2	NA	.
CPD001386	TAG54:8-FA18:3	NA	.
CPD001387	TAG54:8-FA20:4	NA	.
CPD001388	TAG54:8-FA20:5	NA	.
CPD001389	TAG54:8-FA22:6	NA	.
CPD001390	TAG55:1-FA16:0	NA	.
CPD001391	TAG55:1-FA18:1	NA	.
CPD001392	TAG55:2-FA18:1	NA	.
CPD001393	TAG55:2-FA18:2	NA	.
CPD001394	TAG55:3-FA18:1	NA	.
CPD001395	TAG55:3-FA18:2	NA	.
CPD001396	TAG55:4-FA18:1	NA	.
CPD001397	TAG55:4-FA18:2	NA	.
CPD001398	TAG55:5-FA18:1	NA	.
CPD001399	TAG55:5-FA18:2	NA	.
CPD001400	TAG55:5-FA20:4	NA	.
CPD001401	TAG55:6-FA18:1	NA	.
CPD001402	TAG55:6-FA20:3	NA	.
CPD001403	TAG55:6-FA20:4	NA	.
CPD001404	TAG55:7-FA15:0	NA	.
CPD001405	TAG55:7-FA18:1	NA	.
CPD001406	TAG55:7-FA20:3	NA	.
CPD001407	TAG55:7-FA20:4	NA	.
CPD001408	TAG55:7-FA22:6	NA	.
CPD001409	TAG55:8-FA20:4	NA	.
CPD001411	TAG56:1-FA16:0	NA	.
CPD001412	TAG56:1-FA18:1	NA	.
CPD001410	TAG56:10-FA18:2	NA	.
CPD001413	TAG56:2-FA16:0	NA	.
CPD001414	TAG56:2-FA18:0	NA	.
CPD001415	TAG56:2-FA18:1	NA	.
CPD001416	TAG56:2-FA20:0	NA	.
CPD001417	TAG56:2-FA20:1	NA	.
CPD001418	TAG56:3-FA16:0	NA	.
CPD001419	TAG56:3-FA18:0	NA	.
CPD001420	TAG56:3-FA18:1	NA	.
CPD001421	TAG56:3-FA18:2	NA	.
CPD001422	TAG56:3-FA20:0	NA	.
CPD001423	TAG56:3-FA20:1	NA	.
CPD001424	TAG56:3-FA20:2	NA	.
CPD001425	TAG56:4-FA16:0	NA	.
CPD001426	TAG56:4-FA18:0	NA	.
CPD001427	TAG56:4-FA18:1	NA	.
CPD001428	TAG56:4-FA18:2	NA	.
CPD001429	TAG56:4-FA20:1	NA	.
CPD001430	TAG56:4-FA20:2	NA	.
CPD001431	TAG56:4-FA20:3	NA	.
CPD001432	TAG56:4-FA20:4	NA	.
CPD001433	TAG56:4-FA22:4	NA	.
CPD001434	TAG56:5-FA16:0	NA	.
CPD001435	TAG56:5-FA18:0	NA	.
CPD001436	TAG56:5-FA18:1	NA	.
CPD001437	TAG56:5-FA18:2	NA	.
CPD001438	TAG56:5-FA20:1	NA	.
CPD001439	TAG56:5-FA20:2	NA	.
CPD001440	TAG56:5-FA20:3	NA	.
CPD001441	TAG56:5-FA20:4	NA	.
CPD001442	TAG56:5-FA22:4	NA	.
CPD001443	TAG56:5-FA22:5	NA	.
CPD001444	TAG56:6-FA16:0	NA	.
CPD001445	TAG56:6-FA18:0	NA	.
CPD001446	TAG56:6-FA18:1	NA	.
CPD001447	TAG56:6-FA18:2	NA	.
CPD001448	TAG56:6-FA18:3	NA	.
CPD001449	TAG56:6-FA20:2	NA	.
CPD001450	TAG56:6-FA20:3	NA	.
CPD001451	TAG56:6-FA20:4	NA	.
CPD001452	TAG56:6-FA20:5	NA	.
CPD001453	TAG56:6-FA22:4	NA	.
CPD001454	TAG56:6-FA22:5	NA	.
CPD001455	TAG56:6-FA22:6	NA	.
CPD001456	TAG56:7-FA16:0	NA	.
CPD001457	TAG56:7-FA16:1	NA	.
CPD001458	TAG56:7-FA18:0	NA	.
CPD001459	TAG56:7-FA18:1	NA	.
CPD001460	TAG56:7-FA18:2	NA	.
CPD001461	TAG56:7-FA18:3	NA	.
CPD001462	TAG56:7-FA20:3	NA	.
CPD001463	TAG56:7-FA20:4	NA	.
CPD001464	TAG56:7-FA20:5	NA	.
CPD001465	TAG56:7-FA22:4	NA	.
CPD001466	TAG56:7-FA22:5	NA	.
CPD001467	TAG56:7-FA22:6	NA	.
CPD001468	TAG56:8-FA16:0	NA	.
CPD001469	TAG56:8-FA16:1	NA	.
CPD001470	TAG56:8-FA18:1	NA	.
CPD001471	TAG56:8-FA18:2	NA	.
CPD001472	TAG56:8-FA18:3	NA	.
CPD001473	TAG56:8-FA20:4	NA	.
CPD001474	TAG56:8-FA20:5	NA	.
CPD001475	TAG56:8-FA22:5	NA	.
CPD001476	TAG56:8-FA22:6	NA	.
CPD001477	TAG56:9-FA18:3	NA	.
CPD001478	TAG56:9-FA20:4	NA	.
CPD001479	TAG56:9-FA20:5	NA	.
CPD001480	TAG56:9-FA22:6	NA	.
CPD001481	TAG57:2-FA18:1	NA	.
CPD001482	TAG57:3-FA18:2	NA	.
CPD001483	TAG57:8-FA22:6	NA	.
CPD001484	TAG57:9-FA22:6	NA	.
CPD001485	TAG58:10-FA18:2	NA	.
CPD001486	TAG58:10-FA20:4	NA	.
CPD001487	TAG58:10-FA20:5	NA	.
CPD001488	TAG58:10-FA22:5	NA	.
CPD001489	TAG58:10-FA22:6	NA	.
CPD001490	TAG58:2-FA18:1	NA	.
CPD001491	TAG58:3-FA18:1	NA	.
CPD001492	TAG58:5-FA18:1	NA	.
