compound_id	chemical_name	analysismode	rt	mz
C001501	8.96_277.0375	RP_POS	8.96	277.0375
C001502	3.82_288.1592	RP_POS	3.82	288.1592
C001503	9.93_311.0966	RP_POS	9.93	311.0966
C001504	10.03_255.1023	RP_POS	10.03	255.1023
C001505	1.78_224.0867	RP_POS	1.78	224.0867
C001506	2.65_294.1811	RP_POS	2.65	294.1811
C001507	7.14_287.1210	RP_POS	7.14	287.121
C001508	12.78_263.2005	RP_POS	12.78	263.2005
C001509	4.49_288.1505	RP_POS	4.49	288.1505
C001510	4.37_251.0999	RP_POS	4.37	251.0999
C001511	6.04_159.0764	RP_POS	6.04	159.0764
C001512	9.02_356.2429	RP_POS	9.02	356.2429
C001513	6.62_342.0686	RP_POS	6.62	342.0686
C001514	10.56_307.1149	RP_POS	10.56	307.1149
C001515	5.80_382.0520	RP_POS	5.8	382.052
C001516	4.37_225.0869	RP_POS	4.37	225.0869
C001517	6.09_195.1380	RP_POS	6.09	195.138
C001518	2.14_358.1606	RP_POS	2.14	358.1606
C001519	1.09_413.0914	RP_POS	1.09	413.0914
C001520	4.72_179.0339	RP_POS	4.72	179.0339
C001521	2.10_241.1290	RP_POS	2.1	241.129
C001522	5.24_274.0855	RP_POS	5.24	274.0855
C001523	6.82_182.1176	RP_POS	6.82	182.1176
C001524	2.39_156.1132	RP_POS	2.39	156.1132
C001525	2.08_110.0965	RP_POS	2.08	110.0965
C001526	6.71_279.1701	RP_POS	6.71	279.1701
C001527	3.71_278.1055	RP_POS	3.71	278.1055
C001528	10.93_257.1746	RP_POS	10.93	257.1746
C001529	13.67_175.1481	RP_POS	13.67	175.1481
C001530	3.73_174.0914	RP_POS	3.73	174.0914
C001531	1.74_424.0906	RP_POS	1.74	424.0906
C001532	4.21_192.1019	RP_POS	4.21	192.1019
C001533	5.31_365.0841	RP_POS	5.31	365.0841
C001534	1.15_126.0299	RP_POS	1.15	126.0299
C001535	2.48_204.0979	RP_POS	2.48	204.0979
C001536	11.65_331.2266	RP_POS	11.65	331.2266
C001537	10.66_209.0596	RP_POS	10.66	209.0596
C001538	10.00_237.1847	RP_POS	10	237.1847
C001539	2.62_238.0934	RP_POS	2.62	238.0934
C001540	3.57_282.1195	RP_POS	3.57	282.1195
C001541	11.67_330.2639	RP_POS	11.67	330.2639
C001542	8.85_269.0694	RP_POS	8.85	269.0694
C001543	5.22_243.1339	RP_POS	5.22	243.1339
C001544	3.43_178.0896	RP_POS	3.43	178.0896
C001545	9.16_202.1437	RP_POS	9.16	202.1437
C001546	3.67_246.1447	RP_POS	3.67	246.1447
C001547	12.78_381.1883	RP_POS	12.78	381.1883
C001548	4.62_318.1659	RP_POS	4.62	318.1659
C001549	2.60_272.1127	RP_POS	2.6	272.1127
C001550	7.28_273.1064	RP_POS	7.28	273.1064
C001551	1.93_192.1342	RP_POS	1.93	192.1342
C001552	12.12_432.1184	RP_POS	12.12	432.1184
C001553	2.84_449.1113	RP_POS	2.84	449.1113
C001554	12.34_395.1675	RP_POS	12.34	395.1675
C001555	4.96_135.1167	RP_POS	4.96	135.1167
C001556	1.00_205.1456	RP_POS	1	205.1456
C001557	6.03_244.0967	RP_POS	6.03	244.0967
C001558	7.84_170.1175	RP_POS	7.84	170.1175
C001559	4.14_249.1020	RP_POS	4.14	249.102
C001560	8.41_355.0570	RP_POS	8.41	355.057
C001561	5.74_213.0214	RP_POS	5.74	213.0214
C001562	5.71_213.0756	RP_POS	5.71	213.0756
C001563	3.53_397.1824	RP_POS	3.53	397.1824
C001564	4.92_422.2131	RP_POS	4.92	422.2131
C001565	8.09_158.0271	RP_POS	8.09	158.0271
C001566	3.75_225.1344	RP_POS	3.75	225.1344
C001567	1.72_271.0923	RP_POS	1.72	271.0923
C001568	5.85_182.0449	RP_POS	5.85	182.0449
C001569	7.41_192.1018	RP_POS	7.41	192.1018
C001570	6.94_257.0330	RP_POS	6.94	257.033
C001571	3.71_387.0234	RP_POS	3.71	387.0234
C001572	5.13_247.0080	RP_POS	5.13	247.008
C001573	3.35_79.0542	RP_POS	3.35	79.0542
C001574	1.45_271.1400	RP_POS	1.45	271.14
C001575	4.70_171.0288	RP_POS	4.7	171.0288
C001576	13.12_273.6458	RP_POS	13.12	273.6458
C001577	5.09_179.0259	RP_POS	5.09	179.0259
C001578	1.62_248.1491	RP_POS	1.62	248.1491
C001579	4.86_214.0168	RP_POS	4.86	214.0168
C001580	12.85_213.1637	RP_POS	12.85	213.1637
C001581	2.34_164.0376	RP_POS	2.34	164.0376
C001582	6.94_179.0815	RP_POS	6.94	179.0815
C001583	8.82_171.0728	RP_POS	8.82	171.0728
C001584	3.55_228.1342	RP_POS	3.55	228.1342
C001585	10.88_305.1735	RP_POS	10.88	305.1735
C001586	2.76_186.0509	RP_POS	2.76	186.0509
C001587	6.56_230.1387	RP_POS	6.56	230.1387
C001588	5.80_198.1318	RP_POS	5.8	198.1318
C001589	10.30_279.1378	RP_POS	10.3	279.1378
C001590	11.67_339.1776	RP_POS	11.67	339.1776
C001591	0.89_103.0947	RP_POS	0.89	103.0947
C001592	4.48_219.1107	RP_POS	4.48	219.1107
C001593	11.60_379.2112	RP_POS	11.6	379.2112
C001594	6.67_165.0659	RP_POS	6.67	165.0659
C001595	10.61_285.1672	RP_POS	10.61	285.1672
C001596	6.01_207.0628	RP_POS	6.01	207.0628
C001597	10.23_215.1066	RP_POS	10.23	215.1066
C001598	11.23_292.1575	RP_POS	11.23	292.1575
C001599	8.18_259.1539	RP_POS	8.18	259.1539
C001600	1.35_256.1178	RP_POS	1.35	256.1178
C001601	5.59_313.1391	RP_POS	5.59	313.1391
C001602	10.98_407.2539	RP_POS	10.98	407.2539
C001603	2.86_241.1181	RP_POS	2.86	241.1181
C001604	12.63_187.1481	RP_POS	12.63	187.1481
C001605	6.62_131.0492	RP_POS	6.62	131.0492
C001606	4.46_245.1324	RP_POS	4.46	245.1324
C001607	6.64_162.0220	RP_POS	6.64	162.022
C001608	10.64_233.1535	RP_POS	10.64	233.1535
C001609	3.86_161.1073	RP_POS	3.86	161.1073
C001610	0.80_236.1491	RP_POS	0.8	236.1491
C001611	4.48_506.1927	RP_POS	4.48	506.1927
C001612	3.51_106.0652	RP_POS	3.51	106.0652
C001613	13.12_266.6507	RP_POS	13.12	266.6507
C001614	9.57_198.1124	RP_POS	9.57	198.1124
C001615	6.94_261.1096	RP_POS	6.94	261.1096
C001616	4.06_265.0375	RP_POS	4.06	265.0375
C001617	4.72_295.0402	RP_POS	4.72	295.0402
C001618	4.84_292.1211	RP_POS	4.84	292.1211
C001619	8.82_356.1025	RP_POS	8.82	356.1025
C001620	3.55_190.0322	RP_POS	3.55	190.0322
C001621	3.88_233.1495	RP_POS	3.88	233.1495
C001622	10.76_207.1743	RP_POS	10.76	207.1743
C001623	12.24_409.2218	RP_POS	12.24	409.2218
C001624	1.18_175.1441	RP_POS	1.18	175.1441
C001625	3.73_221.0332	RP_POS	3.73	221.0332
C001626	11.90_379.2453	RP_POS	11.9	379.2453
C001627	2.45_246.1640	RP_POS	2.45	246.164
C001628	10.32_272.1167	RP_POS	10.32	272.1167
C001629	4.25_149.1074	RP_POS	4.25	149.1074
C001630	6.87_228.0630	RP_POS	6.87	228.063
C001631	4.70_211.0212	RP_POS	4.7	211.0212
C001632	4.39_220.1542	RP_POS	4.39	220.1542
C001633	6.49_161.1073	RP_POS	6.49	161.1073
C001634	2.99_231.0739	RP_POS	2.99	231.0739
C001635	4.16_106.0652	RP_POS	4.16	106.0652
C001636	0.95_216.0866	RP_POS	0.95	216.0866
C001637	3.88_145.0972	RP_POS	3.88	145.0972
C001638	13.12_243.6298	RP_POS	13.12	243.6298
C001639	4.27_176.0488	RP_POS	4.27	176.0488
C001640	11.23_238.1518	RP_POS	11.23	238.1518
C001641	11.67_175.0754	RP_POS	11.67	175.0754
C001642	7.43_265.1544	RP_POS	7.43	265.1544
C001643	2.23_113.0539	RP_POS	2.23	113.0539
C001644	11.38_229.1256	RP_POS	11.38	229.1256
C001645	4.08_185.1033	RP_POS	4.08	185.1033
C001646	6.04_350.1070	RP_POS	6.04	350.107
C001647	3.24_227.1249	RP_POS	3.24	227.1249
C001648	0.86_153.1023	RP_POS	0.86	153.1023
C001649	8.60_255.1200	RP_POS	8.6	255.12
C001650	2.02_460.1602	RP_POS	2.02	460.1602
C001651	5.42_172.0063	RP_POS	5.42	172.0063
C001652	9.55_231.0321	RP_POS	9.55	231.0321
C001653	6.69_208.0287	RP_POS	6.69	208.0287
C001654	4.80_243.1015	RP_POS	4.8	243.1015
C001655	1.41_78.9671	RP_POS	1.41	78.9671
C001656	1.85_169.1336	RP_POS	1.85	169.1336
C001657	1.47_224.0238	RP_POS	1.47	224.0238
C001658	2.16_264.0898	RP_POS	2.16	264.0898
C001659	9.09_320.1491	RP_POS	9.09	320.1491
C001660	5.40_197.0635	RP_POS	5.4	197.0635
C001661	2.93_352.1025	RP_POS	2.93	352.1025
C001662	3.12_152.1051	RP_POS	3.12	152.1051
C001663	5.78_427.0301	RP_POS	5.78	427.0301
C001664	7.76_433.2366	RP_POS	7.76	433.2366
C001665	4.16_272.0597	RP_POS	4.16	272.0597
C001666	8.62_212.0916	RP_POS	8.62	212.0916
C001667	11.82_193.0496	RP_POS	11.82	193.0496
C001668	10.98_229.1586	RP_POS	10.98	229.1586
C001669	1.43_222.1085	RP_POS	1.43	222.1085
C001670	1.56_297.1443	RP_POS	1.56	297.1443
C001671	1.24_250.1046	RP_POS	1.24	250.1046
C001672	10.93_247.0940	RP_POS	10.93	247.094
C001673	10.47_167.1431	RP_POS	10.47	167.1431
C001674	1.91_353.0867	RP_POS	1.91	353.0867
C001675	11.45_295.2267	RP_POS	11.45	295.2267
C001676	4.14_212.0739	RP_POS	4.14	212.0739
C001677	1.16_334.1177	RP_POS	1.16	334.1177
C001678	4.73_268.0659	RP_POS	4.73	268.0659
C001679	9.16_188.1281	RP_POS	9.16	188.1281
C001680	11.45_330.2639	RP_POS	11.45	330.2639
C001681	4.94_300.1803	RP_POS	4.94	300.1803
C001682	7.99_265.1545	RP_POS	7.99	265.1545
C001683	4.27_160.1333	RP_POS	4.27	160.1333
C001684	4.54_366.1182	RP_POS	4.54	366.1182
C001685	3.57_196.1137	RP_POS	3.57	196.1137
C001686	4.21_301.1157	RP_POS	4.21	301.1157
C001687	4.98_320.0640	RP_POS	4.98	320.064
C001688	8.50_231.1319	RP_POS	8.5	231.1319
C001689	3.24_302.0869	RP_POS	3.24	302.0869
C001690	5.34_310.1645	RP_POS	5.34	310.1645
C001691	13.26_281.2262	RP_POS	13.26	281.2262
C001692	3.26_286.0861	RP_POS	3.26	286.0861
C001693	3.71_167.0757	RP_POS	3.71	167.0757
C001694	2.62_252.9904	RP_POS	2.62	252.9904
C001695	2.36_304.1153	RP_POS	2.36	304.1153
C001696	6.04_282.9897	RP_POS	6.04	282.9897
C001697	12.85_551.2166	RP_POS	12.85	551.2166
C001698	9.59_155.1431	RP_POS	9.59	155.1431
C001699	2.36_227.1753	RP_POS	2.36	227.1753
C001700	10.88_260.2221	RP_POS	10.88	260.2221
C001701	12.04_315.1543	RP_POS	12.04	315.1543
C001702	11.67_256.1259	RP_POS	11.67	256.1259
C001703	3.75_416.0453	RP_POS	3.75	416.0453
C001704	7.32_267.0703	RP_POS	7.32	267.0703
C001705	8.34_251.0889	RP_POS	8.34	251.0889
C001706	3.84_218.9950	RP_POS	3.84	218.995
C001707	11.13_193.1587	RP_POS	11.13	193.1587
C001708	3.20_288.1439	RP_POS	3.2	288.1439
C001709	4.86_338.1344	RP_POS	4.86	338.1344
C001710	13.67_161.1324	RP_POS	13.67	161.1324
C001711	11.16_451.1938	RP_POS	11.16	451.1938
C001712	2.69_248.0586	RP_POS	2.69	248.0586
C001713	4.88_187.1077	RP_POS	4.88	187.1077
C001714	8.36_360.2126	RP_POS	8.36	360.2126
C001715	12.12_95.0128	RP_POS	12.12	95.0128
C001716	2.14_284.0988	RP_POS	2.14	284.0988
C001717	5.71_199.0600	RP_POS	5.71	199.06
C001718	7.07_277.1181	RP_POS	7.07	277.1181
C001719	11.23_269.1747	RP_POS	11.23	269.1747
C001720	1.33_216.0978	RP_POS	1.33	216.0978
C001721	2.32_235.0079	RP_POS	2.32	235.0079
C001722	6.24_248.1127	RP_POS	6.24	248.1127
C001723	4.10_175.0627	RP_POS	4.1	175.0627
C001724	3.57_366.1182	RP_POS	3.57	366.1182
C001725	4.84_124.0506	RP_POS	4.84	124.0506
C001726	9.00_431.1888	RP_POS	9	431.1888
C001727	13.12_450.3121	RP_POS	13.12	450.3121
C001728	4.88_178.0863	RP_POS	4.88	178.0863
C001729	0.79_230.9901	RP_POS	0.79	230.9901
C001730	2.25_301.1585	RP_POS	2.25	301.1585
C001731	3.18_178.5274	RP_POS	3.18	178.5274
C001732	10.44_327.1776	RP_POS	10.44	327.1776
C001733	5.97_227.1389	RP_POS	5.97	227.1389
C001734	4.00_195.1128	RP_POS	4	195.1128
C001735	2.67_164.0541	RP_POS	2.67	164.0541
C001736	9.28_183.0803	RP_POS	9.28	183.0803
C001737	3.53_260.0956	RP_POS	3.53	260.0956
C001738	5.59_265.0383	RP_POS	5.59	265.0383
C001739	5.85_241.1044	RP_POS	5.85	241.1044
C001740	1.20_327.1297	RP_POS	1.2	327.1297
C001741	0.82_267.1086	RP_POS	0.82	267.1086
C001742	6.09_101.0791	RP_POS	6.09	101.0791
C001743	1.91_251.1364	RP_POS	1.91	251.1364
C001744	11.23_237.1848	RP_POS	11.23	237.1848
C001745	5.40_295.1651	RP_POS	5.4	295.1651
C001746	1.18_299.0364	RP_POS	1.18	299.0364
C001747	7.78_216.1593	RP_POS	7.78	216.1593
C001748	9.21_215.1641	RP_POS	9.21	215.1641
C001749	6.62_383.0754	RP_POS	6.62	383.0754
C001750	0.70_213.1232	RP_POS	0.7	213.1232
C001751	4.04_250.0378	RP_POS	4.04	250.0378
C001752	6.37_281.0497	RP_POS	6.37	281.0497
C001753	1.22_244.0927	RP_POS	1.22	244.0927
C001754	3.59_383.1307	RP_POS	3.59	383.1307
C001755	9.98_278.1419	RP_POS	9.98	278.1419
C001756	4.35_380.0973	RP_POS	4.35	380.0973
C001757	8.80_297.0810	RP_POS	8.8	297.081
C001758	1.22_269.0740	RP_POS	1.22	269.074
C001759	9.48_239.0589	RP_POS	9.48	239.0589
C001760	3.65_232.9741	RP_POS	3.65	232.9741
C001761	2.67_259.0746	RP_POS	2.67	259.0746
C001762	5.15_516.2077	RP_POS	5.15	516.2077
C001763	4.41_356.1337	RP_POS	4.41	356.1337
C001764	4.06_104.0330	RP_POS	4.06	104.033
C001765	5.85_194.0025	RP_POS	5.85	194.0025
C001766	0.98_386.0849	RP_POS	0.98	386.0849
C001767	1.47_202.1801	RP_POS	1.47	202.1801
C001768	3.67_164.1070	RP_POS	3.67	164.107
C001769	1.08_188.1281	RP_POS	1.08	188.1281
C001770	3.08_261.0062	RP_POS	3.08	261.0062
C001771	1.62_274.1031	RP_POS	1.62	274.1031
C001772	13.09_472.3030	RP_POS	13.09	472.303
C001773	6.49_374.0712	RP_POS	6.49	374.0712
C001774	1.20_201.0029	RP_POS	1.2	201.0029
C001775	2.86_271.0746	RP_POS	2.86	271.0746
C001776	2.04_111.0917	RP_POS	2.04	111.0917
C001777	6.39_208.0297	RP_POS	6.39	208.0297
C001778	2.91_291.1377	RP_POS	2.91	291.1377
C001779	1.97_164.0567	RP_POS	1.97	164.0567
C001780	11.13_253.1797	RP_POS	11.13	253.1797
C001781	10.49_290.1783	RP_POS	10.49	290.1783
C001782	13.12_492.2700	RP_POS	13.12	492.27
C001783	2.08_235.0746	RP_POS	2.08	235.0746
C001784	4.12_290.0909	RP_POS	4.12	290.0909
C001785	1.93_269.1341	RP_POS	1.93	269.1341
C001786	1.37_106.0652	RP_POS	1.37	106.0652
C001787	7.62_346.2222	RP_POS	7.62	346.2222
C001788	6.37_349.0827	RP_POS	6.37	349.0827
C001789	5.15_259.0920	RP_POS	5.15	259.092
C001790	10.98_253.1949	RP_POS	10.98	253.1949
C001791	5.89_259.0600	RP_POS	5.89	259.06
C001792	7.94_247.0080	RP_POS	7.94	247.008
C001793	1.15_385.1239	RP_POS	1.15	385.1239
C001794	7.18_366.6030	RP_POS	7.18	366.603
C001795	2.10_245.1607	RP_POS	2.1	245.1607
C001796	6.62_345.1290	RP_POS	6.62	345.129
C001797	4.78_84.0525	RP_POS	4.78	84.0525
C001798	9.09_230.1386	RP_POS	9.09	230.1386
C001799	3.77_480.0979	RP_POS	3.77	480.0979
C001800	3.05_266.1302	RP_POS	3.05	266.1302
C001801	11.72_315.0537	RP_POS	11.72	315.0537
C001802	3.12_109.0522	RP_POS	3.12	109.0522
C001803	1.11_158.0754	RP_POS	1.11	158.0754
C001804	1.76_192.0502	RP_POS	1.76	192.0502
C001805	11.77_167.0855	RP_POS	11.77	167.0855
C001806	4.41_356.0973	RP_POS	4.41	356.0973
C001807	0.75_342.1770	RP_POS	0.75	342.177
C001808	5.22_139.0583	RP_POS	5.22	139.0583
C001809	2.80_478.1707	RP_POS	2.8	478.1707
C001810	4.19_246.0232	RP_POS	4.19	246.0232
C001811	4.80_383.1381	RP_POS	4.8	383.1381
C001812	2.18_191.0170	RP_POS	2.18	191.017
C001813	4.88_334.0397	RP_POS	4.88	334.0397
C001814	1.64_214.1185	RP_POS	1.64	214.1185
C001815	1.11_218.1022	RP_POS	1.11	218.1022
C001816	10.76_211.1692	RP_POS	10.76	211.1692
C001817	1.76_264.9821	RP_POS	1.76	264.9821
C001818	2.95_478.1709	RP_POS	2.95	478.1709
C001819	10.37_461.0530	RP_POS	10.37	461.053
C001820	4.72_257.0443	RP_POS	4.72	257.0443
C001821	0.63_231.1198	RP_POS	0.63	231.1198
C001822	2.56_311.0182	RP_POS	2.56	311.0182
C001823	3.30_421.0375	RP_POS	3.3	421.0375
C001824	1.30_258.0265	RP_POS	1.3	258.0265
C001825	2.39_226.1073	RP_POS	2.39	226.1073
C001826	4.88_248.1643	RP_POS	4.88	248.1643
C001827	4.92_259.0487	RP_POS	4.92	259.0487
C001828	3.26_182.1176	RP_POS	3.26	182.1176
C001829	1.43_238.0187	RP_POS	1.43	238.0187
C001830	3.47_308.0242	RP_POS	3.47	308.0242
C001831	7.62_193.1587	RP_POS	7.62	193.1587
C001832	6.60_274.0683	RP_POS	6.6	274.0683
C001833	2.80_175.1441	RP_POS	2.8	175.1441
C001834	0.98_276.1189	RP_POS	0.98	276.1189
C001835	2.14_244.0749	RP_POS	2.14	244.0749
C001836	6.26_318.0449	RP_POS	6.26	318.0449
C001837	10.66_295.1075	RP_POS	10.66	295.1075
C001838	10.93_549.2673	RP_POS	10.93	549.2673
C001839	3.30_256.0050	RP_POS	3.3	256.005
C001840	11.62_217.0858	RP_POS	11.62	217.0858
C001841	12.04_355.2089	RP_POS	12.04	355.2089
C001842	8.32_370.2223	RP_POS	8.32	370.2223
C001843	2.99_355.9913	RP_POS	2.99	355.9913
C001844	3.92_383.1380	RP_POS	3.92	383.138
C001845	6.26_303.1439	RP_POS	6.26	303.1439
C001846	1.20_462.1757	RP_POS	1.2	462.1757
C001847	3.84_321.0858	RP_POS	3.84	321.0858
C001848	4.12_412.1169	RP_POS	4.12	412.1169
C001849	2.76_322.1065	RP_POS	2.76	322.1065
C001850	13.24_203.1794	RP_POS	13.24	203.1794
C001851	5.34_140.0165	RP_POS	5.34	140.0165
C001852	3.96_134.0963	RP_POS	3.96	134.0963
C001853	8.69_128.0528	RP_POS	8.69	128.0528
C001854	1.78_343.0249	RP_POS	1.78	343.0249
C001855	3.65_215.0378	RP_POS	3.65	215.0378
C001856	6.37_179.0636	RP_POS	6.37	179.0636
C001857	4.68_363.0055	RP_POS	4.68	363.0055
C001858	1.47_205.0383	RP_POS	1.47	205.0383
C001859	1.53_272.0697	RP_POS	1.53	272.0697
C001860	3.30_269.9741	RP_POS	3.3	269.9741
C001861	1.09_304.1501	RP_POS	1.09	304.1501
C001862	1.15_127.0696	RP_POS	1.15	127.0696
C001863	2.34_249.0235	RP_POS	2.34	249.0235
C001864	13.12_250.6377	RP_POS	13.12	250.6377
C001865	13.12_259.6430	RP_POS	13.12	259.643
C001866	4.72_267.0340	RP_POS	4.72	267.034
C001867	0.84_170.1369	RP_POS	0.84	170.1369
C001868	0.96_197.1285	RP_POS	0.96	197.1285
C001869	3.12_190.1437	RP_POS	3.12	190.1437
C001870	1.03_227.0854	RP_POS	1.03	227.0854
C001871	2.04_119.0162	RP_POS	2.04	119.0162
C001872	1.43_269.0258	RP_POS	1.43	269.0258
C001873	0.84_186.0696	RP_POS	0.84	186.0696
C001874	0.75_409.0844	RP_POS	0.75	409.0844
C001875	11.40_228.1594	RP_POS	11.4	228.1594
C001876	2.23_219.1420	RP_POS	2.23	219.142
C001877	2.97_288.1498	RP_POS	2.97	288.1498
C001878	1.28_179.0676	RP_POS	1.28	179.0676
C001879	0.93_217.0683	RP_POS	0.93	217.0683
C001880	3.36_218.0423	RP_POS	3.36	218.0423
C001881	7.94_332.2429	RP_POS	7.94	332.2429
C001882	3.75_206.1024	RP_POS	3.75	206.1024
C001883	3.12_436.0716	RP_POS	3.12	436.0716
C001884	5.61_605.1719	RP_POS	5.61	605.1719
C001885	3.35_302.0004	RP_POS	3.35	302.0004
C001886	1.18_231.1280	RP_POS	1.18	231.128
C001887	6.89_280.1367	RP_POS	6.89	280.1367
C001888	5.82_292.1575	RP_POS	5.82	292.1575
C001889	12.31_279.1126	RP_POS	12.31	279.1126
C001890	3.49_227.0886	RP_POS	3.49	227.0886
C001891	3.35_287.9847	RP_POS	3.35	287.9847
C001892	10.81_273.1095	RP_POS	10.81	273.1095
C001893	3.63_273.0446	RP_POS	3.63	273.0446
C001894	0.74_244.1113	RP_POS	0.74	244.1113
C001895	3.36_160.0426	RP_POS	3.36	160.0426
C001896	3.01_190.0475	RP_POS	3.01	190.0475
C001897	3.22_171.0876	RP_POS	3.22	171.0876
C001898	6.13_211.0963	RP_POS	6.13	211.0963
C001899	9.79_183.1168	RP_POS	9.79	183.1168
C001900	0.71_240.0612	RP_POS	0.71	240.0612
C001901	3.67_369.0790	RP_POS	3.67	369.079
C001902	5.80_305.0002	RP_POS	5.8	305.0002
C001903	10.83_367.1362	RP_POS	10.83	367.1362
C001904	1.89_257.0133	RP_POS	1.89	257.0133
C001905	1.15_245.1494	RP_POS	1.15	245.1494
C001906	10.81_327.1776	RP_POS	10.81	327.1776
C001907	6.91_532.1815	RP_POS	6.91	532.1815
C001908	11.16_328.2481	RP_POS	11.16	328.2481
C001909	4.48_296.1491	RP_POS	4.48	296.1491
C001910	0.62_289.1504	RP_POS	0.62	289.1504
C001911	12.85_147.1169	RP_POS	12.85	147.1169
C001912	2.60_215.0526	RP_POS	2.6	215.0526
C001913	3.08_300.0759	RP_POS	3.08	300.0759
C001914	3.32_330.0064	RP_POS	3.32	330.0064
C001915	7.99_471.0899	RP_POS	7.99	471.0899
C001916	3.98_92.0495	RP_POS	3.98	92.0495
C001917	11.72_253.0833	RP_POS	11.72	253.0833
C001918	1.66_370.0069	RP_POS	1.66	370.0069
C001919	13.14_397.1832	RP_POS	13.14	397.1832
C001920	1.49_202.1437	RP_POS	1.49	202.1437
C001921	7.57_141.0183	RP_POS	7.57	141.0183
C001922	1.95_154.0840	RP_POS	1.95	154.084
C001923	4.94_299.0998	RP_POS	4.94	299.0998
C001924	2.36_267.1337	RP_POS	2.36	267.1337
C001925	8.48_164.1070	RP_POS	8.48	164.107
C001926	7.30_213.1597	RP_POS	7.3	213.1597
C001927	3.47_145.1336	RP_POS	3.47	145.1336
C001928	3.36_212.0893	RP_POS	3.36	212.0893
C001929	11.18_227.1792	RP_POS	11.18	227.1792
C001930	1.64_242.0658	RP_POS	1.64	242.0658
C001931	11.60_331.1150	RP_POS	11.6	331.115
C001932	3.14_276.1440	RP_POS	3.14	276.144
C001933	2.14_130.0693	RP_POS	2.14	130.0693
C001934	6.15_192.1018	RP_POS	6.15	192.1018
C001935	9.74_201.1273	RP_POS	9.74	201.1273
C001936	1.66_264.0336	RP_POS	1.66	264.0336
C001937	0.80_119.1260	RP_POS	0.8	119.126
C001938	10.28_211.1327	RP_POS	10.28	211.1327
C001939	5.13_199.1441	RP_POS	5.13	199.1441
C001940	1.78_142.0975	RP_POS	1.78	142.0975
C001941	2.78_188.1281	RP_POS	2.78	188.1281
C001942	3.35_226.1185	RP_POS	3.35	226.1185
C001943	2.00_206.1022	RP_POS	2	206.1022
C001944	4.58_231.0297	RP_POS	4.58	231.0297
C001945	8.76_245.1382	RP_POS	8.76	245.1382
C001946	4.35_198.0760	RP_POS	4.35	198.076
C001947	1.85_101.1074	RP_POS	1.85	101.1074
C001948	0.65_273.1555	RP_POS	0.65	273.1555
C001949	3.69_170.1005	RP_POS	3.69	170.1005
C001950	10.76_393.2245	RP_POS	10.76	393.2245
C001951	6.94_187.1077	RP_POS	6.94	187.1077
C001952	4.96_193.0859	RP_POS	4.96	193.0859
C001953	9.11_165.1274	RP_POS	9.11	165.1274
C001954	2.52_134.0271	RP_POS	2.52	134.0271
C001955	7.99_449.1077	RP_POS	7.99	449.1077
C001956	4.92_249.1079	RP_POS	4.92	249.1079
C001957	4.78_230.0845	RP_POS	4.78	230.0845
C001958	0.75_177.1062	RP_POS	0.75	177.1062
C001959	1.16_211.0641	RP_POS	1.16	211.0641
C001960	6.01_268.1330	RP_POS	6.01	268.133
C001961	6.58_323.1533	RP_POS	6.58	323.1533
C001962	11.30_201.1270	RP_POS	11.3	201.127
C001963	4.54_199.0600	RP_POS	4.54	199.06
C001964	7.64_191.0701	RP_POS	7.64	191.0701
C001965	8.78_294.1335	RP_POS	8.78	294.1335
C001966	1.24_187.1077	RP_POS	1.24	187.1077
C001967	4.21_196.0828	RP_POS	4.21	196.0828
C001968	1.93_86.0318	RP_POS	1.93	86.0318
C001969	10.28_267.1586	RP_POS	10.28	267.1586
C001970	12.34_275.1252	RP_POS	12.34	275.1252
C001971	1.06_217.0819	RP_POS	1.06	217.0819
C001972	12.63_213.1637	RP_POS	12.63	213.1637
C001973	5.22_292.0293	RP_POS	5.22	292.0293
C001974	4.29_253.0018	RP_POS	4.29	253.0018
C001975	5.26_187.1441	RP_POS	5.26	187.1441
C001976	11.03_543.2806	RP_POS	11.03	543.2806
C001977	4.14_268.1734	RP_POS	4.14	268.1734
C001978	10.88_353.1947	RP_POS	10.88	353.1947
C001979	6.11_157.0761	RP_POS	6.11	157.0761
C001980	3.04_232.1178	RP_POS	3.04	232.1178
C001981	12.34_377.2296	RP_POS	12.34	377.2296
C001982	11.18_335.2214	RP_POS	11.18	335.2214
C001983	1.20_247.1287	RP_POS	1.2	247.1287
C001984	0.86_327.0313	RP_POS	0.86	327.0313
C001985	0.67_242.1245	RP_POS	0.67	242.1245
C001986	2.95_183.0706	RP_POS	2.95	183.0706
C001987	3.08_178.0863	RP_POS	3.08	178.0863
C001988	4.92_206.1022	RP_POS	4.92	206.1022
C001989	10.59_313.2160	RP_POS	10.59	313.216
C001990	0.86_202.1073	RP_POS	0.86	202.1073
C001991	0.75_319.1246	RP_POS	0.75	319.1246
C001992	4.62_241.0548	RP_POS	4.62	241.0548
C001993	5.80_518.2022	RP_POS	5.8	518.2022
C001994	1.66_175.5145	RP_POS	1.66	175.5145
C001995	0.56_192.9100	RP_POS	0.56	192.91
C001996	2.27_434.1809	RP_POS	2.27	434.1809
C001997	5.36_433.0710	RP_POS	5.36	433.071
C001998	11.90_253.1949	RP_POS	11.9	253.1949
C001999	12.07_141.1274	RP_POS	12.07	141.1274
C002000	11.67_255.1226	RP_POS	11.67	255.1226
C002001	1.33_197.0751	RP_POS	1.33	197.0751
