compound_id	chemical_name	analysismode	rt	mz
C000499	6.17_302.0499	RP_POS	6.17	302.0499
C000500	4.78_162.0220	RP_POS	4.78	162.022
C000501	2.69_520.1928	RP_POS	2.69	520.1928
C000502	1.91_189.1234	RP_POS	1.91	189.1234
C000503	2.84_285.0828	RP_POS	2.84	285.0828
C000504	6.13_179.0339	RP_POS	6.13	179.0339
C000505	4.43_437.1917	RP_POS	4.43	437.1917
C000506	1.66_215.5732	RP_POS	1.66	215.5732
C000507	13.51_568.3481	RP_POS	13.51	568.3481
C000508	4.19_233.0226	RP_POS	4.19	233.0226
C000509	4.73_297.1385	RP_POS	4.73	297.1385
C000510	2.34_314.1708	RP_POS	2.34	314.1708
C000511	0.77_190.9774	RP_POS	0.77	190.9774
C000512	5.99_243.0865	RP_POS	5.99	243.0865
C000513	8.53_408.0601	RP_POS	8.53	408.0601
C000514	4.31_153.1386	RP_POS	4.31	153.1386
C000515	8.04_316.1654	RP_POS	8.04	316.1654
C000516	3.75_194.0482	RP_POS	3.75	194.0482
C000517	12.53_356.2793	RP_POS	12.53	356.2793
C000518	5.95_97.1012	RP_POS	5.95	97.1012
C000519	11.70_217.1587	RP_POS	11.7	217.1587
C000520	7.46_330.1332	RP_POS	7.46	330.1332
C000521	7.37_360.2164	RP_POS	7.37	360.2164
C000522	4.25_300.0873	RP_POS	4.25	300.0873
C000523	4.00_266.1497	RP_POS	4	266.1497
C000524	4.60_266.1861	RP_POS	4.6	266.1861
C000525	2.78_170.0641	RP_POS	2.78	170.0641
C000526	11.18_295.1651	RP_POS	11.18	295.1651
C000527	11.18_561.2458	RP_POS	11.18	561.2458
C000528	2.45_369.1293	RP_POS	2.45	369.1293
C000529	1.91_286.1582	RP_POS	1.91	286.1582
C000530	3.63_385.1716	RP_POS	3.63	385.1716
C000531	5.53_391.1610	RP_POS	5.53	391.161
C000532	3.45_274.6120	RP_POS	3.45	274.612
C000533	8.82_231.0763	RP_POS	8.82	231.0763
C000534	12.82_561.3171	RP_POS	12.82	561.3171
C000535	2.91_211.0213	RP_POS	2.91	211.0213
C000536	2.25_310.0047	RP_POS	2.25	310.0047
C000537	7.57_359.2282	RP_POS	7.57	359.2282
C000538	2.25_243.1087	RP_POS	2.25	243.1087
C000539	12.04_459.1128	RP_POS	12.04	459.1128
C000540	6.82_336.1439	RP_POS	6.82	336.1439
C000541	11.25_251.2004	RP_POS	11.25	251.2004
C000542	8.71_219.0627	RP_POS	8.71	219.0627
C000543	10.86_283.1327	RP_POS	10.86	283.1327
C000544	7.41_444.1764	RP_POS	7.41	444.1764
C000545	4.25_177.0635	RP_POS	4.25	177.0635
C000546	10.44_348.0648	RP_POS	10.44	348.0648
C000547	5.46_392.1185	RP_POS	5.46	392.1185
C000548	10.23_264.0078	RP_POS	10.23	264.0078
C000549	13.24_385.1168	RP_POS	13.24	385.1168
C000550	6.89_175.1481	RP_POS	6.89	175.1481
C000551	7.03_550.2508	RP_POS	7.03	550.2508
C000552	7.41_279.2045	RP_POS	7.41	279.2045
C000553	12.51_410.2900	RP_POS	12.51	410.29
C000554	11.52_443.1887	RP_POS	11.52	443.1887
C000555	11.85_463.2324	RP_POS	11.85	463.2324
C000556	11.18_627.2326	RP_POS	11.18	627.2326
C000557	1.28_263.0695	RP_POS	1.28	263.0695
C000558	11.87_366.2637	RP_POS	11.87	366.2637
C000559	4.80_353.0458	RP_POS	4.8	353.0458
C000560	4.54_296.1623	RP_POS	4.54	296.1623
C000561	3.04_191.1026	RP_POS	3.04	191.1026
C000562	10.47_429.1736	RP_POS	10.47	429.1736
C000563	12.58_371.1674	RP_POS	12.58	371.1674
C000564	13.41_291.0902	RP_POS	13.41	291.0902
C000565	4.16_136.0668	RP_POS	4.16	136.0668
C000566	6.22_372.1112	RP_POS	6.22	372.1112
C000567	5.55_311.1599	RP_POS	5.55	311.1599
C000568	3.94_265.0817	RP_POS	3.94	265.0817
C000569	11.40_415.1274	RP_POS	11.4	415.1274
C000570	7.50_339.1028	RP_POS	7.5	339.1028
C000571	7.00_330.2384	RP_POS	7	330.2384
C000572	4.72_334.2220	RP_POS	4.72	334.222
C000573	8.43_252.1428	RP_POS	8.43	252.1428
C000574	6.35_210.0218	RP_POS	6.35	210.0218
C000575	5.20_323.1212	RP_POS	5.2	323.1212
C000576	11.92_453.1730	RP_POS	11.92	453.173
C000577	6.80_154.1308	RP_POS	6.8	154.1308
C000578	5.80_312.1803	RP_POS	5.8	312.1803
C000579	7.71_441.1754	RP_POS	7.71	441.1754
C000580	6.71_127.0947	RP_POS	6.71	127.0947
C000581	3.01_174.0874	RP_POS	3.01	174.0874
C000582	3.71_214.1186	RP_POS	3.71	214.1186
C000583	3.53_216.1423	RP_POS	3.53	216.1423
C000584	3.55_229.1376	RP_POS	3.55	229.1376
C000585	2.39_484.1341	RP_POS	2.39	484.1341
C000586	9.28_501.1539	RP_POS	9.28	501.1539
C000587	10.69_412.2151	RP_POS	10.69	412.2151
C000588	11.38_488.2982	RP_POS	11.38	488.2982
C000589	9.13_328.2116	RP_POS	9.13	328.2116
C000590	3.29_159.0845	RP_POS	3.29	159.0845
C000591	2.25_272.1285	RP_POS	2.25	272.1285
C000592	3.01_461.1682	RP_POS	3.01	461.1682
C000593	4.76_414.0536	RP_POS	4.76	414.0536
C000594	10.64_319.1626	RP_POS	10.64	319.1626
C000595	13.36_201.1637	RP_POS	13.36	201.1637
C000596	5.61_320.1239	RP_POS	5.61	320.1239
C000597	12.85_185.1324	RP_POS	12.85	185.1324
C000598	4.25_123.0351	RP_POS	4.25	123.0351
C000599	4.92_456.1558	RP_POS	4.92	456.1558
C000600	4.84_258.6625	RP_POS	4.84	258.6625
C000601	10.74_335.1463	RP_POS	10.74	335.1463
C000602	11.18_141.0698	RP_POS	11.18	141.0698
C000603	3.24_305.0986	RP_POS	3.24	305.0986
C000604	9.11_334.2042	RP_POS	9.11	334.2042
C000605	4.70_376.1059	RP_POS	4.7	376.1059
C000606	4.58_357.0790	RP_POS	4.58	357.079
C000607	7.59_606.1902	RP_POS	7.59	606.1902
C000608	5.04_168.1383	RP_POS	5.04	168.1383
C000609	7.10_285.0757	RP_POS	7.1	285.0757
C000610	10.59_169.1012	RP_POS	10.59	169.1012
C000611	3.05_349.1001	RP_POS	3.05	349.1001
C000612	3.40_580.2629	RP_POS	3.4	580.2629
C000613	2.69_205.1547	RP_POS	2.69	205.1547
C000614	3.92_259.0794	RP_POS	3.92	259.0794
C000615	11.97_411.1835	RP_POS	11.97	411.1835
C000616	6.69_385.1103	RP_POS	6.69	385.1103
C000617	5.09_232.0829	RP_POS	5.09	232.0829
C000618	2.50_288.1803	RP_POS	2.5	288.1803
C000619	4.27_319.1739	RP_POS	4.27	319.1739
C000620	3.59_252.0662	RP_POS	3.59	252.0662
C000621	4.60_300.2028	RP_POS	4.6	300.2028
C000622	10.10_246.1699	RP_POS	10.1	246.1699
C000623	10.15_267.1843	RP_POS	10.15	267.1843
C000624	4.16_375.0816	RP_POS	4.16	375.0816
C000625	5.24_247.1288	RP_POS	5.24	247.1288
C000626	4.70_338.1265	RP_POS	4.7	338.1265
C000627	5.22_483.1724	RP_POS	5.22	483.1724
C000628	2.16_285.0447	RP_POS	2.16	285.0447
C000629	2.56_347.1381	RP_POS	2.56	347.1381
C000630	11.97_294.0737	RP_POS	11.97	294.0737
C000631	2.10_234.0972	RP_POS	2.1	234.0972
C000632	12.41_360.1837	RP_POS	12.41	360.1837
C000633	3.20_251.1025	RP_POS	3.2	251.1025
C000634	12.63_553.2859	RP_POS	12.63	553.2859
C000635	4.25_188.0376	RP_POS	4.25	188.0376
C000636	4.58_265.1544	RP_POS	4.58	265.1544
C000637	11.87_415.1937	RP_POS	11.87	415.1937
C000638	9.46_278.1749	RP_POS	9.46	278.1749
C000639	3.53_344.1814	RP_POS	3.53	344.1814
C000640	3.65_209.1284	RP_POS	3.65	209.1284
C000641	3.77_290.1233	RP_POS	3.77	290.1233
C000642	11.18_411.2351	RP_POS	11.18	411.2351
C000643	11.55_401.1780	RP_POS	11.55	401.178
C000644	5.82_317.2070	RP_POS	5.82	317.207
C000645	9.79_441.2093	RP_POS	9.79	441.2093
C000646	6.13_341.2432	RP_POS	6.13	341.2432
C000647	6.01_504.1501	RP_POS	6.01	504.1501
C000648	10.81_367.2384	RP_POS	10.81	367.2384
C000649	3.63_401.1301	RP_POS	3.63	401.1301
C000650	9.21_225.1232	RP_POS	9.21	225.1232
C000651	10.51_303.1435	RP_POS	10.51	303.1435
C000652	4.14_269.1106	RP_POS	4.14	269.1106
C000653	2.84_354.1150	RP_POS	2.84	354.115
C000654	5.55_492.2134	RP_POS	5.55	492.2134
C000655	5.67_263.1024	RP_POS	5.67	263.1024
C000656	3.51_223.0634	RP_POS	3.51	223.0634
C000657	5.18_286.1920	RP_POS	5.18	286.192
C000658	5.13_399.0234	RP_POS	5.13	399.0234
C000659	1.41_200.0319	RP_POS	1.41	200.0319
C000660	8.04_218.1386	RP_POS	8.04	218.1386
C000661	11.50_271.0631	RP_POS	11.5	271.0631
C000662	9.40_284.1390	RP_POS	9.4	284.139
C000663	10.44_274.2374	RP_POS	10.44	274.2374
C000664	6.09_548.2129	RP_POS	6.09	548.2129
C000665	12.85_146.1046	RP_POS	12.85	146.1046
C000666	14.16_357.2786	RP_POS	14.16	357.2786
C000667	12.21_358.0840	RP_POS	12.21	358.084
C000668	12.24_264.1593	RP_POS	12.24	264.1593
C000669	5.28_522.2241	RP_POS	5.28	522.2241
C000670	2.52_351.0677	RP_POS	2.52	351.0677
C000671	0.58_290.8550	RP_POS	0.58	290.855
C000672	4.23_260.1127	RP_POS	4.23	260.1127
C000673	10.74_459.2099	RP_POS	10.74	459.2099
C000674	3.26_330.1480	RP_POS	3.26	330.148
C000675	11.85_364.0944	RP_POS	11.85	364.0944
C000676	11.62_192.1100	RP_POS	11.62	192.11
C000677	3.14_380.1485	RP_POS	3.14	380.1485
C000678	12.29_344.2252	RP_POS	12.29	344.2252
C000679	10.66_386.2899	RP_POS	10.66	386.2899
C000680	10.54_412.1027	RP_POS	10.54	412.1027
C000681	4.49_282.1487	RP_POS	4.49	282.1487
C000682	4.35_724.3329	RP_POS	4.35	724.3329
C000683	6.47_215.1179	RP_POS	6.47	215.1179
C000684	11.62_298.0209	RP_POS	11.62	298.0209
C000685	8.60_257.1170	RP_POS	8.6	257.117
C000686	3.63_194.1288	RP_POS	3.63	194.1288
C000687	3.65_198.0818	RP_POS	3.65	198.0818
C000688	6.67_629.7213	RP_POS	6.67	629.7213
C000689	7.32_522.1541	RP_POS	7.32	522.1541
C000690	6.29_201.1960	RP_POS	6.29	201.196
C000691	12.12_368.2794	RP_POS	12.12	368.2794
C000692	10.96_364.2481	RP_POS	10.96	364.2481
C000693	12.78_479.2252	RP_POS	12.78	479.2252
C000694	9.33_361.0892	RP_POS	9.33	361.0892
C000695	2.74_234.0971	RP_POS	2.74	234.0971
C000696	7.28_328.1179	RP_POS	7.28	328.1179
C000697	7.39_410.1233	RP_POS	7.39	410.1233
C000698	10.71_391.1725	RP_POS	10.71	391.1725
C000699	12.53_457.1745	RP_POS	12.53	457.1745
C000700	4.33_418.1391	RP_POS	4.33	418.1391
C000701	1.49_213.0730	RP_POS	1.49	213.073
C000702	11.70_387.2527	RP_POS	11.7	387.2527
C000703	5.00_325.1756	RP_POS	5	325.1756
C000704	11.18_169.1012	RP_POS	11.18	169.1012
C000705	12.70_533.2723	RP_POS	12.7	533.2723
C000706	10.59_367.2478	RP_POS	10.59	367.2478
C000707	3.47_411.1733	RP_POS	3.47	411.1733
C000708	1.54_399.1873	RP_POS	1.54	399.1873
C000709	7.32_327.1701	RP_POS	7.32	327.1701
C000710	10.78_349.2481	RP_POS	10.78	349.2481
C000711	7.96_272.2218	RP_POS	7.96	272.2218
C000712	1.15_320.0975	RP_POS	1.15	320.0975
C000713	10.59_155.0855	RP_POS	10.59	155.0855
C000714	7.43_400.1865	RP_POS	7.43	400.1865
C000715	13.51_637.3556	RP_POS	13.51	637.3556
C000716	10.49_358.2492	RP_POS	10.49	358.2492
C000717	10.30_388.2692	RP_POS	10.3	388.2692
C000718	6.60_385.1467	RP_POS	6.6	385.1467
C000719	8.11_114.0373	RP_POS	8.11	114.0373
C000720	10.42_387.1624	RP_POS	10.42	387.1624
C000721	11.55_503.2250	RP_POS	11.55	503.225
C000722	10.64_558.1865	RP_POS	10.64	558.1865
C000723	3.49_234.0794	RP_POS	3.49	234.0794
C000724	4.08_335.0970	RP_POS	4.08	335.097
C000725	7.30_309.1418	RP_POS	7.3	309.1418
C000726	2.08_246.0431	RP_POS	2.08	246.0431
C000727	4.31_297.1808	RP_POS	4.31	297.1808
C000728	2.62_343.1610	RP_POS	2.62	343.161
C000729	9.42_108.0570	RP_POS	9.42	108.057
C000730	1.56_162.0497	RP_POS	1.56	162.0497
C000731	3.82_462.1844	RP_POS	3.82	462.1844
C000732	10.93_427.1785	RP_POS	10.93	427.1785
C000733	13.26_271.2419	RP_POS	13.26	271.2419
C000734	8.93_316.1905	RP_POS	8.93	316.1905
C000735	10.61_425.1780	RP_POS	10.61	425.178
C000736	10.15_536.3067	RP_POS	10.15	536.3067
C000737	11.45_364.2149	RP_POS	11.45	364.2149
C000738	3.05_285.1555	RP_POS	3.05	285.1555
C000739	5.13_303.0830	RP_POS	5.13	303.083
C000740	5.09_217.0633	RP_POS	5.09	217.0633
C000741	6.09_287.1963	RP_POS	6.09	287.1963
C000742	12.82_392.2464	RP_POS	12.82	392.2464
C000743	1.58_254.1069	RP_POS	1.58	254.1069
C000744	3.22_236.1505	RP_POS	3.22	236.1505
C000745	9.40_314.1747	RP_POS	9.4	314.1747
C000746	8.04_282.1810	RP_POS	8.04	282.181
C000747	10.21_128.0620	RP_POS	10.21	128.062
C000748	10.69_318.2551	RP_POS	10.69	318.2551
C000749	5.28_247.0270	RP_POS	5.28	247.027
C000750	8.18_79.0542	RP_POS	8.18	79.0542
C000751	2.78_254.1610	RP_POS	2.78	254.161
C000752	11.45_529.2621	RP_POS	11.45	529.2621
C000753	4.86_249.1232	RP_POS	4.86	249.1232
C000754	4.72_398.1315	RP_POS	4.72	398.1315
C000755	2.71_155.1179	RP_POS	2.71	155.1179
C000756	2.93_187.1805	RP_POS	2.93	187.1805
C000757	6.33_172.0756	RP_POS	6.33	172.0756
C000758	7.32_280.1654	RP_POS	7.32	280.1654
C000759	5.51_504.1861	RP_POS	5.51	504.1861
C000760	8.87_473.1764	RP_POS	8.87	473.1764
C000761	4.04_192.0267	RP_POS	4.04	192.0267
C000762	8.82_297.0901	RP_POS	8.82	297.0901
C000763	10.81_611.2376	RP_POS	10.81	611.2376
C000764	9.81_177.1637	RP_POS	9.81	177.1637
C000765	6.89_344.1490	RP_POS	6.89	344.149
C000766	3.10_259.1287	RP_POS	3.1	259.1287
C000767	1.11_224.1392	RP_POS	1.11	224.1392
C000768	1.11_139.0225	RP_POS	1.11	139.0225
C000769	11.30_391.1359	RP_POS	11.3	391.1359
C000770	3.90_362.1555	RP_POS	3.9	362.1555
C000771	9.79_416.1530	RP_POS	9.79	416.153
C000772	7.30_257.1381	RP_POS	7.3	257.1381
C000773	6.64_275.1023	RP_POS	6.64	275.1023
C000774	5.93_248.1304	RP_POS	5.93	248.1304
C000775	4.14_320.2066	RP_POS	4.14	320.2066
C000776	12.24_386.2898	RP_POS	12.24	386.2898
C000777	10.42_307.1876	RP_POS	10.42	307.1876
C000778	6.24_158.0635	RP_POS	6.24	158.0635
C000779	12.26_465.2483	RP_POS	12.26	465.2483
C000780	3.08_375.1872	RP_POS	3.08	375.1872
C000781	1.41_288.0713	RP_POS	1.41	288.0713
C000782	12.49_254.1748	RP_POS	12.49	254.1748
C000783	3.71_412.1348	RP_POS	3.71	412.1348
C000784	5.85_388.1388	RP_POS	5.85	388.1388
C000785	5.42_234.1335	RP_POS	5.42	234.1335
C000786	11.62_389.2296	RP_POS	11.62	389.2296
C000787	6.15_385.7294	RP_POS	6.15	385.7294
C000788	9.55_409.1832	RP_POS	9.55	409.1832
C000789	11.18_171.1168	RP_POS	11.18	171.1168
C000790	12.04_402.1434	RP_POS	12.04	402.1434
C000791	6.71_239.1026	RP_POS	6.71	239.1026
C000792	2.50_189.1598	RP_POS	2.5	189.1598
C000793	1.89_387.1219	RP_POS	1.89	387.1219
C000794	13.29_412.2846	RP_POS	13.29	412.2846
C000795	10.81_437.1781	RP_POS	10.81	437.1781
C000796	9.36_271.1073	RP_POS	9.36	271.1073
C000797	8.96_254.0844	RP_POS	8.96	254.0844
C000798	6.47_243.1128	RP_POS	6.47	243.1128
C000799	12.85_491.2521	RP_POS	12.85	491.2521
C000800	10.96_384.2743	RP_POS	10.96	384.2743
C000801	0.87_168.0516	RP_POS	0.87	168.0516
C000802	5.28_342.2385	RP_POS	5.28	342.2385
C000803	9.98_211.0600	RP_POS	9.98	211.06
C000804	6.19_152.1405	RP_POS	6.19	152.1405
C000805	6.94_281.1048	RP_POS	6.94	281.1048
C000806	5.15_299.0024	RP_POS	5.15	299.0024
C000807	10.17_373.1855	RP_POS	10.17	373.1855
C000808	3.43_323.0735	RP_POS	3.43	323.0735
C000809	5.06_417.1979	RP_POS	5.06	417.1979
C000810	4.29_274.0855	RP_POS	4.29	274.0855
C000811	11.65_474.0534	RP_POS	11.65	474.0534
C000812	10.88_387.1624	RP_POS	10.88	387.1624
C000813	9.13_201.1314	RP_POS	9.13	201.1314
C000814	3.18_283.0745	RP_POS	3.18	283.0745
C000815	3.20_251.1389	RP_POS	3.2	251.1389
C000816	11.18_155.0855	RP_POS	11.18	155.0855
C000817	12.14_489.1347	RP_POS	12.14	489.1347
C000818	7.34_145.0648	RP_POS	7.34	145.0648
C000819	13.36_259.2330	RP_POS	13.36	259.233
C000820	8.27_186.0914	RP_POS	8.27	186.0914
C000821	2.25_289.1505	RP_POS	2.25	289.1505
C000822	4.66_141.1387	RP_POS	4.66	141.1387
C000823	4.04_316.0960	RP_POS	4.04	316.096
C000824	5.49_318.2021	RP_POS	5.49	318.2021
C000825	10.59_250.1746	RP_POS	10.59	250.1746
C000826	13.31_509.2858	RP_POS	13.31	509.2858
C000827	7.00_187.0366	RP_POS	7	187.0366
C000828	11.25_236.1280	RP_POS	11.25	236.128
C000829	11.45_465.1731	RP_POS	11.45	465.1731
C000830	9.09_411.1988	RP_POS	9.09	411.1988
C000831	10.61_400.2692	RP_POS	10.61	400.2692
C000832	4.23_394.1132	RP_POS	4.23	394.1132
C000833	6.11_346.1970	RP_POS	6.11	346.197
C000834	11.67_331.1901	RP_POS	11.67	331.1901
C000835	10.64_384.2743	RP_POS	10.64	384.2743
C000836	12.34_412.2845	RP_POS	12.34	412.2845
C000837	2.56_422.2132	RP_POS	2.56	422.2132
C000838	9.38_361.1391	RP_POS	9.38	361.1391
C000839	8.71_442.1867	RP_POS	8.71	442.1867
C000840	2.39_252.0727	RP_POS	2.39	252.0727
C000841	2.50_339.1637	RP_POS	2.5	339.1637
C000842	11.60_415.1939	RP_POS	11.6	415.1939
C000843	2.36_285.0514	RP_POS	2.36	285.0514
C000844	7.80_102.0464	RP_POS	7.8	102.0464
C000845	2.54_424.1865	RP_POS	2.54	424.1865
C000846	3.20_333.1225	RP_POS	3.2	333.1225
C000847	8.93_204.0688	RP_POS	8.93	204.0688
C000848	2.32_226.0202	RP_POS	2.32	226.0202
C000849	4.04_97.0107	RP_POS	4.04	97.0107
C000850	10.93_550.2706	RP_POS	10.93	550.2706
C000851	11.16_392.2542	RP_POS	11.16	392.2542
C000852	6.62_268.1178	RP_POS	6.62	268.1178
C000853	11.65_313.2160	RP_POS	11.65	313.216
C000854	10.00_189.1637	RP_POS	10	189.1637
C000855	5.28_211.1441	RP_POS	5.28	211.1441
C000856	9.89_364.2843	RP_POS	9.89	364.2843
C000857	7.12_265.0359	RP_POS	7.12	265.0359
C000858	2.80_301.1494	RP_POS	2.8	301.1494
C000859	6.09_253.0897	RP_POS	6.09	253.0897
C000860	12.04_437.0896	RP_POS	12.04	437.0896
C000861	12.68_317.2473	RP_POS	12.68	317.2473
C000862	6.74_234.1448	RP_POS	6.74	234.1448
C000863	12.29_476.2313	RP_POS	12.29	476.2313
C000864	7.12_577.1775	RP_POS	7.12	577.1775
C000865	5.95_199.1441	RP_POS	5.95	199.1441
C000866	6.85_341.2069	RP_POS	6.85	341.2069
C000867	8.34_233.1383	RP_POS	8.34	233.1383
C000868	7.91_360.2127	RP_POS	7.91	360.2127
C000869	10.56_455.2251	RP_POS	10.56	455.2251
C000870	4.66_331.2225	RP_POS	4.66	331.2225
C000871	4.60_110.9900	RP_POS	4.6	110.99
C000872	5.13_270.0041	RP_POS	5.13	270.0041
C000873	10.93_344.1889	RP_POS	10.93	344.1889
C000874	10.59_285.2211	RP_POS	10.59	285.2211
C000875	10.51_344.1889	RP_POS	10.51	344.1889
C000876	13.17_437.2534	RP_POS	13.17	437.2534
C000877	2.52_417.2019	RP_POS	2.52	417.2019
C000878	11.35_189.1638	RP_POS	11.35	189.1638
C000879	4.49_339.1008	RP_POS	4.49	339.1008
C000880	7.07_206.1208	RP_POS	7.07	206.1208
C000881	5.15_594.1819	RP_POS	5.15	594.1819
C000882	10.71_367.1572	RP_POS	10.71	367.1572
C000883	3.36_194.1652	RP_POS	3.36	194.1652
C000884	6.35_350.1167	RP_POS	6.35	350.1167
C000885	3.65_177.1386	RP_POS	3.65	177.1386
C000886	11.65_547.2516	RP_POS	11.65	547.2516
C000887	1.32_344.0909	RP_POS	1.32	344.0909
C000888	10.56_430.2951	RP_POS	10.56	430.2951
C000889	11.33_320.2252	RP_POS	11.33	320.2252
C000890	6.15_284.0925	RP_POS	6.15	284.0925
C000891	7.32_376.2691	RP_POS	7.32	376.2691
C000892	3.98_296.1339	RP_POS	3.98	296.1339
C000893	10.54_274.1645	RP_POS	10.54	274.1645
C000894	9.00_342.2272	RP_POS	9	342.2272
C000895	7.96_450.0401	RP_POS	7.96	450.0401
C000896	1.39_303.1184	RP_POS	1.39	303.1184
C000897	2.45_179.0452	RP_POS	2.45	179.0452
C000898	2.86_253.1182	RP_POS	2.86	253.1182
C000899	10.91_382.2586	RP_POS	10.91	382.2586
C000900	3.35_238.1073	RP_POS	3.35	238.1073
C000901	7.37_260.1855	RP_POS	7.37	260.1855
C000902	12.09_344.2797	RP_POS	12.09	344.2797
C000903	11.18_128.0620	RP_POS	11.18	128.062
C000904	9.79_303.0837	RP_POS	9.79	303.0837
C000905	3.65_421.1685	RP_POS	3.65	421.1685
C000906	10.98_211.1481	RP_POS	10.98	211.1481
C000907	6.74_344.1854	RP_POS	6.74	344.1854
C000908	7.80_227.1640	RP_POS	7.8	227.164
C000909	12.53_485.2357	RP_POS	12.53	485.2357
C000910	5.95_267.0796	RP_POS	5.95	267.0796
C000911	8.46_319.0964	RP_POS	8.46	319.0964
C000912	2.69_357.1767	RP_POS	2.69	357.1767
C000913	5.53_240.0502	RP_POS	5.53	240.0502
C000914	11.28_203.1794	RP_POS	11.28	203.1794
C000915	11.33_363.1436	RP_POS	11.33	363.1436
C000916	5.20_273.0843	RP_POS	5.2	273.0843
C000917	7.59_198.0219	RP_POS	7.59	198.0219
C000918	2.99_244.2019	RP_POS	2.99	244.2019
C000919	1.43_431.1829	RP_POS	1.43	431.1829
C000920	8.36_275.0911	RP_POS	8.36	275.0911
C000921	1.54_240.1341	RP_POS	1.54	240.1341
C000922	4.16_548.1400	RP_POS	4.16	548.14
C000923	5.95_342.1909	RP_POS	5.95	342.1909
C000924	9.77_258.1810	RP_POS	9.77	258.181
C000925	11.38_362.1993	RP_POS	11.38	362.1993
C000926	5.89_278.1055	RP_POS	5.89	278.1055
C000927	10.93_245.1747	RP_POS	10.93	245.1747
C000928	5.76_712.1668	RP_POS	5.76	712.1668
C000929	6.04_560.1698	RP_POS	6.04	560.1698
C000930	11.16_439.1938	RP_POS	11.16	439.1938
C000931	11.20_386.2899	RP_POS	11.2	386.2899
C000932	1.41_153.0295	RP_POS	1.41	153.0295
C000933	11.11_506.2963	RP_POS	11.11	506.2963
C000934	12.19_441.1755	RP_POS	12.19	441.1755
C000935	8.04_346.1317	RP_POS	8.04	346.1317
C000936	1.74_286.0776	RP_POS	1.74	286.0776
C000937	4.16_291.0971	RP_POS	4.16	291.0971
C000938	6.04_537.2016	RP_POS	6.04	537.2016
C000939	9.95_288.0615	RP_POS	9.95	288.0615
C000940	10.93_201.0466	RP_POS	10.93	201.0466
C000941	6.71_262.1477	RP_POS	6.71	262.1477
C000942	7.43_230.1750	RP_POS	7.43	230.175
C000943	7.96_230.0786	RP_POS	7.96	230.0786
C000944	5.00_368.1450	RP_POS	5	368.145
C000945	3.90_265.0738	RP_POS	3.9	265.0738
C000946	11.38_262.1834	RP_POS	11.38	262.1834
C000947	9.84_334.2044	RP_POS	9.84	334.2044
C000948	11.16_189.1638	RP_POS	11.16	189.1638
C000949	11.03_391.1361	RP_POS	11.03	391.1361
C000950	9.55_276.1627	RP_POS	9.55	276.1627
C000951	11.92_364.2150	RP_POS	11.92	364.215
C000952	7.57_325.1999	RP_POS	7.57	325.1999
C000953	10.37_395.2403	RP_POS	10.37	395.2403
C000954	4.78_175.0366	RP_POS	4.78	175.0366
C000955	1.64_259.0746	RP_POS	1.64	259.0746
C000956	1.68_503.1508	RP_POS	1.68	503.1508
C000957	12.63_201.1637	RP_POS	12.63	201.1637
C000958	10.74_399.0779	RP_POS	10.74	399.0779
C000959	4.90_550.1557	RP_POS	4.9	550.1557
C000960	5.13_171.0917	RP_POS	5.13	171.0917
C000961	6.39_346.1468	RP_POS	6.39	346.1468
C000962	3.14_234.0971	RP_POS	3.14	234.0971
C000963	3.61_240.0356	RP_POS	3.61	240.0356
C000964	6.29_362.1820	RP_POS	6.29	362.182
C000965	2.20_269.1494	RP_POS	2.2	269.1494
C000966	11.16_330.2548	RP_POS	11.16	330.2548
C000967	3.30_164.0376	RP_POS	3.3	164.0376
C000968	12.73_331.2377	RP_POS	12.73	331.2377
C000969	13.43_430.2952	RP_POS	13.43	430.2952
C000970	5.13_276.1344	RP_POS	5.13	276.1344
C000971	4.92_366.1182	RP_POS	4.92	366.1182
C000972	7.46_308.1854	RP_POS	7.46	308.1854
C000973	12.34_301.2160	RP_POS	12.34	301.216
C000974	4.08_227.1389	RP_POS	4.08	227.1389
C000975	11.18_527.2758	RP_POS	11.18	527.2758
C000976	12.99_559.3015	RP_POS	12.99	559.3015
C000977	11.11_161.0595	RP_POS	11.11	161.0595
C000978	4.23_409.2080	RP_POS	4.23	409.208
C000979	3.98_182.1176	RP_POS	3.98	182.1176
C000980	11.52_424.0972	RP_POS	11.52	424.0972
C000981	2.32_408.1975	RP_POS	2.32	408.1975
C000982	3.90_256.0926	RP_POS	3.9	256.0926
C000983	10.59_267.2105	RP_POS	10.59	267.2105
C000984	4.64_298.1647	RP_POS	4.64	298.1647
C000985	4.73_108.0206	RP_POS	4.73	108.0206
C000986	1.13_338.0668	RP_POS	1.13	338.0668
C000987	3.59_249.1345	RP_POS	3.59	249.1345
C000988	6.17_402.7217	RP_POS	6.17	402.7217
C000989	1.87_105.0369	RP_POS	1.87	105.0369
C000990	8.43_400.1237	RP_POS	8.43	400.1237
C000991	5.51_354.2385	RP_POS	5.51	354.2385
C000992	9.33_399.1623	RP_POS	9.33	399.1623
C000993	10.86_562.3221	RP_POS	10.86	562.3221
C000994	6.04_249.1425	RP_POS	6.04	249.1425
C000995	1.93_172.9880	RP_POS	1.93	172.988
C000996	10.32_456.2285	RP_POS	10.32	456.2285
C000997	4.52_270.1334	RP_POS	4.52	270.1334
C000998	12.44_375.2892	RP_POS	12.44	375.2892
C000999	11.06_360.1837	RP_POS	11.06	360.1837
