compound_id	chemical_name	analysismode	mz	rt
C000001	95.06024579_7.857483333	HILIC_POS	95.06024579	7.857483333
C000002	71.06031304_0.064166667	HILIC_POS	71.06031304	0.064166667
C000003	71.06031992_9.984466667	HILIC_POS	71.06031992	9.984466667
C000004	126.1023924_4.038416667	HILIC_POS	126.1023924	4.038416667
C000005	121.0717995_1.358816667	HILIC_POS	121.0717995	1.358816667
C000006	105.0697004_2.574533333	HILIC_POS	105.0697004	2.574533333
C000007	83.06023778_3.971433333	HILIC_POS	83.06023778	3.971433333
C000008	85.02828928_2.7925	HILIC_POS	85.02828928	2.7925
C000009	85.0282975_2.440233333	HILIC_POS	85.0282975	2.440233333
C000010	88.05051567_0.095966667	HILIC_POS	88.05051567	0.095966667
C000011	156.138134_0.05355	HILIC_POS	156.138134	0.05355
C000012	112.0503734_2.52645	HILIC_POS	112.0503734	2.52645
C000013	103.0539927_2.632416667	HILIC_POS	103.0539927	2.632416667
C000014	113.1071755_7.7808	HILIC_POS	113.1071755	7.7808
C000015	117.0695881_0.77655	HILIC_POS	117.0695881	0.77655
C000016	151.1436328_4.305266667	HILIC_POS	151.1436328	4.305266667
C000017	151.1440067_4.7564	HILIC_POS	151.1440067	4.7564
C000018	77.07887268_4.305266667	HILIC_POS	77.07887268	4.305266667
C000019	121.0685449_3.632133333	HILIC_POS	121.0685449	3.632133333
C000020	121.0394205_2.088783333	HILIC_POS	121.0394205	2.088783333
C000021	84.04426392_3.791833333	HILIC_POS	84.04426392	3.791833333
C000022	189.1343085_5.653166667	HILIC_POS	189.1343085	5.653166667
C000023	84.08068769_5.64355	HILIC_POS	84.08068769	5.64355
C000024	85.04125186_3.819983333	HILIC_POS	85.04125186	3.819983333
C000025	186.1023786_3.632133333	HILIC_POS	186.1023786	3.632133333
C000026	102.1275761_8.8407	HILIC_POS	102.1275761	8.8407
C000027	105.073781_3.641616667	HILIC_POS	105.073781	3.641616667
C000028	134.059739_0.5279	HILIC_POS	134.059739	0.5279
C000029	110.0711149_4.15295	HILIC_POS	110.0711149	4.15295
C000030	93.06974048_0.937433333	HILIC_POS	93.06974048	0.937433333
C000031	111.0914892_2.468933333	HILIC_POS	111.0914892	2.468933333
C000032	111.066417_2.7925	HILIC_POS	111.066417	2.7925
C000033	211.0545394_0.559783333	HILIC_POS	211.0545394	0.559783333
C000034	117.0543513_1.0614	HILIC_POS	117.0543513	1.0614
C000035	114.0547489_3.482166667	HILIC_POS	114.0547489	3.482166667
C000036	114.0547581_0.956583333	HILIC_POS	114.0547581	0.956583333
C000037	215.0482532_2.584183333	HILIC_POS	215.0482532	2.584183333
C000038	114.091061_1.0614	HILIC_POS	114.091061	1.0614
C000039	120.0029716_3.8012	HILIC_POS	120.0029716	3.8012
C000040	115.0499817_1.2143	HILIC_POS	115.0499817	1.2143
C000041	115.0612568_2.079233333	HILIC_POS	115.0612568	2.079233333
C000042	140.0016705_3.369383333	HILIC_POS	140.0016705	3.369383333
C000043	140.0017304_7.114066667	HILIC_POS	140.0017304	7.114066667
C000044	140.0704042_1.243083333	HILIC_POS	140.0704042	1.243083333
C000045	99.05516334_0.323166667	HILIC_POS	99.05516334	0.323166667
C000046	100.0752024_1.195116667	HILIC_POS	100.0752024	1.195116667
C000047	220.0923762_3.482166667	HILIC_POS	220.0923762	3.482166667
C000048	120.0650239_3.622666667	HILIC_POS	120.0650239	3.622666667
C000049	120.0807066_9.068916667	HILIC_POS	120.0807066	9.068916667
C000050	144.0805396_3.369383333	HILIC_POS	144.0805396	3.369383333
C000051	120.0805108_3.388216667	HILIC_POS	120.0805108	3.388216667
C000052	104.1068073_3.547616667	HILIC_POS	104.1068073	3.547616667
C000053	104.9919167_4.963166667	HILIC_POS	104.9919167	4.963166667
C000054	137.0444267_1.926183333	HILIC_POS	137.0444267	1.926183333
C000055	137.0595817_0.506783333	HILIC_POS	137.0595817	0.506783333
C000056	106.0496761_3.69835	HILIC_POS	106.0496761	3.69835
C000057	106.0860905_4.057683333	HILIC_POS	106.0860905	4.057683333
C000058	138.1276285_8.992466667	HILIC_POS	138.1276285	8.992466667
C000059	128.9529816_4.6622	HILIC_POS	128.9529816	4.6622
C000060	107.0489533_0.085366667	HILIC_POS	107.0489533	0.085366667
C000061	124.0867949_4.057683333	HILIC_POS	124.0867949	4.057683333
C000062	125.0707872_2.354066667	HILIC_POS	125.0707872	2.354066667
C000063	108.0554358_4.15295	HILIC_POS	108.0554358	4.15295
C000064	142.0973909_3.164833333	HILIC_POS	142.0973909	3.164833333
C000065	143.0813043_3.952433333	HILIC_POS	143.0813043	3.952433333
C000066	153.0478279_2.183166667	HILIC_POS	153.0478279	2.183166667
C000067	134.026835_2.990133333	HILIC_POS	134.026835	2.990133333
C000068	135.0025421_2.6419	HILIC_POS	135.0025421	2.6419
C000069	113.0343255_1.156783333	HILIC_POS	113.0343255	1.156783333
C000070	145.0606035_1.252666667	HILIC_POS	145.0606035	1.252666667
C000071	130.060954_0.095966667	HILIC_POS	130.060954	0.095966667
C000072	130.1084042_4.79405	HILIC_POS	130.1084042	4.79405
C000073	154.1085834_5.2915	HILIC_POS	154.1085834	5.2915
C000074	131.9808392_0.687733333	HILIC_POS	131.9808392	0.687733333
C000075	114.0655419_2.716666667	HILIC_POS	114.0655419	2.716666667
C000076	115.0387697_0.937433333	HILIC_POS	115.0387697	0.937433333
C000077	156.0805694_0.927883333	HILIC_POS	156.0805694	0.927883333
C000078	248.069568_0.517333333	HILIC_POS	248.069568	0.517333333
C000079	116.0703816_3.735733333	HILIC_POS	116.0703816	3.735733333
C000080	98.09619299_5.9979	HILIC_POS	98.09619299	5.9979
C000081	232.0634294_0.5279	HILIC_POS	232.0634294	0.5279
C000082	98.97514919_5.0664	HILIC_POS	98.97514919	5.0664
C000083	134.071081_7.6935	HILIC_POS	134.071081	7.6935
C000084	99.05510999_2.440233333	HILIC_POS	99.05510999	2.440233333
C000085	134.1001932_5.2493	HILIC_POS	134.1001932	5.2493
C000086	99.09153806_5.64355	HILIC_POS	99.09153806	5.64355
C000087	118.0610208_3.773116667	HILIC_POS	118.0610208	3.773116667
C000088	118.0855332_3.7264	HILIC_POS	118.0855332	3.7264
C000089	100.1119519_9.390283333	HILIC_POS	100.1119519	9.390283333
C000090	119.0158633_3.5009	HILIC_POS	119.0158633	3.5009
C000091	136.0754281_3.472766667	HILIC_POS	136.0754281	3.472766667
C000092	119.0892233_3.71705	HILIC_POS	119.0892233	3.71705
C000093	152.1470259_4.305266667	HILIC_POS	152.1470259	4.305266667
C000094	137.9828812_3.482166667	HILIC_POS	137.9828812	3.482166667
C000095	138.0545581_2.04095	HILIC_POS	138.0545581	2.04095
C000096	138.0544895_3.33965	HILIC_POS	138.0544895	3.33965
C000097	162.0661874_2.306183333	HILIC_POS	162.0661874	2.306183333
C000098	138.0911981_0.581033333	HILIC_POS	138.0911981	0.581033333
C000099	160.9010608_5.15115	HILIC_POS	160.9010608	5.15115
C000100	164.0915152_2.306183333	HILIC_POS	164.0915152	2.306183333
C000101	165.0507537_6.3311	HILIC_POS	165.0507537	6.3311
C000102	141.0656315_1.147233333	HILIC_POS	141.0656315	1.147233333
C000103	141.0768778_1.54395	HILIC_POS	141.0768778	1.54395
C000104	141.1132796_0.899133333	HILIC_POS	141.1132796	0.899133333
C000105	157.1222269_2.832283333	HILIC_POS	157.1222269	2.832283333
C000106	126.0214587_2.901433333	HILIC_POS	126.0214587	2.901433333
C000107	251.1019846_0.814016667	HILIC_POS	251.1019846	0.814016667
C000108	149.0183101_2.707333333	HILIC_POS	149.0183101	2.707333333
C000109	127.0387822_2.04095	HILIC_POS	127.0387822	2.04095
C000110	146.0268592_3.15345	HILIC_POS	146.0268592	3.15345
C000111	128.017217_2.911016667	HILIC_POS	128.017217	2.911016667
C000112	146.0597873_3.369383333	HILIC_POS	146.0597873	3.369383333
C000113	145.0758068_1.495166667	HILIC_POS	145.0758068	1.495166667
C000114	150.0635532_3.933416667	HILIC_POS	150.0635532	3.933416667
C000115	147.0510649_0.975683333	HILIC_POS	147.0510649	0.975683333
C000116	129.0653157_3.971433333	HILIC_POS	129.0653157	3.971433333
C000117	146.0922093_0.258933333	HILIC_POS	146.0922093	0.258933333
C000118	129.1017131_4.812866667	HILIC_POS	129.1017131	4.812866667
C000119	147.0757676_3.773116667	HILIC_POS	147.0757676	3.773116667
C000120	130.0859218_3.622666667	HILIC_POS	130.0859218	3.622666667
C000121	147.1122844_5.633933333	HILIC_POS	147.1122844	5.633933333
C000122	130.0971497_5.443383333	HILIC_POS	130.0971497	5.443383333
C000123	130.0970946_5.189633333	HILIC_POS	130.0970946	5.189633333
C000124	148.0424239_3.463366667	HILIC_POS	148.0424239	3.463366667
C000125	261.0814698_3.895316667	HILIC_POS	261.0814698	3.895316667
C000126	131.0491055_3.388216667	HILIC_POS	131.0491055	3.388216667
C000127	113.0707457_3.942916667	HILIC_POS	113.0707457	3.942916667
C000128	148.1157515_5.633933333	HILIC_POS	148.1157515	5.633933333
C000129	132.0761274_3.857583333	HILIC_POS	132.0761274	3.857583333
C000130	132.1014048_3.435183333	HILIC_POS	132.1014048	3.435183333
C000131	150.997576_3.0205	HILIC_POS	150.997576	3.0205
C000132	150.0548453_1.51465	HILIC_POS	150.0548453	1.51465
C000133	150.0580456_3.482166667	HILIC_POS	150.0580456	3.482166667
C000134	133.0605573_2.812383333	HILIC_POS	133.0605573	2.812383333
C000135	133.079519_3.857583333	HILIC_POS	133.079519	3.857583333
C000136	133.0967213_5.2493	HILIC_POS	133.0967213	5.2493
C000137	174.1237709_5.803183333	HILIC_POS	174.1237709	5.803183333
C000138	116.0342017_3.69835	HILIC_POS	116.0342017	3.69835
C000139	152.0704091_0.5385	HILIC_POS	152.0704091	0.5385
C000140	267.1333847_2.80245	HILIC_POS	267.1333847	2.80245
C000141	176.0552287_2.079233333	HILIC_POS	176.0552287	2.079233333
C000142	157.083343_0.956583333	HILIC_POS	157.083343	0.956583333
C000143	153.0654591_1.563516667	HILIC_POS	153.0654591	1.563516667
C000144	100.0213075_2.183166667	HILIC_POS	100.0213075	2.183166667
C000145	293.1242118_0.5279	HILIC_POS	293.1242118	0.5279
C000146	178.0083623_3.613233333	HILIC_POS	178.0083623	3.613233333
C000147	137.0451316_1.74645	HILIC_POS	137.0451316	1.74645
C000148	138.0484496_1.74645	HILIC_POS	138.0484496	1.74645
C000149	138.0547129_3.773116667	HILIC_POS	138.0547129	3.773116667
C000150	176.874931_5.170266667	HILIC_POS	176.874931	5.170266667
C000151	120.9660907_5.141666667	HILIC_POS	120.9660907	5.141666667
C000152	140.0374082_2.622833333	HILIC_POS	140.0374082	2.622833333
C000153	177.9990483_2.6132	HILIC_POS	177.9990483	2.6132
C000154	162.0498295_3.566316667	HILIC_POS	162.0498295	3.566316667
C000155	122.0710861_4.04805	HILIC_POS	122.0710861	4.04805
C000156	178.8729676_5.170266667	HILIC_POS	178.8729676	5.170266667
C000157	141.0768868_4.15295	HILIC_POS	141.0768868	4.15295
C000158	173.1036886_5.462466667	HILIC_POS	173.1036886	5.462466667
C000159	142.0609466_0.918316667	HILIC_POS	142.0609466	0.918316667
C000160	164.9202499_3.482166667	HILIC_POS	164.9202499	3.482166667
C000161	164.9202747_5.141666667	HILIC_POS	164.9202747	5.141666667
C000162	184.0645264_3.329783333	HILIC_POS	184.0645264	3.329783333
C000163	143.0809622_1.16635	HILIC_POS	143.0809622	1.16635
C000164	185.0210186_5.075783333	HILIC_POS	185.0210186	5.075783333
C000165	185.0211049_3.329783333	HILIC_POS	185.0211049	3.329783333
C000166	185.0376073_2.622833333	HILIC_POS	185.0376073	2.622833333
C000167	144.0653256_1.727683333	HILIC_POS	144.0653256	1.727683333
C000168	126.0547648_2.031366667	HILIC_POS	126.0547648	2.031366667
C000169	144.101498_3.773116667	HILIC_POS	144.101498	3.773116667
C000170	144.1017188_1.1186	HILIC_POS	144.1017188	1.1186
C000171	166.0836318_4.89745	HILIC_POS	166.0836318	4.89745
C000172	185.1281372_1.784016667	HILIC_POS	185.1281372	1.784016667
C000173	161.1279388_6.141066667	HILIC_POS	161.1279388	6.141066667
C000174	144.9341052_3.491533333	HILIC_POS	144.9341052	3.491533333
C000175	162.0581293_3.350366667	HILIC_POS	162.0581293	3.350366667
C000176	162.0758338_2.382783333	HILIC_POS	162.0758338	2.382783333
C000177	145.1049081_3.773116667	HILIC_POS	145.1049081	3.773116667
C000178	127.0977_5.462466667	HILIC_POS	127.0977	5.462466667
C000179	163.0791218_2.0601	HILIC_POS	163.0791218	2.0601
C000180	146.0631283_1.070916667	HILIC_POS	146.0631283	1.070916667
C000181	164.0915707_0.064166667	HILIC_POS	164.0915707	0.064166667
C000182	165.0008017_5.301883333	HILIC_POS	165.0008017	5.301883333
C000183	147.0649667_0.861133333	HILIC_POS	147.0649667	0.861133333
C000184	185.0320127_3.8012	HILIC_POS	185.0320127	3.8012
C000185	310.200561_3.350366667	HILIC_POS	310.200561	3.350366667
C000186	148.0598504_3.6038	HILIC_POS	148.0598504	3.6038
C000187	148.0792767_3.782466667	HILIC_POS	148.0792767	3.782466667
C000188	189.1060324_1.195116667	HILIC_POS	189.1060324	1.195116667
C000189	112.0754956_1.08045	HILIC_POS	112.0754956	1.08045
C000190	148.9835318_0.677016667	HILIC_POS	148.9835318	0.677016667
C000191	148.9835704_0.908716667	HILIC_POS	148.9835704	0.908716667
C000192	190.0530621_2.832283333	HILIC_POS	190.0530621	2.832283333
C000193	316.1297651_2.088783333	HILIC_POS	316.1297651	2.088783333
C000194	168.0653009_0.5279	HILIC_POS	168.0653009	0.5279
C000195	150.0581888_2.107816667	HILIC_POS	150.0581888	2.107816667
C000196	167.089016_3.397616667	HILIC_POS	167.089016	3.397616667
C000197	150.0759024_2.401933333	HILIC_POS	150.0759024	2.401933333
C000198	168.0626773_3.444566667	HILIC_POS	168.0626773	3.444566667
C000199	173.029565_4.396966667	HILIC_POS	173.029565	4.396966667
C000200	151.0791729_2.0601	HILIC_POS	151.0791729	2.0601
C000201	151.0962671_1.109066667	HILIC_POS	151.0962671	1.109066667
C000202	134.0185892_3.7264	HILIC_POS	134.0185892	3.7264
C000203	174.0134685_3.207033333	HILIC_POS	174.0134685	3.207033333
C000204	174.0192597_3.622666667	HILIC_POS	174.0192597	3.622666667
C000205	170.1173485_7.388516667	HILIC_POS	170.1173485	7.388516667
C000206	153.1272128_2.593883333	HILIC_POS	153.1272128	2.593883333
C000207	171.1376775_1.926183333	HILIC_POS	171.1376775	1.926183333
C000208	154.0584268_3.857583333	HILIC_POS	154.0584268	3.857583333
C000209	171.0874196_1.397683333	HILIC_POS	171.0874196	1.397683333
C000210	176.0654625_3.425766667	HILIC_POS	176.0654625	3.425766667
C000211	173.0555413_2.382783333	HILIC_POS	173.0555413	2.382783333
C000212	172.1329313_0.937433333	HILIC_POS	172.1329313	0.937433333
C000213	197.0004744_3.207033333	HILIC_POS	197.0004744	3.207033333
C000214	197.0005565_6.043266667	HILIC_POS	197.0005565	6.043266667
C000215	311.0913294_1.718283333	HILIC_POS	311.0913294	1.718283333
C000216	156.0765048_4.15295	HILIC_POS	156.0765048	4.15295
C000217	197.1646063_0.946983333	HILIC_POS	197.1646063	0.946983333
C000218	198.0869787_3.491533333	HILIC_POS	198.0869787	3.491533333
C000219	174.0872518_3.923866667	HILIC_POS	174.0872518	3.923866667
C000220	175.1075373_3.895316667	HILIC_POS	175.1075373	3.895316667
C000221	199.0387492_3.329783333	HILIC_POS	199.0387492	3.329783333
C000222	175.0863928_2.088783333	HILIC_POS	175.0863928	2.088783333
C000223	175.0864118_2.488083333	HILIC_POS	175.0864118	2.488083333
C000224	158.0670162_2.488083333	HILIC_POS	158.0670162	2.488083333
C000225	180.0493662_2.52645	HILIC_POS	180.0493662	2.52645
C000226	180.0490561_2.7635	HILIC_POS	180.0490561	2.7635
C000227	175.1184332_5.452916667	HILIC_POS	175.1184332	5.452916667
C000228	122.0809672_2.4498	HILIC_POS	122.0809672	2.4498
C000229	158.1173281_1.137683333	HILIC_POS	158.1173281	1.137683333
C000230	180.9785586_5.057016667	HILIC_POS	180.9785586	5.057016667
C000231	200.0539148_1.737066667	HILIC_POS	200.0539148	1.737066667
C000232	160.0601938_2.306183333	HILIC_POS	160.0601938	2.306183333
C000233	160.1329549_4.586566667	HILIC_POS	160.1329549	4.586566667
C000234	340.0465547_1.358816667	HILIC_POS	340.0465547	1.358816667
C000235	179.1175861_1.204716667	HILIC_POS	179.1175861	1.204716667
C000236	162.1118342_4.21995	HILIC_POS	162.1118342	4.21995
C000237	144.1131809_5.662816667	HILIC_POS	144.1131809	5.662816667
C000238	181.0525405_1.82165	HILIC_POS	181.0525405	1.82165
C000239	164.029092_3.632133333	HILIC_POS	164.029092	3.632133333
C000240	164.1182013_4.21995	HILIC_POS	164.1182013	4.21995
C000241	164.9298499_4.652766667	HILIC_POS	164.9298499	4.652766667
C000242	350.8474219_5.15115	HILIC_POS	350.8474219	5.15115
C000243	147.002643_2.67935	HILIC_POS	147.002643	2.67935
C000244	183.061168_3.33965	HILIC_POS	183.061168	3.33965
C000245	182.0808025_3.463366667	HILIC_POS	182.0808025	3.463366667
C000246	197.0894324_3.6701	HILIC_POS	197.0894324	3.6701
C000247	147.0551265_8.927983333	HILIC_POS	147.0551265	8.927983333
C000248	182.1020608_1.378233333	HILIC_POS	182.1020608	1.378233333
