compound_id	chemical_name	analysismode	mz	rt
C000001	70.439_8.53	RP_NEG	70.4385511982798	8.53392166666667
C000002	70.946_0.47	RP_NEG	70.9459556875659	0.471844973333333
C000003	71.014_0.53	RP_NEG	71.0137391163537	0.53434448
C000004	71.014_10.83	RP_NEG	71.0137564333318	10.833587
C000005	71.013_8.37	RP_NEG	71.0130443403025	8.36815226666667
C000006	71.05_0.92	RP_NEG	71.0501203362557	0.916622863333333
C000007	72.009_2.36	RP_NEG	72.0087748879994	2.35877063333333
C000008	72.943_0.47	RP_NEG	72.9429992580296	0.4717888
C000009	72.993_10.72	RP_NEG	72.9929941426666	10.7169053333333
C000010	74.025_2.73	RP_NEG	74.0245295746471	2.73476843333333
C000011	74.962_0.58	RP_NEG	74.9617612943614	0.578780903333333
C000012	75.009_10.74	RP_NEG	75.0086423271399	10.743697
C000013	75.009_0.57	RP_NEG	75.0086213675817	0.574366726666667
C000014	76.954_0.49	RP_NEG	76.9541571332643	0.485180796666667
C000015	77.014_10.78	RP_NEG	77.0144286186203	10.784427
C000016	78.919_10.69	RP_NEG	78.9187395494629	10.6943703333333
C000017	78.918_4.06	RP_NEG	78.9183824517624	4.05838943333333
C000018	78.919_0.48	RP_NEG	78.9187560971201	0.480881148333333
C000019	78.951_0.48	RP_NEG	78.9511701029658	0.480827745
C000020	79.03_10.76	RP_NEG	79.0300610459968	10.7571256666667
C000021	79.957_0.44	RP_NEG	79.9568440401423	0.440465071666667
C000022	79.957_2.81	RP_NEG	79.956833108155	2.81122875
C000023	79.957_3.43	RP_NEG	79.9568125630664	3.42553006666667
C000024	79.957_2.27	RP_NEG	79.9568337036964	2.26514535
C000025	80.915_4.06	RP_NEG	80.9147724038536	4.05974018333333
C000026	80.917_10.69	RP_NEG	80.9166761094504	10.6901085
C000027	80.917_0.48	RP_NEG	80.9167023337972	0.481802121666667
C000028	80.916_4.06	RP_NEG	80.9163615498918	4.05811963333333
C000029	80.975_0.48	RP_NEG	80.9747312499997	0.48074237
C000030	82.003_0.52	RP_NEG	82.0031147681859	0.523237193333333
C000031	82.003_10.82	RP_NEG	82.0031273698892	10.8192946666667
C000032	82.03_10.88	RP_NEG	82.0297267069576	10.879168
C000033	82.03_7.84	RP_NEG	82.0297131546637	7.8351918
C000034	82.954_8.84	RP_NEG	82.9540476355712	8.83666126666667
C000035	82.954_10.49	RP_NEG	82.9540384391176	10.4880133333333
C000036	82.954_9.35	RP_NEG	82.9540403708251	9.34778566666666
C000037	82.954_10.2	RP_NEG	82.9540380257095	10.199396
C000038	82.954_9.84	RP_NEG	82.9540419421175	9.84223281666667
C000039	82.972_0.48	RP_NEG	82.9718008064268	0.480593963333333
C000040	83.014_2.87	RP_NEG	83.0136658608276	2.86885653333333
C000041	83.036_10.95	RP_NEG	83.0362165233361	10.9487526666667
C000042	83.036_0.32	RP_NEG	83.0361973717673	0.315329825
C000043	83.036_0.88	RP_NEG	83.0362047897065	0.884828843333333
C000044	83.036_11.6	RP_NEG	83.0362220741558	11.5993651666667
C000045	83.93_10.58	RP_NEG	83.9302743211296	10.5780731666667
C000046	84.009_10.14	RP_NEG	84.0089542355333	10.1436896666667
C000047	84.009_8.31	RP_NEG	84.008946272031	8.30842318333333
C000048	84.009_8.98	RP_NEG	84.008958086698	8.98279613333333
C000049	84.009_7.77	RP_NEG	84.008934255152	7.76694316666667
C000050	84.009_9.44	RP_NEG	84.008952088923	9.44148565
C000051	84.009_8.67	RP_NEG	84.0089497733921	8.6660268
C000052	84.009_7.46	RP_NEG	84.008941418877	7.4598618
C000053	84.009_6.51	RP_NEG	84.0089592405526	6.5135063
C000054	84.009_6.97	RP_NEG	84.0089326830771	6.97398433333333
C000055	84.009_10.7	RP_NEG	84.0089545677889	10.7034971666667
C000056	84.009_10.52	RP_NEG	84.008947821107	10.52364
C000057	84.009_7.18	RP_NEG	84.0089510586924	7.17908516666667
C000058	84.009_9.73	RP_NEG	84.0089547655849	9.72714968333333
C000059	84.009_4.06	RP_NEG	84.0089652824144	4.05722333333333
C000060	84.009_4.62	RP_NEG	84.008975525598	4.61557266666667
C000061	84.009_5.83	RP_NEG	84.0089809184754	5.82619573333333
C000062	84.951_10.48	RP_NEG	84.9510578722835	10.4839593333333
C000063	84.991_0.59	RP_NEG	84.9905756625583	0.59164972
C000064	84.991_10.82	RP_NEG	84.9906184745569	10.8193526666667
C000065	84.991_5.82	RP_NEG	84.9905759404434	5.82178526666667
C000066	84.991_7.87	RP_NEG	84.9905707476554	7.87145966666667
C000067	84.991_5.45	RP_NEG	84.9905893434853	5.44514216666667
C000068	85.004_10.77	RP_NEG	85.0042413202839	10.770395
C000069	85.004_10.52	RP_NEG	85.0042124437807	10.5237766666667
C000070	85.004_7.6	RP_NEG	85.0042201193593	7.59899805
C000071	85.004_10.15	RP_NEG	85.0042182583075	10.1508423333333
C000072	85.004_6.8	RP_NEG	85.0042311074777	6.80485743333333
C000073	85.004_8.68	RP_NEG	85.0042224966221	8.67829541666667
C000074	85.004_8.3	RP_NEG	85.0042221494882	8.29742736666667
C000075	85.004_9.04	RP_NEG	85.0042247906734	9.0383786
C000076	85.004_9.71	RP_NEG	85.0042388228339	9.70530043333333
C000077	85.004_9.41	RP_NEG	85.0042256904942	9.41285378333333
C000078	85.012_10.7	RP_NEG	85.0123069810454	10.7032846666667
C000079	85.029_0.54	RP_NEG	85.0293663215319	0.538632266666667
C000080	85.029_10.75	RP_NEG	85.0293889601945	10.7530473333333
C000081	85.066_2.37	RP_NEG	85.0657553085684	2.37224863333333
C000082	86.001_10.78	RP_NEG	86.0013327745582	10.7796583333333
C000083	86.008_8.71	RP_NEG	86.0075410960169	8.7128992
C000084	86.013_10.71	RP_NEG	86.0132103020759	10.7078026666667
C000085	86.025_8.65	RP_NEG	86.0246233564059	8.65309576666667
C000086	86.025_10.88	RP_NEG	86.0246701990929	10.8810753333333
C000087	86.025_7.84	RP_NEG	86.0246311792439	7.84112975
C000088	87.009_10.73	RP_NEG	87.0086209122176	10.7345201666667
C000089	87.009_0.54	RP_NEG	87.0086162905777	0.543126091666667
C000090	87.009_8.46	RP_NEG	87.0085864275351	8.45740286666667
C000091	87.02_11.9	RP_NEG	87.0198301024869	11.9026398333333
C000092	87.02_11.63	RP_NEG	87.0198343094936	11.630896
C000093	87.02_0.64	RP_NEG	87.0198496639831	0.635671291666667
C000094	87.02_11.16	RP_NEG	87.019843881558	11.1641093333333
C000095	87.02_10.74	RP_NEG	87.0198355202803	10.7436653333333
C000096	87.045_10.76	RP_NEG	87.045020396839	10.7620113333333
C000097	87.045_8.64	RP_NEG	87.0449962197044	8.6357082
C000098	88.004_10.74	RP_NEG	88.0039007704515	10.7435593333333
C000099	88.004_8.29	RP_NEG	88.0038736556593	8.28792501666667
C000100	88.04_0.53	RP_NEG	88.0402607188336	0.52980458
C000101	88.988_10.91	RP_NEG	88.9879307386256	10.914617
C000102	88.988_0.46	RP_NEG	88.9879121882675	0.458452788333333
C000103	88.988_4.04	RP_NEG	88.9878956816653	4.037934
C000104	89.014_10.8	RP_NEG	89.0144146821308	10.7981566666667
C000105	89.024_11.23	RP_NEG	89.0243069618377	11.2333136666667
C000106	89.024_0.51	RP_NEG	89.0242967146565	0.51204397
C000107	89.024_0.09	RP_NEG	89.0242976899191	0.0863987503333333
C000108	89.996_10.78	RP_NEG	89.9956855993303	10.7752603333333
