compound_id	chemical_name	analysismode	mz	rt
C000334	TG(54:6)	RP_POS	901.7247	11.49
C000335	TG(54:5)	RP_POS	903.7415	11.74
C000336	TG(54:4)	RP_POS	905.7571	11.99
C000337	TG(54:3)	RP_POS	907.7725	12.27
C000338	TG(54:2)	RP_POS	909.7884	12.5
C000339	TG(54:1)	RP_POS	911.8045	12.78
C000340	TG(55:3)	RP_POS	921.7891	12.42
C000341	TG(55:2)	RP_POS	923.806	12.69
C000342	TG(56:8)	RP_POS	925.7261	11.46
C000343	TG(56:7)	RP_POS	927.7422	11.7
C000344	TG(56:6)	RP_POS	929.7563	11.95
C000345	TG(56:5)	RP_POS	931.7724	12.07
C000346	TG(56:4)	RP_POS	933.7888	12.33
C000347	TG(56:3)	RP_POS	935.8045	12.59
C000348	TG(56:2)	RP_POS	937.8172	12.89
C000349	TG(56:1)	RP_POS	939.8363	13.2
C000350	TG(58:6)	RP_POS	957.7879	12.16
C000351	Glycocholic acid-d4 [iSTD]	HILIC_NEG	271.0616	3.35
C000352	Thymine-d4 [iSTD]	HILIC_NEG	468.3269	3.9
C000353	Linoleoyl-EA	HILIC_NEG	322.2752	1.1
C000354	Corticosterone	HILIC_NEG	345.2071	1.15
C000355	4-Hydroxystyrene	HILIC_NEG	119.0502	1.2
C000356	4-Hydroxybenzeneacetonitrile	HILIC_NEG	132.0455	1.2
C000357	4-Methylcatechol	HILIC_NEG	123.0452	1.3
C000358	Gluconolactone	HILIC_NEG	177.0405	1.3
C000359	Thymine	HILIC_NEG	125.0357	1.35
C000360	Pyrocatechol	HILIC_NEG	109.0295	1.4
C000361	Uracil	HILIC_NEG	111.02	1.5
C000362	Ribothymidine	HILIC_NEG	257.0779	1.55
C000363	FMN	HILIC_NEG	375.131	1.6
C000364	Uridine	HILIC_NEG	243.0623	1.75
C000365	Glucose/Fructose/Galactose	HILIC_NEG	179.0561	1.85
C000366	Sorbitol	HILIC_NEG	181.0718	2
C000367	Cytidine	HILIC_NEG	242.0782	2.2
C000368	Adenine	HILIC_NEG	134.0472	2.25
C000369	4-Hydroxybenzaldehyde	HILIC_NEG	121.0295	2.45
C000370	Lactose/Sucrose/Trehalose	HILIC_NEG	341.1089	2.45
C000371	Myo-inositol	HILIC_NEG	179.0561	2.7
C000372	Guanine	HILIC_NEG	150.0421	2.8
C000373	Guanosine	HILIC_NEG	282.0844	3
C000374	Phenyllactic acid	HILIC_NEG	164.0717	3.05
C000375	N6-Acetyllysine	HILIC_NEG	187.1088	3.1
C000376	Eicosapentaenoic acid	HILIC_NEG	301.2173	3.1
C000377	3-Methylxanthine	HILIC_NEG	165.0418	3.15
C000378	Inosine	HILIC_NEG	267.0735	3.35
C000379	2-Hydroxy-3-methyl-pentanoic acid	HILIC_NEG	131.0714	3.4
C000380	Hypoxanthine	HILIC_NEG	135.0312	3.4
C000381	Caprylic acid	HILIC_NEG	143.1078	3.4
C000382	Taurohyodeoxycholic acid/Tauroursodeoxycholic acid	HILIC_NEG	498.2895	3.4
C000383	Caproic acid	HILIC_NEG	115.0765	3.5
C000384	Threonine	HILIC_NEG	118.051	3.5
C000385	Taurocholic acid	HILIC_NEG	514.2844	3.5
C000386	Isovaleric acid	HILIC_NEG	101.0608	3.55
C000387	Taurine	HILIC_NEG	124.0074	3.6
C000388	Hydrocinnamic acid	HILIC_NEG	149.0608	3.6
C000389	Butyric acid	HILIC_NEG	87.0452	3.65
C000390	4-Pyridoxic acid	HILIC_NEG	182.0459	3.65
C000391	Phenylacetic acid	HILIC_NEG	135.0452	3.7
C000392	Tetrahydroharman-3-carboxylic acid	HILIC_NEG	229.0983	3.7
C000393	Malondialdehyde	HILIC_NEG	71.0139	3.75
C000394	Lithocholic acid	HILIC_NEG	145.0983	3.8
C000395	Glycodeoxycholic acid/Glycochenodeoxycholic acid	HILIC_NEG	448.3068	3.8
C000396	Lactic acid	HILIC_NEG	89.0244	3.85
C000397	Propionic acid	HILIC_NEG	73.0295	3.9
C000398	N-Acetylalanine	HILIC_NEG	130.051	3.9
C000399	Hippuric acid	HILIC_NEG	178.051	3.9
C000400	Pantothenic acid	HILIC_NEG	218.1034	3.9
C000401	Glycocholic acid	HILIC_NEG	464.3018	3.9
C000402	Benzoic acid	HILIC_NEG	121.0295	4
C000403	N-Acetyltyrosine	HILIC_NEG	222.0772	4
C000404	Chenodeoxycholic acid/Deoxycholic acid	HILIC_NEG	391.2854	4
C000405	Nicotinic acid	HILIC_NEG	122.0248	4.05
C000406	Cholic acid	HILIC_NEG	407.2803	4.05
C000407	Glyceric acid	HILIC_NEG	105.0193	4.1
C000408	4,5-Dihydroorotic acid	HILIC_NEG	157.0255	4.1
C000409	Biotin	HILIC_NEG	243.0809	4.1
C000410	Quinic acid	HILIC_NEG	191.0561	4.3
C000411	Erythronic acid	HILIC_NEG	135.0299	4.4
C000412	Homovanillic acid	HILIC_NEG	181.0506	4.4
C000413	Indolelactic acid	HILIC_NEG	204.0666	4.4
C000414	3-Indolepropionic acid	HILIC_NEG	188.0717	4.45
C000415	Orotic acid	HILIC_NEG	155.0098	4.5
C000416	Shikimic acid	HILIC_NEG	173.0455	4.55
C000417	Gentisic acid	HILIC_NEG	153.0193	4.6
C000418	Xanthine	HILIC_NEG	151.0261	4.95
C000419	Malonic acid	HILIC_NEG	103.0037	5
C000420	Glucuronic acid	HILIC_NEG	193.0354	5
C000421	2,6-Diaminopimelic acid	HILIC_NEG	189.0881	5.05
C000422	Glutamic acid	HILIC_NEG	146.0459	5.2
C000423	Aspartic acid	HILIC_NEG	132.0302	5.25
C000424	Aminoadipic acid	HILIC_NEG	160.0615	5.25
C000425	Uric acid	HILIC_NEG	167.0211	5.25
C000426	Cystathionine	HILIC_NEG	221.0602	5.35
C000427	Salicyluric acid	HILIC_NEG	194.0459	6.1
C000428	3-Methyladipic acid/Pimelic acid	HILIC_NEG	159.0663	6.75
C000429	Suberic acid	HILIC_NEG	173.0819	6.75
C000430	Sebacic acid	HILIC_NEG	201.1132	6.75
C000431	Adipic acid	HILIC_NEG	145.0506	6.8
C000432	Succinic acid	HILIC_NEG	117.0193	6.9
C000433	Malic acid	HILIC_NEG	133.0142	6.95
C000434	Azelaic acid	HILIC_NEG	187.0976	6.95
C000435	2-Hydroxyglutaric acid	HILIC_NEG	147.0299	7
C000436	Fumaric acid/Maleic acid	HILIC_NEG	115.0037	7.05
C000437	Oxoglutaric acid	HILIC_NEG	145.0142	7.35
C000438	Oxalic acid	HILIC_NEG	88.988	7.4
C000439	Quinolinic acid	HILIC_NEG	166.0146	7.45
C000440	Xanthurenic acid	HILIC_NEG	204.0302	8.3
C000441	Vitamin C	HILIC_NEG	175.0248	8.9
C000442	Citric acid/Isocitric acid	HILIC_NEG	191.0197	9
C000443	Folic acid	HILIC_NEG	440.1324	10.15
C000444	Bilirubin	HILIC_NEG	583.2562	14.6
C000445	PGE2-d4 [iSTD]	RP_NEG	355.2421	7.73
C000446	12,13-DiHOME	RP_NEG	313.2381	9.82
C000447	9,10-DiHOME	RP_NEG	313.2381	10.01
C000448	13-HODE	RP_NEG	295.2274	11.27
C000449	5,6-DiHETE	RP_NEG	335.2225	10.98
C000450	Levulinic acid	RP_NEG	115.0386	0.88
C000451	Caproic acid	RP_NEG	115.075	5.83
C000452	Heptylic acid	RP_NEG	129.0906	7.46
C000453	Hydrocinnamic acid	RP_NEG	149.0594	5.85
C000454	Mandelic acid	RP_NEG	151.0401	1.83
C000455	3-Hydroxyoctanoic acid	RP_NEG	159.1027	5.54
C000456	Capric acid	RP_NEG	171.1391	10.63
C000457	Indoleacetic acid	RP_NEG	174.0548	3.9
C000458	3-Hydroxydecanoic acid	RP_NEG	187.1328	8.15
C000459	5-Dodecenoic acid	RP_NEG	197.1536	11.33
C000460	Lauric acid	RP_NEG	199.1692	12.26
C000461	Undecanedioic acid	RP_NEG	215.128	6.83
C000462	Myristoleic acid	RP_NEG	225.1851	12.61
C000463	Myristic acid	RP_NEG	227.2009	13.68
C000464	Dodecanedioic acid	RP_NEG	229.1445	7.68
C000465	Pentadecylic acid	RP_NEG	241.2166	14.31
C000466	2-Hydroxymyristic acid	RP_NEG	243.1959	12.18
C000467	Palmitoleic acid	RP_NEG	253.2168	13.89
